Card number,Name,Rarity,Print,Region,Modification date,Release,Set type,Cover card,Version
RD/KP14-JP035,The Strange Specter of Celestial Starts,"('Super Rare', 'Secret Rare')",,JP,2023-08-06 10:01:02,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP035,The Strange Specter of Celestial Starts,"('Secret Rare',)",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP035,The Strange Specter of Celestial Starts,"('Super Rare', 'Secret Rare')",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP036,Steel Soldier Gale Vinary,"('Super Rare', 'Secret Rare')",,JP,2023-08-06 10:01:02,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP036,Steel Soldier Gale Vinary,"('Super Rare', 'Secret Rare')",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP036,Steel Soldier Gale Vinary,"('Secret Rare',)",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP037,Rising Light Angel Esser,"('Super Rare', 'Secret Rare')",,JP,2023-08-06 10:01:02,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP037,Rising Light Angel Esser,"('Super Rare', 'Secret Rare')",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP037,Rising Light Angel Esser,"('Secret Rare',)",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP050,,,,JP,2023-08-06 10:01:02,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP050,Dark Hole Device,"('Rare',)",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP051,,,,JP,2023-08-06 10:01:02,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP051,Aura Buster,"('Common',)",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP055,Cat-trois Choice,"('Rare',)",,JP,2023-08-06 10:01:02,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP055,Cat-trois Choice,"('Rare', 'Secret Rare')",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP063,Amusi Annoyance,"('Super Rare', 'Secret Rare')",,JP,2023-08-06 10:01:02,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP063,Amusi Annoyance,"('Secret Rare',)",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP063,Amusi Annoyance,"('Super Rare', 'Secret Rare')",,JP,2023-08-10 15:03:11,2023-08-11,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/SD0A-JP001,Blue-Eyes Ultimate Dragon,"('Ultra Rare',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP002,Blue-Eyes White Dragon,"('Ultra Rare',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP003,Blue-Eyes Bright Dragon,"('Common',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP004,Blue-Eyes Vision Dragon,"('Common',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP005,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP006,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP007,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP008,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP009,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP010,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP011,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP012,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP013,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP014,Light Effigy,"('Common',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP015,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP016,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP017,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP018,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP019,Siesta Torero,"('Common',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP020,Treasure Dragon,"('Common',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP021,Triad Drago,"('Common',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP022,Kaibaman,"('Common',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP023,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP024,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP025,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP026,Monster Reborn,"('Normal Parallel Rare',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP027,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP028,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP029,Burst Stream of Destruction,"('Common',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP030,Dragon's Inferno,"('Common',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP031,Dragonic Pressure,"('Common',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP032,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP033,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP034,Trap Hole,"('Common',)",Reprint,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP035,Treasure of Eyes of Blue,"('Common',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP036,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP037,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP038,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP039,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP040,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JP041,,,Unknown,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JPS01,Blue-Eyes Ultimate Dragon,"('Over Rush Rare',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JPS02,Blue-Eyes Bright Dragon,"('Super Rare',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JPS03,Blue-Eyes Vision Dragon,"('Super Rare',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JPS04,,,New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JPS05,,,New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JPS06,,,New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SD0A-JPS07,Treasure of Eyes of Blue,"('Super Rare',)",New,JP,2023-08-14 03:59:36,2023-09-30,Structure Deck,,New
RD/SJMP-JP031,The Trinity Dragiastar,"('Normal Parallel Rare',)",,JP,2023-08-03 10:49:05,2023-09-01,Magazine promotional card,,Old
RD/SJMP-JP031,The Trinity Dragiastar,"('Normal Parallel Rare',)",,JP,2023-08-03 10:49:05,2023-09-04,Magazine promotional card,,New
SD6-EN029,Magical Dimension,"('Common',)",New,EN,2023-07-10 21:47:27,2006-01-18,Structure Deck,"('Dark Eradicator Warlock',)",Old
SD6-EN029,Magical Dimension,"('Common',)",Reprint,EN,2023-08-12 14:11:35,2006-01-18,Structure Deck,"('Dark Eradicator Warlock',)",New
SD6-EN030,Mystic Box,"('Common',)",New,EN,2023-07-10 21:47:27,2006-01-18,Structure Deck,"('Dark Eradicator Warlock',)",Old
SD6-EN030,Mystic Box,"('Common',)",Reprint,EN,2023-08-12 14:11:35,2006-01-18,Structure Deck,"('Dark Eradicator Warlock',)",New
SD6-EN031,Nightmare's Steelcage,"('Common',)",New,EN,2023-07-10 21:47:27,2006-01-18,Structure Deck,"('Dark Eradicator Warlock',)",Old
SD6-EN031,Nightmare's Steelcage,"('Common',)",Reprint,EN,2023-08-12 14:11:35,2006-01-18,Structure Deck,"('Dark Eradicator Warlock',)",New
SLF1-JP009,Flying Pegasus Railroad Stampede,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP009,Flying Pegasus Railroad Stampede,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP009,Flying Pegasus Railroad Stampede,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP009,Flying Pegasus Railroad Stampede,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP013,Superdreadnought Rail Cannon Juggernaut Liebe,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP013,Superdreadnought Rail Cannon Juggernaut Liebe,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP013,Superdreadnought Rail Cannon Juggernaut Liebe,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP013,Superdreadnought Rail Cannon Juggernaut Liebe,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP027,Invoked Mechaba,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP027,Invoked Mechaba,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP027,Invoked Mechaba,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP027,Invoked Mechaba,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP032,Invocation,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP032,Invocation,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP032,Invocation,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP032,Invocation,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP039,Sky Striker Ace - Shizuku,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP039,Sky Striker Ace - Shizuku,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP039,Sky Striker Ace - Shizuku,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP039,Sky Striker Ace - Shizuku,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP043,Sky Striker Mobilize - Engage!,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP043,Sky Striker Mobilize - Engage!,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP043,Sky Striker Mobilize - Engage!,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP043,Sky Striker Mobilize - Engage!,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP065,House Dragonmaid,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP065,House Dragonmaid,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP065,House Dragonmaid,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP065,House Dragonmaid,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP067,Dragonmaid Hospitality,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP067,Dragonmaid Hospitality,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP067,Dragonmaid Hospitality,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP067,Dragonmaid Hospitality,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP079,Evil★Twin Ki-sikil,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP079,Evil★Twin Ki-sikil,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP079,Evil★Twin Ki-sikil,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP079,Evil★Twin Ki-sikil,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP080,Evil★Twin Lil-la,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP080,Evil★Twin Lil-la,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP080,Evil★Twin Lil-la,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
