Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Begonia the Pressed Shadow Flower,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Normal Monster,Plant,,100,800,,1,Begonia the Pressed Shadow Flower,https://yugipedia.com/wiki/Begonia_the_Pressed_Shadow_Flower,,2022-10-09 13:32:41,
Behemoth the King of All Animals,Monster Card,,,True,False,EARTH,Effect Monster,Beast,"('Effect',)",1500,2700,,7,Behemoth the King of All Animals (Rush Duel),https://yugipedia.com/wiki/Behemoth_the_King_of_All_Animals_(Rush_Duel),,2023-02-15 13:22:38,"('Any',)"
Bendorbreak the Conqueror,Monster Card,,,False,False,WIND,Effect Monster,Beast,"('Effect',)",2500,1900,,7,Bendorbreak the Conqueror,https://yugipedia.com/wiki/Bendorbreak_the_Conqueror,,2022-10-20 07:38:11,
Berceptacle Mani,Monster Card,,,False,False,DARK,Effect Monster,Cyberse,"('Effect',)",0,2300,,7,Berceptacle Mani,https://yugipedia.com/wiki/Berceptacle_Mani,,2021-12-10 23:48:32,
Berry Bassist,Monster Card,,"('Band Group',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",0,1600,,6,Berry Bassist,https://yugipedia.com/wiki/Berry_Bassist,,2022-04-20 02:46:18,
Berry Fresh Happiness,Monster Card,,,False,False,WATER,Effect Monster,Aqua,"('Effect',)",500,100,,1,Berry Fresh Happiness,https://yugipedia.com/wiki/Berry_Fresh_Happiness,,2022-11-17 12:10:01,
Berserker Colosseum,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Berserker Colosseum,https://yugipedia.com/wiki/Berserker_Colosseum,,2022-12-21 09:40:19,
Best Bite,Spell Card,Normal Spell Card,"('Yakiniku',)",False,False,,,,"('Effect',)",,,,,Best Bite,https://yugipedia.com/wiki/Best_Bite,,2022-12-25 10:46:57,
Beta Burn Dragon,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",0,1400,,4,Beta Burn Dragon,https://yugipedia.com/wiki/Beta_Burn_Dragon,,2022-12-21 09:37:38,
Betrayer of Peace,Monster Card,,,False,False,LIGHT,Effect Monster,Warrior,"('Effect',)",1000,1200,,4,Betrayer of Peace,https://yugipedia.com/wiki/Betrayer_of_Peace,,2022-09-21 05:33:04,
Big Bang Egger,Monster Card,,,False,False,DARK,Normal Monster,Pyro,,0,600,,1,Big Bang Egger,https://yugipedia.com/wiki/Big_Bang_Egger,,2022-09-12 09:29:47,
Big Umi,Spell Card,Field Spell Card,"('Umi (series)',)",False,False,,,,"('Effect',)",,,,,Big Umi,https://yugipedia.com/wiki/Big_Umi,,2022-10-20 07:34:46,
Binding Chain,Monster Card,,,False,False,LIGHT,Normal Monster,Fairy,,1100,1000,,3,Binding Chain (Rush Duel),https://yugipedia.com/wiki/Binding_Chain_(Rush_Duel),,2022-09-21 03:13:55,
Bio Mechamantis,Monster Card,,,False,False,EARTH,Effect Monster,Insect,"('Effect',)",0,1200,,4,Bio Mechamantis,https://yugipedia.com/wiki/Bio_Mechamantis,,2022-09-21 05:43:21,
Bizarrmor,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Bizarrmor,https://yugipedia.com/wiki/Bizarrmor,,2023-01-21 19:05:39,
Black Dragon's Chick,Monster Card,,,False,False,DARK,Effect Monster,Dragon,"('Effect',)",500,800,,1,Black Dragon's Chick (Rush Duel),https://yugipedia.com/wiki/Black_Dragon%27s_Chick_(Rush_Duel),,2022-09-25 03:04:22,"('Name',)"
Black Dragon's Roar,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Black Dragon's Roar,https://yugipedia.com/wiki/Black_Dragon%27s_Roar,,2022-09-25 03:05:34,
Black Handshaker,Monster Card,,,False,False,DARK,Effect Monster,Galaxy (Type),"('Effect',)",1000,800,,2,Black Handshaker,https://yugipedia.com/wiki/Black_Handshaker,,2022-09-21 05:37:58,
Black Luster Jersey Ritual,Spell Card,Normal Spell Card,"('Jersey',)",False,False,,,,"('Effect',)",,,,,Black Luster Jersey Ritual,https://yugipedia.com/wiki/Black_Luster_Jersey_Ritual,,2023-02-04 14:19:58,
Black Luster Soljersey,Monster Card,,"('Jersey',)",False,False,EARTH,Normal Monster,Warrior,,500,2500,,8,Black Luster Soljersey,https://yugipedia.com/wiki/Black_Luster_Soljersey,,2023-02-04 14:26:28,
Black Luster Soljersey - Envoy of the Drying,Monster Card,,"('Jersey',)",False,False,LIGHT,Effect Monster,Warrior,"('Effect',)",500,2500,,8,Black Luster Soljersey - Envoy of the Drying,https://yugipedia.com/wiki/Black_Luster_Soljersey_-_Envoy_of_the_Drying,,2023-02-04 14:25:11,
Bladearmor King Dynas Dorcus,Monster Card,,,False,False,EARTH,Effect Monster,Insect,"('Effect',)",1700,2500,,8,Bladearmor King Dynas Dorcus,https://yugipedia.com/wiki/Bladearmor_King_Dynas_Dorcus,,2022-09-21 05:32:37,
Blades of Divine Wind,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Blades of Divine Wind,https://yugipedia.com/wiki/Blades_of_Divine_Wind,,2022-09-21 03:37:16,
Bladesaurus,Monster Card,,,False,False,EARTH,Effect Monster,Dinosaur,"('Effect',)",800,1700,,6,Bladesaurus,https://yugipedia.com/wiki/Bladesaurus,,2022-09-21 05:42:10,
Blanc de Blanc the Snow Shadow Flower,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Normal Monster,Plant,,1000,1900,,5,Blanc de Blanc the Snow Shadow Flower,https://yugipedia.com/wiki/Blanc_de_Blanc_the_Snow_Shadow_Flower,,2023-02-04 14:26:23,
Blast Examiner,Monster Card,,"('Chemistry',)",False,False,FIRE,Normal Monster,Pyro,,1500,1700,,5,Blast Examiner,https://yugipedia.com/wiki/Blast_Examiner,,2022-12-14 15:42:26,
Blast Jaws,Monster Card,,,False,False,WATER,Effect Monster,Thunder,"('Effect',)",0,1200,,3,Blast Jaws,https://yugipedia.com/wiki/Blast_Jaws,,2022-09-21 05:28:10,
Blasting Bird,Monster Card,,,False,False,LIGHT,Effect Monster,Winged Beast,"('Effect',)",1000,800,,3,Blasting Bird,https://yugipedia.com/wiki/Blasting_Bird,,2022-09-21 05:37:49,
Blaze Fiend Assault,Spell Card,Normal Spell Card,"('Blaze Fiend',)",False,False,,,,"('Effect',)",,,,,Blaze Fiend Assault,https://yugipedia.com/wiki/Blaze_Fiend_Assault,,2023-01-21 14:41:53,
Blaze Fiend Overlords Beelucitaroth,Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Continuous Effect', 'Summoning condition')",0,1200,3000,4,Blaze Fiend Overlords Beelucitaroth,https://yugipedia.com/wiki/Blaze_Fiend_Overlords_Beelucitaroth,,2023-02-23 09:59:20,
Blaze Fiend Overlords Beelucitaroth [L],Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Continuous Effect',)",0,1100,,4,Blaze Fiend Overlords Beelucitaroth (L),https://yugipedia.com/wiki/Blaze_Fiend_Overlords_Beelucitaroth_(L),,2023-02-23 09:59:26,
Blaze Fiend Overlords Beelucitaroth [R],Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Effect',)",0,1000,,4,Blaze Fiend Overlords Beelucitaroth (R),https://yugipedia.com/wiki/Blaze_Fiend_Overlords_Beelucitaroth_(R),,2023-02-23 09:59:14,
Blazing Chestnut,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Blazing Chestnut,https://yugipedia.com/wiki/Blazing_Chestnut,,2022-09-21 05:01:02,
Bleach Mortar,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Bleach Mortar,https://yugipedia.com/wiki/Bleach_Mortar,,2022-12-21 09:54:26,
Blitzkrieg Cavalry Triggerdrago,Monster Card,,,False,False,LIGHT,Effect Monster,Thunder,"('Effect',)",1500,2500,,7,Blitzkrieg Cavalry Triggerdrago,https://yugipedia.com/wiki/Blitzkrieg_Cavalry_Triggerdrago,,2022-09-21 05:41:56,
Block Attack,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Block Attack (Rush Duel),https://yugipedia.com/wiki/Block_Attack_(Rush_Duel),,2022-12-21 09:24:20,"('Type',)"
Blue Falcon Tengu,Monster Card,,,False,False,WATER,Normal Monster,Winged Beast,,1800,1800,,6,Blue Falcon Tengu,https://yugipedia.com/wiki/Blue_Falcon_Tengu,,2022-04-23 23:40:13,
Blue Medicine,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Blue Medicine (Rush Duel),https://yugipedia.com/wiki/Blue_Medicine_(Rush_Duel),,2022-09-21 03:48:55,"('Type',)"
Blue-Eyed Silver Zombie,Monster Card,,,False,False,DARK,Normal Monster,Zombie,,700,900,,3,Blue-Eyed Silver Zombie (Rush Duel),https://yugipedia.com/wiki/Blue-Eyed_Silver_Zombie_(Rush_Duel),,2022-12-21 09:53:36,
Blue-Eyes White Cat,Monster Card,,"('Cat (Rush Duel series)',)",False,False,LIGHT,Normal Monster,Beast,,200,600,,1,Blue-Eyes White Cat,https://yugipedia.com/wiki/Blue-Eyes_White_Cat,,2022-10-30 07:36:56,
Blue-Eyes White Dragon,Monster Card,,,True,False,LIGHT,Normal Monster,Dragon,,2500,3000,,8,Blue-Eyes White Dragon (Rush Duel),https://yugipedia.com/wiki/Blue-Eyes_White_Dragon_(Rush_Duel),"('Alternate',)",2023-02-23 10:01:19,"('Name', 'Type')"
Blue-Tooth Burst Dragon,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",1500,2500,,7,Blue-Tooth Burst Dragon,https://yugipedia.com/wiki/Blue-Tooth_Burst_Dragon,"('Alternate',)",2023-02-22 04:58:37,
Bluegrass Stealer,Monster Card,,"('Shaman Bandit',)",False,False,WIND,Effect Monster,Psychic,"('Effect',)",0,1200,,4,Bluegrass Stealer,https://yugipedia.com/wiki/Bluegrass_Stealer,,2023-02-04 14:24:34,
Bobble Header,Spell Card,Normal Spell Card,"('Baseball',)",False,False,,,,"('Effect',)",,,,,Bobble Header,https://yugipedia.com/wiki/Bobble_Header,,2022-12-27 11:48:26,
Bombing Bird,Monster Card,,,False,False,FIRE,Normal Monster,Winged Beast,,1200,1300,,4,Bombing Bird,https://yugipedia.com/wiki/Bombing_Bird,,2022-09-21 05:37:37,
Bonded Bowing,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Bonded Bowing,https://yugipedia.com/wiki/Bonded_Bowing,,2022-04-23 23:38:15,
Boost Rescue,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Boost Rescue,https://yugipedia.com/wiki/Boost_Rescue,,2022-11-17 12:06:00,
Boosturtle,Monster Card,,,False,False,FIRE,Normal Monster,Reptile,,500,1000,,3,Boosturtle,https://yugipedia.com/wiki/Boosturtle,,2022-12-10 20:47:55,
Bowing Brotherhood,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Bowing Brotherhood,https://yugipedia.com/wiki/Bowing_Brotherhood,,2022-12-23 14:38:45,
Brain Harvester,Monster Card,,,False,False,DARK,Effect Monster,Fairy,"('Effect',)",0,1000,,3,Brain Harvester,https://yugipedia.com/wiki/Brain_Harvester,,2023-02-04 14:23:18,
Brassaxophone the Music Princess,Monster Card,,"('Music Princess',)",False,False,WIND,Normal Monster,Warrior,,1200,1000,,3,Brassaxophone the Music Princess,https://yugipedia.com/wiki/Brassaxophone_the_Music_Princess,,2022-10-20 07:24:13,
Breaking News!,Trap Card,Normal Trap Card,"('Newspaper',)",False,False,,,,"('Effect',)",,,,,Breaking News!,https://yugipedia.com/wiki/Breaking_News!,,2023-01-16 00:49:16,"('Any',)"
Bright Sentinel,Monster Card,,,False,False,LIGHT,Normal Monster,Galaxy (Type),,100,1500,,4,Bright Sentinel,https://yugipedia.com/wiki/Bright_Sentinel,,2022-12-21 09:15:38,
Brocoohearted Pigeon,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Brocoohearted Pigeon,https://yugipedia.com/wiki/Brocoohearted_Pigeon,,2022-09-21 05:30:44,
Brutal Retribution,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Brutal Retribution,https://yugipedia.com/wiki/Brutal_Retribution,,2022-09-21 02:58:26,
Bubble Kingdom,Spell Card,Field Spell Card,"('Bubble Actress',)",False,False,,,,"('Effect',)",,,,,Bubble Kingdom,https://yugipedia.com/wiki/Bubble_Kingdom,"('Edited',)",2023-01-31 20:49:09,
Bubbleburst Shock!,Spell Card,Normal Spell Card,"('Bubble Era',)",False,False,,,,"('Effect',)",,,,,Bubbleburst Shock!,https://yugipedia.com/wiki/Bubbleburst_Shock!,,2023-01-17 13:24:01,
Bubbly Elf,Monster Card,,"('Bubble Era',)",False,False,LIGHT,Normal Monster,Aqua,,0,800,,2,Bubbly Elf,https://yugipedia.com/wiki/Bubbly_Elf,,2022-09-21 03:42:35,
Buffered Slime,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Buffered Slime,https://yugipedia.com/wiki/Buffered_Slime,,2023-01-21 14:53:18,
Bull Breaker,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,800,1200,,4,Bull Breaker,https://yugipedia.com/wiki/Bull_Breaker,,2022-09-21 05:31:14,
Buried Shield,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Buried Shield,https://yugipedia.com/wiki/Buried_Shield,,2023-01-10 18:58:07,
Burning Blaze Dragon,Monster Card,,,False,False,FIRE,Effect Monster,Dragon,"('Effect',)",0,1800,,6,Burning Blaze Dragon,https://yugipedia.com/wiki/Burning_Blaze_Dragon,,2022-10-20 07:37:35,
Burst Breath of Destruction,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Burst Breath of Destruction,https://yugipedia.com/wiki/Burst_Breath_of_Destruction,,2021-12-04 23:09:24,
Burst Stream of Destruction,Spell Card,Normal Spell Card,"('Signature move',)",False,False,,,,"('Effect',)",,,,,Burst Stream of Destruction (Rush Duel),https://yugipedia.com/wiki/Burst_Stream_of_Destruction_(Rush_Duel),,2022-09-25 03:02:29,"('Any',)"
Burstray Gunman,Monster Card,,,False,False,DARK,Effect Monster,Galaxy (Type),"('Effect',)",200,1200,,4,Burstray Gunman,https://yugipedia.com/wiki/Burstray_Gunman,,2022-12-21 09:52:41,
Business Card Barrage,Spell Card,Normal Spell Card,"('Worker Warrior',)",False,False,,,,"('Effect',)",,,,,Business Card Barrage,https://yugipedia.com/wiki/Business_Card_Barrage,,2022-12-25 17:42:36,
Buster Blader,Monster Card,,,True,False,EARTH,Effect Monster,Warrior,"('Continuous Effect',)",2300,2600,,7,Buster Blader (Rush Duel),https://yugipedia.com/wiki/Buster_Blader_(Rush_Duel),,2023-02-17 12:05:34,"('Type',)"
B・B・Q,Spell Card,Normal Spell Card,"('Yakiniku',)",False,False,,,,"('Effect',)",,,,,B・B・Q,https://yugipedia.com/wiki/B%E3%83%BBB%E3%83%BBQ,,2022-12-25 10:55:38,
CAN - I:D,Monster Card,,"('JAM',)",False,False,FIRE,Effect Monster,Psychic,"('Effect',)",1600,2400,,7,CAN - I:D,https://yugipedia.com/wiki/CAN_-_I:D,,2023-02-23 09:53:38,
CAN - Melo:D,Monster Card,,"('JAM',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",1800,2400,,7,CAN - Melo:D,https://yugipedia.com/wiki/CAN_-_Melo:D,,2022-09-25 03:00:05,
CAN - Re:D,Monster Card,,"('JAM',)",False,False,LIGHT,Effect Monster,Psychic,"('Effect',)",1500,2500,,7,CAN - Re:D,https://yugipedia.com/wiki/CAN_-_Re:D,,2022-10-20 07:05:47,
CAN - Sp:D,Monster Card,,"('JAM',)",False,False,WIND,Effect Monster,Psychic,"('Effect',)",1600,2400,,7,CAN - Sp:D,https://yugipedia.com/wiki/CAN_-_Sp:D,,2022-10-20 07:05:40,
CAN:D,Monster Card,,"('JAM',)",False,False,LIGHT,Normal Monster,Psychic,,100,100,,1,CAN:D,https://yugipedia.com/wiki/CAN:D,"('Alternate',)",2022-10-20 07:03:49,
CAN:D ALL,Monster Card,,"('JAM',)",False,False,LIGHT,Fusion Monster,Psychic,"('Effect',)",1500,2000,,4,CAN:D ALL,https://yugipedia.com/wiki/CAN:D_ALL,,2022-10-31 18:44:12,
CAN:D LIVE,Monster Card,,"('JAM',)",False,False,LIGHT,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",2400,2800,,9,CAN:D LIVE,https://yugipedia.com/wiki/CAN:D_LIVE,"('Alternate',)",2023-01-31 20:23:37,
Call of the Earthbound,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Call of the Earthbound (Rush Duel),https://yugipedia.com/wiki/Call_of_the_Earthbound_(Rush_Duel),,2022-09-21 02:56:59,"('Any',)"
Cannon Soldier,Monster Card,,,False,False,DARK,Effect Monster,Machine,"('Effect',)",1300,1400,,4,Cannon Soldier (Rush Duel),https://yugipedia.com/wiki/Cannon_Soldier_(Rush_Duel),,2022-04-23 01:15:52,"('Any',)"
Cannon Soljersey,Monster Card,,"('Jersey',)",False,False,DARK,Effect Monster,Machine,"('Effect',)",500,1400,,4,Cannon Soljersey,https://yugipedia.com/wiki/Cannon_Soljersey,,2023-02-04 14:25:18,
Captain #39: Home Plate Pinch Hitter,Monster Card,,"('Baseball',)",False,False,FIRE,Effect Monster,Warrior,"('Effect',)",2000,2500,,8,Captain 39: Home Plate Pinch Hitter,https://yugipedia.com/wiki/Captain_39:_Home_Plate_Pinch_Hitter,,2022-12-31 01:19:33,
Card Destruction,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Card Destruction (Rush Duel),https://yugipedia.com/wiki/Card_Destruction_(Rush_Duel),,2022-09-12 09:32:04,"('Type',)"
Card Devastation,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Card Devastation,https://yugipedia.com/wiki/Card_Devastation,,2022-09-21 05:24:25,
Card Reprint,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Card Reprint,https://yugipedia.com/wiki/Card_Reprint,,2023-01-30 10:33:28,
Carpendra,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,0,1400,,4,Carpendra,https://yugipedia.com/wiki/Carpendra,,2022-12-21 09:23:09,
Cat Claw Girl,Monster Card,,"('Cat (Rush Duel series)',)",False,False,DARK,Effect Monster,Warrior,"('Effect',)",200,2200,,7,Cat Claw Girl,https://yugipedia.com/wiki/Cat_Claw_Girl,"('Alternate',)",2023-02-25 23:32:31,
Cat's Eye,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Cat's Eye,https://yugipedia.com/wiki/Cat%27s_Eye,,2022-10-30 07:36:47,
Caught in the Rain,Spell Card,Normal Spell Card,"('Bubble Actress',)",False,False,,,,"('Effect',)",,,,,Caught in the Rain,https://yugipedia.com/wiki/Caught_in_the_Rain,,2022-11-17 12:08:17,
Celebrontosaurus,Monster Card,,"('Nouveau Riche Dinosaur',)",False,False,LIGHT,Normal Monster,Dinosaur,,1000,1400,,4,Celebrontosaurus,https://yugipedia.com/wiki/Celebrontosaurus,,2022-12-10 20:37:03,
Celtic Guardian,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,1200,1400,,4,Celtic Guardian (Rush Duel),https://yugipedia.com/wiki/Celtic_Guardian_(Rush_Duel),,2022-10-20 07:42:57,"('Type',)"
Centennial Wooden Blade,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,1500,100,,4,Centennial Wooden Blade,https://yugipedia.com/wiki/Centennial_Wooden_Blade,,2022-12-19 09:33:24,
Change of Dessert,Monster Card,,,False,False,WATER,Normal Monster,Aqua,,0,100,,1,Change of Dessert,https://yugipedia.com/wiki/Change_of_Dessert,,2023-01-19 02:20:21,
Chashooting Star,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Chashooting Star,https://yugipedia.com/wiki/Chashooting_Star,,2022-12-21 09:47:49,
Chemical Cure Blue,Monster Card,,,False,False,WATER,Effect Monster,Psychic,"('Effect',)",400,1300,,4,Chemical Cure Blue,https://yugipedia.com/wiki/Chemical_Cure_Blue,,2022-10-20 07:04:54,"('Any',)"
Chemical Cure Purple,Monster Card,,,False,False,DARK,Fusion Monster,Psychic,"('Effect',)",900,2600,,7,Chemical Cure Purple,https://yugipedia.com/wiki/Chemical_Cure_Purple,,2023-01-05 22:50:19,
Chemical Cure Red,Monster Card,,,False,False,FIRE,Effect Monster,Psychic,"('Effect',)",500,1300,,4,Chemical Cure Red,https://yugipedia.com/wiki/Chemical_Cure_Red,,2023-01-05 22:50:32,"('Any',)"
Chemicalize Salamander,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1500,2500,,7,Chemicalize Salamander,https://yugipedia.com/wiki/Chemicalize_Salamander,"('Alternate',)",2023-01-04 11:47:56,
Chemicalizer Red,Spell Card,Equip Spell Card,"('Chemistry',)",False,False,,,,"('Effect',)",,,,,Chemicalizer Red,https://yugipedia.com/wiki/Chemicalizer_Red,,2023-02-04 14:20:33,
Cheron the Star Knight,Monster Card,,"('Star Knight',)",False,False,LIGHT,Effect Monster,Fiend,"('Effect',)",1800,2300,,7,Cheron the Star Knight,https://yugipedia.com/wiki/Cheron_the_Star_Knight,,2022-09-21 05:46:14,
Chromatographicus,Monster Card,,"('Chemistry',)",False,False,FIRE,Normal Monster,Pyro,,1600,2500,,7,Chromatographicus,https://yugipedia.com/wiki/Chromatographicus,,2023-01-21 13:51:43,
Chu-Ske the Mouse Fighter,Monster Card,,,False,False,EARTH,Normal Monster,Beast,,0,1200,,3,Chu-Ske the Mouse Fighter (Rush Duel),https://yugipedia.com/wiki/Chu-Ske_the_Mouse_Fighter_(Rush_Duel),,2022-10-20 07:39:24,"('Name',)"
Ciela the Skysavior Knight,Monster Card,,"('Skysavior',)",False,False,WATER,Effect Monster,Warrior,"('Effect',)",1200,1100,,4,Ciela the Skysavior Knight,https://yugipedia.com/wiki/Ciela_the_Skysavior_Knight,,2023-01-21 14:12:05,
Cintamani of Saturnius,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Cintamani of Saturnius,https://yugipedia.com/wiki/Cintamani_of_Saturnius,,2023-02-23 09:52:06,
Cladsoul Dragon Gaigias,Monster Card,,,False,False,DARK,Effect Monster,Dragon,"('Effect',)",1500,2500,,7,Cladsoul Dragon Gaigias,https://yugipedia.com/wiki/Cladsoul_Dragon_Gaigias,,2022-08-17 09:42:16,
Clapping Thunder,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Clapping Thunder,https://yugipedia.com/wiki/Clapping_Thunder,,2022-09-21 05:43:48,
Class-Change Mirror,Monster Card,,,False,False,DARK,Effect Monster,Fiend,"('Effect',)",800,1300,,3,Class-Change Mirror,https://yugipedia.com/wiki/Class-Change_Mirror,,2023-02-17 11:59:40,
Clawleon,Monster Card,,"('Chameleon',)",False,False,EARTH,Effect Monster,Reptile,"('Effect',)",0,1400,,4,Clawleon,https://yugipedia.com/wiki/Clawleon,,2022-09-21 05:38:35,
Clean Beret - Colonel Mop,Monster Card,,,False,False,WATER,Effect Monster,Warrior,"('Effect',)",1200,2300,,7,Clean Beret - Colonel Mop,https://yugipedia.com/wiki/Clean_Beret_-_Colonel_Mop,,2022-12-21 09:52:20,
Cleaning Machine Gorgain,Monster Card,,"('Newspaper',)",False,False,EARTH,Effect Monster,Machine,"('Effect',)",200,1800,,6,Cleaning Machine Gorgain,https://yugipedia.com/wiki/Cleaning_Machine_Gorgain,,2022-12-21 09:22:06,
Clear Ice Dragon,Monster Card,,,False,False,WATER,Effect Monster,Dragon,"('Effect',)",1600,1600,,6,Clear Ice Dragon,https://yugipedia.com/wiki/Clear_Ice_Dragon,,2022-10-20 07:37:40,
Climax Clash,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Climax Clash,https://yugipedia.com/wiki/Climax_Clash,,2022-12-21 09:24:58,"('Any',)"
Climax Finale,Spell Card,Normal Spell Card,"('Psychic Musician',)",False,False,,,,"('Effect',)",,,,,Climax Finale,https://yugipedia.com/wiki/Climax_Finale,,2022-04-20 02:38:21,
Cliptera,Monster Card,,,False,False,WIND,Normal Monster,Machine,,1000,1300,,3,Cliptera,https://yugipedia.com/wiki/Cliptera,,2022-12-21 09:23:34,
