Name,Password,Card type,Property,Effect type,Archseries,TCG status,OCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows
Acid Rain,21323861,Spell Card,Normal Spell Card,"('Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Acid_Rain,2021-11-06 15:23:06,,,,,,,,,,,
Acid Trap Hole,41356845,Trap Card,Normal Trap Card,"('Effect',)","('Trap Hole (archetype)',)",Unlimited,Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Acid_Trap_Hole,2023-01-20 13:48:24,"('Name',)",,,,,,,,,,
Acidic Downpour,35956022,Spell Card,Field Spell Card,"('Continuous-like Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Acidic_Downpour,2021-11-06 15:23:35,,,,,,,,,,,
Acorno,21051977,Monster Card,,"('Ignition Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Acorno,2021-11-06 15:24:17,,Effect Monster,,EARTH,Plant,1,200,400,,,
Acrobat Monkey,47372349,Monster Card,,,,Unlimited,Unlimited,,https://yugipedia.com/wiki/Acrobat_Monkey,2021-11-06 15:24:39,,Normal Monster,,EARTH,Machine,3,1000,1800,,,
Acrobatic Magician,33656832,Monster Card,,"('Condition', 'Trigger Effect')","('Magician',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Acrobatic_Magician,2021-11-07 04:32:35,,Effect Monster,,DARK,Spellcaster,5,800,2300,2,,
Action Magic - Double Banking,35498188,Spell Card,Quick-Play Spell Card,"('Cost', 'Effect', 'Ignition-like Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Action_Magic_-_Double_Banking,2020-01-21 04:43:39,,,,,,,,,,,
Action Magic - Full Turn,99004583,Spell Card,Quick-Play Spell Card,"('Effect', 'Ignition-like Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Action_Magic_-_Full_Turn,2020-01-21 04:50:23,,,,,,,,,,,
Ad Libitum of Despia,81555617,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Despia',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Ad_Libitum_of_Despia,2022-11-04 01:22:15,,Effect Monster,,DARK,Fairy,8,1500,2000,,,
Adamancipator Analyzer,11302671,Monster Card,,"('Condition', 'Ignition Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Analyzer,2021-10-07 07:57:40,,Effect Monster,Tuner monster,EARTH,Rock,4,1500,700,,,
Adamancipator Crystal - Dragite,10286023,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Crystal_-_Dragite,2021-10-07 07:57:14,,Effect Monster,,WATER,Rock,4,0,2200,,,
Adamancipator Crystal - Leonite,47897376,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Crystal_-_Leonite,2021-10-07 07:57:28,,Effect Monster,,FIRE,Rock,4,0,2200,,,
Adamancipator Crystal - Raptite,74891384,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Crystal_-_Raptite,2021-10-07 07:57:19,,Effect Monster,,WIND,Rock,4,0,2200,,,
Adamancipator Friends,99927991,Spell Card,Normal Spell Card,"('Effect',)","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Friends,2022-04-20 11:20:24,,,,,,,,,,,
Adamancipator Laputite,46552140,Spell Card,Field Spell Card,"('Continuous-like Effect', 'Ignition-like Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Laputite,2022-04-20 02:44:07,,,,,,,,,,,
Adamancipator Relief,09341993,Trap Card,Normal Trap Card,"('Cost', 'Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Relief,2021-10-07 07:35:53,,,,,,,,,,,
Adamancipator Researcher,85914562,Monster Card,,"('Condition', 'Ignition Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Researcher,2022-04-20 02:41:50,,Effect Monster,Tuner monster,EARTH,Rock,2,100,2100,,,
Adamancipator Resonance,45730592,Trap Card,Counter Trap Card,"('Effect',)","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Resonance,2021-10-07 07:35:46,,,,,,,,,,,
Adamancipator Risen - Dragite,09464441,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Risen_-_Dragite,2021-10-07 07:36:18,,Synchro Monster,,WATER,Rock,8,3000,2200,,,
Adamancipator Risen - Leonite,47674738,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Risen_-_Leonite,2021-10-07 07:57:03,,Synchro Monster,,FIRE,Rock,6,2400,2200,,,
Adamancipator Risen - Raptite,73079836,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Risen_-_Raptite,2022-04-20 02:31:43,,Synchro Monster,,WIND,Rock,6,2200,2800,,,
Adamancipator Seeker,48519867,Monster Card,,"('Condition', 'Ignition Effect')","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Seeker,2021-10-07 07:58:01,,Effect Monster,Tuner monster,EARTH,Rock,2,1200,1000,,,
Adamancipator Signs,72957245,Spell Card,Normal Spell Card,"('Effect',)","('Adamancipator',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adamancipator_Signs,2022-04-20 11:49:10,,,,,,,,,,,
Additional Mirror Level 7,23812568,Spell Card,Quick-Play Spell Card,"('Effect',)",,,Unlimited,,https://yugipedia.com/wiki/Additional_Mirror_Level_7,2022-12-18 19:34:11,,,,,,,,,,,
Adhesion Trap Hole,62325062,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Trap Hole (archetype)',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Adhesion_Trap_Hole,2022-08-27 15:04:42,"('Name',)",,,,,,,,,,
Adhesive Explosive,53828396,Monster Card,,"('Continuous-like Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Adhesive_Explosive,2020-11-15 04:46:04,,Effect Monster,,WIND,Machine,3,1000,1000,,,
"Adreus, Keeper of Armageddon",94119480,Monster Card,,"('Ignition Effect',)","('Keeper',)",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Adreus,_Keeper_of_Armageddon",2021-11-06 16:01:56,,Xyz Monster,,DARK,Fiend,5,2600,1700,,,
Adularia of the Moonlit Water,15464375,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",,,Unlimited,,https://yugipedia.com/wiki/Adularia_of_the_Moonlit_Water,2022-06-21 09:02:16,,Effect Monster,,WATER,Spellcaster,5,1000,1000,,,
Advance Draw,51630558,Spell Card,Normal Spell Card,"('Cost', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Advance_Draw,2022-04-27 14:46:32,,,,,,,,,,,
Advance Force,38589847,Spell Card,Continuous Spell Card,"('Continuous-like Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Advance_Force,2022-04-27 14:46:49,,,,,,,,,,,
Advance Zone,76224717,Spell Card,Continuous Spell Card,"('Trigger Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Advance_Zone,2021-02-03 18:16:11,,,,,,,,,,,
Advanced Crystal Beast Amber Mammoth,18847598,Monster Card,,"('Continuous Effect', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Amber_Mammoth,2022-11-18 12:11:22,,Effect Monster,,EARTH,Beast,4,1700,1600,,,
Advanced Crystal Beast Amethyst Cat,19963185,Monster Card,,"('Continuous Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Amethyst_Cat,2022-11-18 12:10:54,,Effect Monster,,EARTH,Beast,3,1200,400,,,
Advanced Crystal Beast Cobalt Eagle,45236142,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast', 'Field Searcher')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Cobalt_Eagle,2022-11-18 12:11:29,,Effect Monster,,WIND,Winged Beast,4,1400,800,,,
Advanced Crystal Beast Emerald Tortoise,46358784,Monster Card,,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Emerald_Tortoise,2022-11-18 12:11:02,,Effect Monster,,WATER,Aqua,3,600,2000,,,
Advanced Crystal Beast Ruby Carbuncle,83575471,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Ruby_Carbuncle,2022-11-18 12:10:40,,Effect Monster,,LIGHT,Fairy,3,300,300,,,
Advanced Crystal Beast Sapphire Pegasus,71620241,Monster Card,,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Sapphire_Pegasus,2022-11-18 12:11:39,,Effect Monster,,WIND,Beast,4,1800,1200,,,
Advanced Crystal Beast Topaz Tiger,72843899,Monster Card,,"('Continuous Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Topaz_Tiger,2022-11-18 12:11:13,,Effect Monster,,EARTH,Beast,4,1600,1000,,,
Advanced Dark,12644061,Spell Card,Field Spell Card,"('Continuous-like Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Dark,2022-12-01 14:56:47,,,,,,,,,,,
Advanced Heraldry Art,61314842,Spell Card,Normal Spell Card,"('Effect', 'Lingering effect')","('Heraldry',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Heraldry_Art,2022-11-20 14:15:50,"('Name',)",,,,,,,,,,
Advanced Ritual Art,46052429,Spell Card,Ritual Spell Card,"('Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Advanced_Ritual_Art,2022-08-14 09:26:14,,,,,,,,,,,
Aegaion the Sea Castrum,10678778,Monster Card,,"('Condition', 'Quick Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Aegaion_the_Sea_Castrum,2021-03-08 05:12:46,,Xyz Monster,,WATER,Machine,8,?,3000,,,
Aegis of Gaia,47060347,Trap Card,Continuous Trap Card,"('Continuous-like Effect', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Aegis_of_Gaia,2022-04-20 12:16:45,,,,,,,,,,,
Aegis of the Ocean Dragon Lord,07935043,Trap Card,Normal Trap Card,"('Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Aegis_of_the_Ocean_Dragon_Lord,2022-04-27 14:47:19,,,,,,,,,,,
Aerial Recharge,70875955,Trap Card,Continuous Trap Card,"('Maintenance cost', 'Quick-like Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Aerial_Recharge,2022-10-18 16:25:56,,,,,,,,,,,
Aeropixthree,83094004,Monster Card,,"('Continuous Effect', 'Quick Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Aeropixthree,2022-09-15 23:26:38,,Effect Monster,Tuner monster,WIND,Fairy,1,200,200,,,
"Aether, the Empowering Dragon",56804361,Monster Card,,"('Condition', 'Trigger Effect')","('Aether', 'Empower')",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Aether,_the_Empowering_Dragon",2020-03-12 23:41:06,,Effect Monster,,LIGHT,Dragon,6,2300,1600,,,
"Aether, the Evil Empowering Dragon",28865322,Monster Card,,"('Ignition-like Effect', 'Trigger Effect')","('Aether', 'Empower')",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Aether,_the_Evil_Empowering_Dragon",2020-03-12 23:41:38,,Effect Monster,,DARK,Dragon,6,2300,1600,4,,
After the Storm,82263578,Spell Card,Normal Spell Card,"('Activation condition', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/After_the_Storm,2022-04-20 11:54:36,,,,,,,,,,,
After the Struggle,25345186,Spell Card,Normal Spell Card,"('Activation condition', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/After_the_Struggle,2022-04-19 23:46:31,"('Name', 'Type')",,,,,,,,,,
Afterglow,43575579,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Lingering effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Afterglow,2020-10-06 16:59:10,,,,,,,,,,,
Against the Wind,64952266,Spell Card,Normal Spell Card,"('Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Against_the_Wind,2022-10-20 14:03:28,,,,,,,,,,,
Agave Dragon,02411269,Monster Card,,"('Condition', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Agave_Dragon,2020-03-12 23:42:41,,Link Monster,,EARTH,Wyrm,,3000,,,4,"('↙', '↘', '←', '→')"
"Aggiba, the Malevolent Sh'nn S'yo",,Monster Card,,"('Condition', 'Summoning condition')","('Match winner',)",Illegal,Illegal,,"https://yugipedia.com/wiki/Aggiba,_the_Malevolent_Sh%27nn_S%27yo",2021-06-27 10:28:53,,Effect Monster,,LIGHT,Fiend,10,3000,3000,,,
Agido,16135253,Monster Card,,"('Trigger Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Agido,2022-04-13 12:40:39,,Effect Monster,,EARTH,Fairy,4,1500,1300,,,
Agido the Ancient Sentinel,62320425,Monster Card,,"('Condition', 'Trigger Effect')","('Exchange of the Spirit (series)',)",Unlimited,Limited,,https://yugipedia.com/wiki/Agido_the_Ancient_Sentinel,2022-11-04 07:10:04,,Effect Monster,,EARTH,Fairy,4,1500,1300,,,
"Ahrima, the Wicked Warden",86377375,Monster Card,,"('Condition', 'Ignition Effect')","('Field Searcher',)",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Ahrima,_the_Wicked_Warden",2021-11-01 01:08:41,"('Name',)",Effect Monster,,DARK,Fiend,4,1700,0,,,
Aileron,96084564,Monster Card,,"('Condition', 'Continuous-like Effect', 'Quick Effect', 'Trigger Effect')","('Sky Striker',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Aileron,2022-11-04 07:06:26,,Effect Monster,,WIND,Machine,1,0,0,,,
Air Armor Ninja,69023354,Monster Card,,"('Trigger Effect',)","('Armor Ninja', 'Ninja')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Air_Armor_Ninja,2023-01-03 20:23:02,,Effect Monster,,WIND,Warrior,4,1400,1400,,,
Air Cracking Storm,98864751,Spell Card,Equip Spell Card,"('Condition', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Air_Cracking_Storm,2021-04-06 17:14:43,,,,,,,,,,,
Air Eater,08353769,Monster Card,,,,,Unlimited,,https://yugipedia.com/wiki/Air_Eater,2021-11-06 15:26:11,,Normal Monster,,WIND,Fiend,6,2100,1600,,,
Airknight Parshath,18036057,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Parshath',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Airknight_Parshath,2022-04-24 04:03:35,,Effect Monster,,LIGHT,Fairy,5,1900,1400,,,
Airorca,84747429,Monster Card,,"('Ignition Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Airorca,2020-10-31 04:59:31,,Effect Monster,,WIND,Sea Serpent,3,1400,300,,,
Aitsu,48202661,Monster Card,,,"('itsu',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Aitsu,2021-11-06 15:26:34,,Normal Monster,,FIRE,Fairy,5,100,100,,,
"Aiwass, the Magistus Spell Spirit",35877582,Monster Card,,"('Condition', 'Continuous-like Effect', 'Quick Effect')","('Magistus',)",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Aiwass,_the_Magistus_Spell_Spirit",2022-10-02 13:36:04,,Fusion Monster,,WIND,Fiend,8,2000,2800,,,
Akakieisu,38035986,Monster Card,,,,,Unlimited,,https://yugipedia.com/wiki/Akakieisu,2021-11-06 16:04:05,,Normal Monster,,DARK,Spellcaster,3,1000,800,,,
Akashic Magician,28776350,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Akashic_Magician,2022-04-20 02:34:11,,Link Monster,,DARK,Spellcaster,,1700,,,2,"('↓', '↑')"
Akihiron,36904469,Monster Card,,,,,Unlimited,,https://yugipedia.com/wiki/Akihiron,2021-11-06 15:27:02,,Normal Monster,,WATER,Aqua,5,1700,1400,,,
"Akz, the Pumer",38837163,Monster Card,,"('Ignition Effect', 'Summoning condition')",,Unlimited,Unlimited,,"https://yugipedia.com/wiki/Akz,_the_Pumer",2021-11-06 16:04:26,,Effect Monster,,EARTH,Beast-Warrior,6,1500,1000,,,
Al-Lumi'raj,25795273,Monster Card,,"('Continuous Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Al-Lumi%27raj,2020-11-15 04:48:56,,Effect Monster,Tuner monster,WIND,Wyrm,3,1600,1000,,,
Alba-Lenatus the Abyss Dragon,03410461,Monster Card,,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Albaz Dragon',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alba-Lenatus_the_Abyss_Dragon,2022-05-19 23:10:25,,Fusion Monster,,DARK,Dragon,8,2500,2500,,,
Albaz the Ashen,37683547,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Albaz_the_Ashen,2022-08-13 10:49:03,,Effect Monster,,DARK,Dragon,4,1800,0,,,
Albion the Branded Dragon,87746184,Monster Card,,"('Condition', 'Trigger Effect')","('Albaz Dragon', 'Branded')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Albion_the_Branded_Dragon,2022-09-14 13:28:50,,Fusion Monster,,DARK,Dragon,8,2500,2000,,,
Albion the Incandescent Dragon,38811586,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')","('Albaz Dragon',)",,Unlimited,,https://yugipedia.com/wiki/Albion_the_Incandescent_Dragon,2023-01-14 01:45:37,,Fusion Monster,,LIGHT,Dragon,8,3000,2500,,,
Albion the Shrouded Dragon,25451383,Monster Card,,"('Condition', 'Ignition Effect', 'Unclassified effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Albion_the_Shrouded_Dragon,2022-09-14 13:12:00,,Effect Monster,,DARK,Dragon,8,2500,2000,,,
Alchemic Magician,65301952,Monster Card,,"('Continuous Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Alchemic_Magician,2022-04-20 11:45:58,,Xyz Monster,,DARK,Spellcaster,4,1500,1500,,,
Alchemist of Black Spells,78121572,Monster Card,,"('Ignition Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Alchemist_of_Black_Spells,2021-11-06 16:05:07,,Effect Monster,,WIND,Spellcaster,4,1200,1800,,,
Alchemy Cycle,65384019,Trap Card,Normal Trap Card,"('Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Alchemy_Cycle,2021-11-06 15:27:47,,,,,,,,,,,
"Alector, Sovereign of Birds",17573739,Monster Card,,"('Ignition Effect', 'Unclassified effect')",,Unlimited,Unlimited,,"https://yugipedia.com/wiki/Alector,_Sovereign_of_Birds",2022-04-27 16:38:19,,Effect Monster,,WIND,Winged Beast,6,2400,2000,,,
"Aleirtt, the Ogdoadic Dark",98787535,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Ogdoadic',)",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Aleirtt,_the_Ogdoadic_Dark",2021-12-15 01:40:08,,Effect Monster,,DARK,Reptile,8,2000,800,,,
Aleister the Invoker,86120751,Monster Card,,"('Quick Effect', 'Trigger Effect')",,Unlimited,Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Aleister_the_Invoker,2022-10-29 14:03:11,,Effect Monster,,DARK,Spellcaster,4,1000,1800,,,
Aleister the Invoker of Madness,97973962,Monster Card,,"('Trigger Effect', 'Unclassified effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Aleister_the_Invoker_of_Madness,2022-11-05 14:23:41,,Link Monster,,DARK,Spellcaster,,1800,,,2,"('↙', '↘')"
Alexandrite Dragon,43096270,Monster Card,,,"('Gem Dragon',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alexandrite_Dragon,2023-01-03 00:35:31,,Normal Monster,,LIGHT,Dragon,4,2000,100,,,
Alghoul Mazera,45154513,Monster Card,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Zera', 'Zombie counterpart')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alghoul_Mazera,2022-11-04 01:16:56,,Effect Monster,,EARTH,Zombie,8,2800,2300,,,
"Alice, Lady of Lament",14504454,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Lady of Lament',)",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Alice,_Lady_of_Lament",2022-04-20 03:11:11,,Effect Monster,,DARK,Fiend,3,0,2000,,,
"Alich, Malebranche of the Burning Abyss",47728740,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Burning Abyss',)",Unlimited,Unlimited,,"https://yugipedia.com/wiki/Alich,_Malebranche_of_the_Burning_Abyss",2022-07-09 04:14:11,,Effect Monster,,DARK,Fiend,3,1200,0,,,
Alien Ammonite,00652362,Monster Card,,"('Trigger Effect',)","('Alien',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alien_Ammonite,2022-05-05 14:42:50,"('Type',)",Effect Monster,Tuner monster,LIGHT,Reptile,1,500,200,,,
Alien Brain,17490535,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Alien',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alien_Brain,2022-04-27 14:47:50,,,,,,,,,,,
Alien Dog,15475415,Monster Card,,"('Trigger Effect',)","('Alien',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alien_Dog,2022-04-27 14:48:08,,Effect Monster,,LIGHT,Reptile,3,1500,1000,,,
Alien Grey,62437709,Monster Card,,"('Continuous Effect', 'Flip effect', 'Trigger Effect')","('Alien',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alien_Grey,2021-11-06 16:06:29,,Effect Monster,Flip monster,LIGHT,Reptile,2,300,800,,,
Alien Hunter,62315111,Monster Card,,"('Trigger Effect',)","('Alien',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alien_Hunter,2021-11-06 16:06:47,,Effect Monster,,WATER,Reptile,4,1600,800,,,
Alien Hypno,38468214,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')","('Alien',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alien_Hypno,2021-11-06 16:07:07,,Effect Monster,Gemini monster,WATER,Reptile,4,1600,700,,,
Alien Infiltrator,76573247,Monster Card,,"('Continuous Effect', 'Ignition Effect')","('Alien',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Alien_Infiltrator,2021-11-06 16:07:30,,Effect Monster,,EARTH,Reptile,2,800,500,,,
