Card number,Rarity,Version
SP14-DE035,"('Common', 'Starfoil Rare')",Old
SP14-DE035,"('Common', 'SFR')",New
SP14-DE036,"('Common', 'SFR')",New
SP14-DE036,"('Common', 'Starfoil Rare')",Old
SP14-DE037,"('Common', 'SFR')",New
SP14-DE037,"('Common', 'Starfoil Rare')",Old
SP14-DE038,"('Common', 'Starfoil Rare')",Old
SP14-DE038,"('Common', 'SFR')",New
SP14-DE039,"('Common', 'Starfoil Rare')",Old
SP14-DE039,"('Common', 'SFR')",New
SP14-DE040,"('Common', 'Starfoil Rare')",Old
SP14-DE040,"('Common', 'SFR')",New
SP14-DE041,"('Common', 'SFR')",New
SP14-DE041,"('Common', 'Starfoil Rare')",Old
SP14-DE042,"('Common', 'Starfoil Rare')",Old
SP14-DE042,"('Common', 'SFR')",New
SP14-DE043,"('Common', 'Starfoil Rare')",Old
SP14-DE043,"('Common', 'SFR')",New
SP14-DE044,"('Common', 'SFR')",New
SP14-DE044,"('Common', 'Starfoil Rare')",Old
SP14-DE045,"('Common', 'Starfoil Rare')",Old
SP14-DE045,"('Common', 'SFR')",New
SP14-DE046,"('Common', 'Starfoil Rare')",Old
SP14-DE046,"('Common', 'SFR')",New
SP14-DE047,"('Common', 'SFR')",New
SP14-DE047,"('Common', 'Starfoil Rare')",Old
SP14-DE048,"('Common', 'SFR')",New
SP14-DE048,"('Common', 'Starfoil Rare')",Old
SP14-DE049,"('Common', 'Starfoil Rare')",Old
SP14-DE049,"('Common', 'SFR')",New
SP14-DE050,"('Common', 'Starfoil Rare')",Old
SP14-DE050,"('Common', 'SFR')",New
SP14-EN001,"('Common', 'Starfoil Rare')",Old
SP14-EN001,"('Common', 'SFR')",New
SP14-EN002,"('Common', 'Starfoil Rare')",Old
SP14-EN002,"('Common', 'SFR')",New
SP14-EN003,"('Common', 'SFR')",New
SP14-EN003,"('Common', 'Starfoil Rare')",Old
SP14-EN004,"('Common', 'SFR')",New
SP14-EN004,"('Common', 'Starfoil Rare')",Old
SP14-EN005,"('Common', 'SFR')",New
SP14-EN005,"('Common', 'Starfoil Rare')",Old
SP14-EN006,"('Common', 'SFR')",New
SP14-EN006,"('Common', 'Starfoil Rare')",Old
SP14-EN007,"('Common', 'SFR')",New
SP14-EN007,"('Common', 'Starfoil Rare')",Old
SP14-EN008,"('Common', 'SFR')",New
SP14-EN008,"('Common', 'Starfoil Rare')",Old
SP14-EN009,"('Common', 'SFR')",New
SP14-EN009,"('Common', 'Starfoil Rare')",Old
SP14-EN010,"('Common', 'SFR')",New
SP14-EN010,"('Common', 'Starfoil Rare')",Old
SP14-EN011,"('Common', 'Starfoil Rare')",Old
SP14-EN011,"('Common', 'SFR')",New
SP14-EN012,"('Common', 'SFR')",New
SP14-EN012,"('Common', 'Starfoil Rare')",Old
SP14-EN013,"('Common', 'Starfoil Rare')",Old
SP14-EN013,"('Common', 'SFR')",New
SP14-EN014,"('Common', 'Starfoil Rare')",Old
SP14-EN014,"('Common', 'SFR')",New
SP14-EN015,"('Common', 'Starfoil Rare')",Old
SP14-EN015,"('Common', 'SFR')",New
SP14-EN016,"('Common', 'Starfoil Rare')",Old
SP14-EN016,"('Common', 'SFR')",New
SP14-EN017,"('Common', 'Starfoil Rare')",Old
SP14-EN017,"('Common', 'SFR')",New
SP14-EN018,"('Common', 'SFR')",New
SP14-EN018,"('Common', 'Starfoil Rare')",Old
SP14-EN019,"('Common', 'SFR')",New
SP14-EN019,"('Common', 'Starfoil Rare')",Old
SP14-EN020,"('Common', 'Starfoil Rare')",Old
SP14-EN020,"('Common', 'SFR')",New
SP14-EN021,"('Common', 'Starfoil Rare')",Old
SP14-EN021,"('Common', 'SFR')",New
SP14-EN022,"('Common', 'Starfoil Rare')",Old
SP14-EN022,"('Common', 'SFR')",New
SP14-EN023,"('Common', 'Starfoil Rare')",Old
SP14-EN023,"('Common', 'SFR')",New
SP14-EN024,"('Common', 'SFR')",New
SP14-EN024,"('Common', 'Starfoil Rare')",Old
SP14-EN025,"('Common', 'SFR')",New
SP14-EN025,"('Common', 'Starfoil Rare')",Old
SP14-EN026,"('Common', 'Starfoil Rare')",Old
SP14-EN026,"('Common', 'SFR')",New
SP14-EN027,"('Common', 'Starfoil Rare')",Old
SP14-EN027,"('Common', 'SFR')",New
SP14-EN028,"('Common', 'Starfoil Rare')",Old
SP14-EN028,"('Common', 'SFR')",New
SP14-EN029,"('Common', 'Starfoil Rare')",Old
SP14-EN029,"('Common', 'SFR')",New
SP14-EN030,"('Common', 'Starfoil Rare')",Old
SP14-EN030,"('Common', 'SFR')",New
SP14-EN031,"('Common', 'SFR')",New
SP14-EN031,"('Common', 'Starfoil Rare')",Old
SP14-EN032,"('Common', 'SFR')",New
SP14-EN032,"('Common', 'Starfoil Rare')",Old
SP14-EN033,"('Common', 'Starfoil Rare')",Old
SP14-EN033,"('Common', 'SFR')",New
SP14-EN034,"('Common', 'Starfoil Rare')",Old
SP14-EN034,"('Common', 'SFR')",New
SP14-EN035,"('Common', 'SFR')",New
SP14-EN035,"('Common', 'Starfoil Rare')",Old
SP14-EN036,"('Common', 'SFR')",New
SP14-EN036,"('Common', 'Starfoil Rare')",Old
SP14-EN037,"('Common', 'Starfoil Rare')",Old
SP14-EN037,"('Common', 'SFR')",New
SP14-EN038,"('Common', 'Starfoil Rare')",Old
SP14-EN038,"('Common', 'SFR')",New
SP14-EN039,"('Common', 'SFR')",New
SP14-EN039,"('Common', 'Starfoil Rare')",Old
SP14-EN040,"('Common', 'SFR')",New
SP14-EN040,"('Common', 'Starfoil Rare')",Old
SP14-EN041,"('Common', 'Starfoil Rare')",Old
SP14-EN041,"('Common', 'SFR')",New
SP14-EN042,"('Common', 'Starfoil Rare')",Old
SP14-EN042,"('Common', 'SFR')",New
SP14-EN043,"('Common', 'SFR')",New
SP14-EN043,"('Common', 'Starfoil Rare')",Old
SP14-EN044,"('Common', 'SFR')",New
SP14-EN044,"('Common', 'Starfoil Rare')",Old
SP14-EN045,"('Common', 'SFR')",New
SP14-EN045,"('Common', 'Starfoil Rare')",Old
SP14-EN046,"('Common', 'Starfoil Rare')",Old
SP14-EN046,"('Common', 'SFR')",New
SP14-EN047,"('Common', 'SFR')",New
SP14-EN047,"('Common', 'Starfoil Rare')",Old
SP14-EN048,"('Common', 'SFR')",New
SP14-EN048,"('Common', 'Starfoil Rare')",Old
SP14-EN049,"('Common', 'Starfoil Rare')",Old
SP14-EN049,"('Common', 'SFR')",New
SP14-EN050,"('Common', 'Starfoil Rare')",Old
SP14-EN050,"('Common', 'SFR')",New
SP14-FR001,"('Common', 'Starfoil Rare')",Old
SP14-FR001,"('Common', 'SFR')",New
SP14-FR002,"('Common', 'SFR')",New
SP14-FR002,"('Common', 'Starfoil Rare')",Old
SP14-FR003,"('Common', 'SFR')",New
SP14-FR003,"('Common', 'Starfoil Rare')",Old
SP14-FR004,"('Common', 'SFR')",New
SP14-FR004,"('Common', 'Starfoil Rare')",Old
SP14-FR005,"('Common', 'SFR')",New
SP14-FR005,"('Common', 'Starfoil Rare')",Old
SP14-FR006,"('Common', 'Starfoil Rare')",Old
SP14-FR006,"('Common', 'SFR')",New
SP14-FR007,"('Common', 'Starfoil Rare')",Old
SP14-FR007,"('Common', 'SFR')",New
SP14-FR008,"('Common', 'SFR')",New
SP14-FR008,"('Common', 'Starfoil Rare')",Old
SP14-FR009,"('Common', 'Starfoil Rare')",Old
SP14-FR009,"('Common', 'SFR')",New
SP14-FR010,"('Common', 'Starfoil Rare')",Old
SP14-FR010,"('Common', 'SFR')",New
SP14-FR011,"('Common', 'Starfoil Rare')",Old
SP14-FR011,"('Common', 'SFR')",New
SP14-FR012,"('Common', 'Starfoil Rare')",Old
SP14-FR012,"('Common', 'SFR')",New
SP14-FR013,"('Common', 'Starfoil Rare')",Old
SP14-FR013,"('Common', 'SFR')",New
SP14-FR014,"('Common', 'Starfoil Rare')",Old
SP14-FR014,"('Common', 'SFR')",New
SP14-FR015,"('Common', 'Starfoil Rare')",Old
SP14-FR015,"('Common', 'SFR')",New
SP14-FR016,"('Common', 'Starfoil Rare')",Old
SP14-FR016,"('Common', 'SFR')",New
SP14-FR017,"('Common', 'Starfoil Rare')",Old
SP14-FR017,"('Common', 'SFR')",New
SP14-FR018,"('Common', 'Starfoil Rare')",Old
SP14-FR018,"('Common', 'SFR')",New
SP14-FR019,"('Common', 'Starfoil Rare')",Old
SP14-FR019,"('Common', 'SFR')",New
SP14-FR020,"('Common', 'SFR')",New
SP14-FR020,"('Common', 'Starfoil Rare')",Old
SP14-FR021,"('Common', 'Starfoil Rare')",Old
SP14-FR021,"('Common', 'SFR')",New
SP14-FR022,"('Common', 'Starfoil Rare')",Old
SP14-FR022,"('Common', 'SFR')",New
SP14-FR023,"('Common', 'Starfoil Rare')",Old
SP14-FR023,"('Common', 'SFR')",New
SP14-FR024,"('Common', 'Starfoil Rare')",Old
SP14-FR024,"('Common', 'SFR')",New
SP14-FR025,"('Common', 'Starfoil Rare')",Old
SP14-FR025,"('Common', 'SFR')",New
SP14-FR026,"('Common', 'Starfoil Rare')",Old
SP14-FR026,"('Common', 'SFR')",New
SP14-FR027,"('Common', 'SFR')",New
SP14-FR027,"('Common', 'Starfoil Rare')",Old
SP14-FR028,"('Common', 'Starfoil Rare')",Old
SP14-FR028,"('Common', 'SFR')",New
SP14-FR029,"('Common', 'Starfoil Rare')",Old
SP14-FR029,"('Common', 'SFR')",New
SP14-FR030,"('Common', 'SFR')",New
SP14-FR030,"('Common', 'Starfoil Rare')",Old
SP14-FR031,"('Common', 'Starfoil Rare')",Old
SP14-FR031,"('Common', 'SFR')",New
SP14-FR032,"('Common', 'Starfoil Rare')",Old
SP14-FR032,"('Common', 'SFR')",New
SP14-FR033,"('Common', 'Starfoil Rare')",Old
SP14-FR033,"('Common', 'SFR')",New
SP14-FR034,"('Common', 'Starfoil Rare')",Old
SP14-FR034,"('Common', 'SFR')",New
SP14-FR035,"('Common', 'SFR')",New
SP14-FR035,"('Common', 'Starfoil Rare')",Old
SP14-FR036,"('Common', 'SFR')",New
SP14-FR036,"('Common', 'Starfoil Rare')",Old
SP14-FR037,"('Common', 'SFR')",New
SP14-FR037,"('Common', 'Starfoil Rare')",Old
SP14-FR038,"('Common', 'Starfoil Rare')",Old
SP14-FR038,"('Common', 'SFR')",New
SP14-FR039,"('Common', 'SFR')",New
SP14-FR039,"('Common', 'Starfoil Rare')",Old
SP14-FR040,"('Common', 'SFR')",New
SP14-FR040,"('Common', 'Starfoil Rare')",Old
SP14-FR041,"('Common', 'Starfoil Rare')",Old
SP14-FR041,"('Common', 'SFR')",New
SP14-FR042,"('Common', 'SFR')",New
SP14-FR042,"('Common', 'Starfoil Rare')",Old
SP14-FR043,"('Common', 'Starfoil Rare')",Old
SP14-FR043,"('Common', 'SFR')",New
SP14-FR044,"('Common', 'Starfoil Rare')",Old
SP14-FR044,"('Common', 'SFR')",New
SP14-FR045,"('Common', 'SFR')",New
SP14-FR045,"('Common', 'Starfoil Rare')",Old
SP14-FR046,"('Common', 'SFR')",New
SP14-FR046,"('Common', 'Starfoil Rare')",Old
SP14-FR047,"('Common', 'Starfoil Rare')",Old
SP14-FR047,"('Common', 'SFR')",New
SP14-FR048,"('Common', 'SFR')",New
SP14-FR048,"('Common', 'Starfoil Rare')",Old
SP14-FR049,"('Common', 'Starfoil Rare')",Old
SP14-FR049,"('Common', 'SFR')",New
SP14-FR050,"('Common', 'Starfoil Rare')",Old
SP14-FR050,"('Common', 'SFR')",New
SP14-IT001,"('Common', 'Starfoil Rare')",Old
SP14-IT001,"('Common', 'SFR')",New
SP14-IT002,"('Common', 'Starfoil Rare')",Old
SP14-IT002,"('Common', 'SFR')",New
SP14-IT003,"('Common', 'SFR')",New
SP14-IT003,"('Common', 'Starfoil Rare')",Old
SP14-IT004,"('Common', 'SFR')",New
SP14-IT004,"('Common', 'Starfoil Rare')",Old
SP14-IT005,"('Common', 'SFR')",New
SP14-IT005,"('Common', 'Starfoil Rare')",Old
SP14-IT006,"('Common', 'SFR')",New
SP14-IT006,"('Common', 'Starfoil Rare')",Old
SP14-IT007,"('Common', 'SFR')",New
SP14-IT007,"('Common', 'Starfoil Rare')",Old
SP14-IT008,"('Common', 'SFR')",New
SP14-IT008,"('Common', 'Starfoil Rare')",Old
SP14-IT009,"('Common', 'SFR')",New
SP14-IT009,"('Common', 'Starfoil Rare')",Old
SP14-IT010,"('Common', 'SFR')",New
SP14-IT010,"('Common', 'Starfoil Rare')",Old
SP14-IT011,"('Common', 'SFR')",New
SP14-IT011,"('Common', 'Starfoil Rare')",Old
SP14-IT012,"('Common', 'Starfoil Rare')",Old
SP14-IT012,"('Common', 'SFR')",New
SP14-IT013,"('Common', 'Starfoil Rare')",Old
SP14-IT013,"('Common', 'SFR')",New
SP14-IT014,"('Common', 'Starfoil Rare')",Old
SP14-IT014,"('Common', 'SFR')",New
SP14-IT015,"('Common', 'SFR')",New
SP14-IT015,"('Common', 'Starfoil Rare')",Old
SP14-IT016,"('Common', 'SFR')",New
SP14-IT016,"('Common', 'Starfoil Rare')",Old
SP14-IT017,"('Common', 'Starfoil Rare')",Old
SP14-IT017,"('Common', 'SFR')",New
SP14-IT018,"('Common', 'Starfoil Rare')",Old
SP14-IT018,"('Common', 'SFR')",New
SP14-IT019,"('Common', 'SFR')",New
SP14-IT019,"('Common', 'Starfoil Rare')",Old
SP14-IT020,"('Common', 'SFR')",New
SP14-IT020,"('Common', 'Starfoil Rare')",Old
SP14-IT021,"('Common', 'SFR')",New
SP14-IT021,"('Common', 'Starfoil Rare')",Old
SP14-IT022,"('Common', 'Starfoil Rare')",Old
SP14-IT022,"('Common', 'SFR')",New
SP14-IT023,"('Common', 'SFR')",New
SP14-IT023,"('Common', 'Starfoil Rare')",Old
SP14-IT024,"('Common', 'Starfoil Rare')",Old
SP14-IT024,"('Common', 'SFR')",New
SP14-IT025,"('Common', 'Starfoil Rare')",Old
SP14-IT025,"('Common', 'SFR')",New
SP14-IT026,"('Common', 'Starfoil Rare')",Old
SP14-IT026,"('Common', 'SFR')",New
SP14-IT027,"('Common', 'Starfoil Rare')",Old
SP14-IT027,"('Common', 'SFR')",New
SP14-IT028,"('Common', 'SFR')",New
SP14-IT028,"('Common', 'Starfoil Rare')",Old
SP14-IT029,"('Common', 'SFR')",New
SP14-IT029,"('Common', 'Starfoil Rare')",Old
SP14-IT030,"('Common', 'Starfoil Rare')",Old
SP14-IT030,"('Common', 'SFR')",New
SP14-IT031,"('Common', 'SFR')",New
SP14-IT031,"('Common', 'Starfoil Rare')",Old
SP14-IT032,"('Common', 'SFR')",New
SP14-IT032,"('Common', 'Starfoil Rare')",Old
SP14-IT033,"('Common', 'SFR')",New
SP14-IT033,"('Common', 'Starfoil Rare')",Old
SP14-IT034,"('Common', 'SFR')",New
SP14-IT034,"('Common', 'Starfoil Rare')",Old
SP14-IT035,"('Common', 'SFR')",New
SP14-IT035,"('Common', 'Starfoil Rare')",Old
SP14-IT036,"('Common', 'SFR')",New
SP14-IT036,"('Common', 'Starfoil Rare')",Old
SP14-IT037,"('Common', 'Starfoil Rare')",Old
SP14-IT037,"('Common', 'SFR')",New
SP14-IT038,"('Common', 'SFR')",New
SP14-IT038,"('Common', 'Starfoil Rare')",Old
SP14-IT039,"('Common', 'Starfoil Rare')",Old
SP14-IT039,"('Common', 'SFR')",New
SP14-IT040,"('Common', 'Starfoil Rare')",Old
SP14-IT040,"('Common', 'SFR')",New
SP14-IT041,"('Common', 'SFR')",New
SP14-IT041,"('Common', 'Starfoil Rare')",Old
SP14-IT042,"('Common', 'SFR')",New
SP14-IT042,"('Common', 'Starfoil Rare')",Old
SP14-IT043,"('Common', 'SFR')",New
SP14-IT043,"('Common', 'Starfoil Rare')",Old
SP14-IT044,"('Common', 'SFR')",New
SP14-IT044,"('Common', 'Starfoil Rare')",Old
SP14-IT045,"('Common', 'SFR')",New
SP14-IT045,"('Common', 'Starfoil Rare')",Old
SP14-IT046,"('Common', 'Starfoil Rare')",Old
SP14-IT046,"('Common', 'SFR')",New
SP14-IT047,"('Common', 'SFR')",New
SP14-IT047,"('Common', 'Starfoil Rare')",Old
SP14-IT048,"('Common', 'SFR')",New
SP14-IT048,"('Common', 'Starfoil Rare')",Old
SP14-IT049,"('Common', 'Starfoil Rare')",Old
SP14-IT049,"('Common', 'SFR')",New
SP14-IT050,"('Common', 'SFR')",New
SP14-IT050,"('Common', 'Starfoil Rare')",Old
SP14-PT001,"('Common', 'Starfoil Rare')",Old
SP14-PT001,"('Common', 'SFR')",New
SP14-PT002,"('Common', 'SFR')",New
SP14-PT002,"('Common', 'Starfoil Rare')",Old
SP14-PT003,"('Common', 'SFR')",New
SP14-PT003,"('Common', 'Starfoil Rare')",Old
SP14-PT004,"('Common', 'SFR')",New
SP14-PT004,"('Common', 'Starfoil Rare')",Old
SP14-PT005,"('Common', 'SFR')",New
SP14-PT005,"('Common', 'Starfoil Rare')",Old
SP14-PT006,"('Common', 'Starfoil Rare')",Old
SP14-PT006,"('Common', 'SFR')",New
SP14-PT007,"('Common', 'SFR')",New
SP14-PT007,"('Common', 'Starfoil Rare')",Old
SP14-PT008,"('Common', 'SFR')",New
SP14-PT008,"('Common', 'Starfoil Rare')",Old
SP14-PT009,"('Common', 'SFR')",New
SP14-PT009,"('Common', 'Starfoil Rare')",Old
SP14-PT010,"('Common', 'SFR')",New
SP14-PT010,"('Common', 'Starfoil Rare')",Old
SP14-PT011,"('Common', 'SFR')",New
SP14-PT011,"('Common', 'Starfoil Rare')",Old
SP14-PT012,"('Common', 'SFR')",New
SP14-PT012,"('Common', 'Starfoil Rare')",Old
SP14-PT013,"('Common', 'Starfoil Rare')",Old
SP14-PT013,"('Common', 'SFR')",New
SP14-PT014,"('Common', 'Starfoil Rare')",Old
SP14-PT014,"('Common', 'SFR')",New
SP14-PT015,"('Common', 'Starfoil Rare')",Old
SP14-PT015,"('Common', 'SFR')",New
SP14-PT016,"('Common', 'SFR')",New
SP14-PT016,"('Common', 'Starfoil Rare')",Old
SP14-PT017,"('Common', 'SFR')",New
SP14-PT017,"('Common', 'Starfoil Rare')",Old
SP14-PT018,"('Common', 'SFR')",New
SP14-PT018,"('Common', 'Starfoil Rare')",Old
SP14-PT019,"('Common', 'SFR')",New
SP14-PT019,"('Common', 'Starfoil Rare')",Old
SP14-PT020,"('Common', 'Starfoil Rare')",Old
SP14-PT020,"('Common', 'SFR')",New
SP14-PT021,"('Common', 'Starfoil Rare')",Old
SP14-PT021,"('Common', 'SFR')",New
SP14-PT022,"('Common', 'Starfoil Rare')",Old
SP14-PT022,"('Common', 'SFR')",New
SP14-PT023,"('Common', 'SFR')",New
SP14-PT023,"('Common', 'Starfoil Rare')",Old
SP14-PT024,"('Common', 'SFR')",New
SP14-PT024,"('Common', 'Starfoil Rare')",Old
SP14-PT025,"('Common', 'SFR')",New
SP14-PT025,"('Common', 'Starfoil Rare')",Old
SP14-PT026,"('Common', 'SFR')",New
SP14-PT026,"('Common', 'Starfoil Rare')",Old
SP14-PT027,"('Common', 'SFR')",New
SP14-PT027,"('Common', 'Starfoil Rare')",Old
SP14-PT028,"('Common', 'SFR')",New
SP14-PT028,"('Common', 'Starfoil Rare')",Old
SP14-PT029,"('Common', 'Starfoil Rare')",Old
SP14-PT029,"('Common', 'SFR')",New
SP14-PT030,"('Common', 'SFR')",New
SP14-PT030,"('Common', 'Starfoil Rare')",Old
SP14-PT031,"('Common', 'Starfoil Rare')",Old
SP14-PT031,"('Common', 'SFR')",New
SP14-PT032,"('Common', 'SFR')",New
SP14-PT032,"('Common', 'Starfoil Rare')",Old
SP14-PT033,"('Common', 'Starfoil Rare')",Old
SP14-PT033,"('Common', 'SFR')",New
SP14-PT034,"('Common', 'SFR')",New
SP14-PT034,"('Common', 'Starfoil Rare')",Old
SP14-PT035,"('Common', 'Starfoil Rare')",Old
SP14-PT035,"('Common', 'SFR')",New
SP14-PT036,"('Common', 'Starfoil Rare')",Old
SP14-PT036,"('Common', 'SFR')",New
SP14-PT037,"('Common', 'Starfoil Rare')",Old
SP14-PT037,"('Common', 'SFR')",New
SP14-PT038,"('Common', 'Starfoil Rare')",Old
SP14-PT038,"('Common', 'SFR')",New
SP14-PT039,"('Common', 'Starfoil Rare')",Old
SP14-PT039,"('Common', 'SFR')",New
SP14-PT040,"('Common', 'SFR')",New
SP14-PT040,"('Common', 'Starfoil Rare')",Old
SP14-PT041,"('Common', 'Starfoil Rare')",Old
SP14-PT041,"('Common', 'SFR')",New
SP14-PT042,"('Common', 'Starfoil Rare')",Old
SP14-PT042,"('Common', 'SFR')",New
SP14-PT043,"('Common', 'Starfoil Rare')",Old
SP14-PT043,"('Common', 'SFR')",New
SP14-PT044,"('Common', 'Starfoil Rare')",Old
SP14-PT044,"('Common', 'SFR')",New
SP14-PT045,"('Common', 'Starfoil Rare')",Old
SP14-PT045,"('Common', 'SFR')",New
SP14-PT046,"('Common', 'SFR')",New
SP14-PT046,"('Common', 'Starfoil Rare')",Old
SP14-PT047,"('Common', 'Starfoil Rare')",Old
SP14-PT047,"('Common', 'SFR')",New
SP14-PT048,"('Common', 'SFR')",New
SP14-PT048,"('Common', 'Starfoil Rare')",Old
SP14-PT049,"('Common', 'Starfoil Rare')",Old
SP14-PT049,"('Common', 'SFR')",New
SP14-PT050,"('Common', 'SFR')",New
SP14-PT050,"('Common', 'Starfoil Rare')",Old
SP14-SP001,"('Common', 'SFR')",New
SP14-SP001,"('Common', 'Starfoil Rare')",Old
SP14-SP002,"('Common', 'SFR')",New
SP14-SP002,"('Common', 'Starfoil Rare')",Old
SP14-SP003,"('Common', 'SFR')",New
SP14-SP003,"('Common', 'Starfoil Rare')",Old
SP14-SP004,"('Common', 'SFR')",New
SP14-SP004,"('Common', 'Starfoil Rare')",Old
SP14-SP005,"('Common', 'SFR')",New
SP14-SP005,"('Common', 'Starfoil Rare')",Old
SP14-SP006,"('Common', 'Starfoil Rare')",Old
SP14-SP006,"('Common', 'SFR')",New
SP14-SP007,"('Common', 'Starfoil Rare')",Old
SP14-SP007,"('Common', 'SFR')",New
SP14-SP008,"('Common', 'SFR')",New
SP14-SP008,"('Common', 'Starfoil Rare')",Old
SP14-SP009,"('Common', 'Starfoil Rare')",Old
SP14-SP009,"('Common', 'SFR')",New
SP14-SP010,"('Common', 'Starfoil Rare')",Old
SP14-SP010,"('Common', 'SFR')",New
SP14-SP011,"('Common', 'Starfoil Rare')",Old
SP14-SP011,"('Common', 'SFR')",New
SP14-SP012,"('Common', 'SFR')",New
SP14-SP012,"('Common', 'Starfoil Rare')",Old
SP14-SP013,"('Common', 'SFR')",New
SP14-SP013,"('Common', 'Starfoil Rare')",Old
SP14-SP014,"('Common', 'Starfoil Rare')",Old
SP14-SP014,"('Common', 'SFR')",New
SP14-SP015,"('Common', 'Starfoil Rare')",Old
SP14-SP015,"('Common', 'SFR')",New
SP14-SP016,"('Common', 'Starfoil Rare')",Old
SP14-SP016,"('Common', 'SFR')",New
SP14-SP017,"('Common', 'Starfoil Rare')",Old
SP14-SP017,"('Common', 'SFR')",New
SP14-SP018,"('Common', 'Starfoil Rare')",Old
SP14-SP018,"('Common', 'SFR')",New
SP14-SP019,"('Common', 'SFR')",New
SP14-SP019,"('Common', 'Starfoil Rare')",Old
SP14-SP020,"('Common', 'Starfoil Rare')",Old
SP14-SP020,"('Common', 'SFR')",New
SP14-SP021,"('Common', 'SFR')",New
SP14-SP021,"('Common', 'Starfoil Rare')",Old
SP14-SP022,"('Common', 'Starfoil Rare')",Old
SP14-SP022,"('Common', 'SFR')",New
SP14-SP023,"('Common', 'Starfoil Rare')",Old
SP14-SP023,"('Common', 'SFR')",New
SP14-SP024,"('Common', 'Starfoil Rare')",Old
SP14-SP024,"('Common', 'SFR')",New
SP14-SP025,"('Common', 'Starfoil Rare')",Old
SP14-SP025,"('Common', 'SFR')",New
SP14-SP026,"('Common', 'Starfoil Rare')",Old
SP14-SP026,"('Common', 'SFR')",New
SP14-SP027,"('Common', 'SFR')",New
SP14-SP027,"('Common', 'Starfoil Rare')",Old
SP14-SP028,"('Common', 'Starfoil Rare')",Old
SP14-SP028,"('Common', 'SFR')",New
SP14-SP029,"('Common', 'Starfoil Rare')",Old
SP14-SP029,"('Common', 'SFR')",New
SP14-SP030,"('Common', 'Starfoil Rare')",Old
SP14-SP030,"('Common', 'SFR')",New
SP14-SP031,"('Common', 'Starfoil Rare')",Old
SP14-SP031,"('Common', 'SFR')",New
SP14-SP032,"('Common', 'Starfoil Rare')",Old
SP14-SP032,"('Common', 'SFR')",New
SP14-SP033,"('Common', 'SFR')",New
SP14-SP033,"('Common', 'Starfoil Rare')",Old
SP14-SP034,"('Common', 'SFR')",New
SP14-SP034,"('Common', 'Starfoil Rare')",Old
SP14-SP035,"('Common', 'Starfoil Rare')",Old
SP14-SP035,"('Common', 'SFR')",New
SP14-SP036,"('Common', 'SFR')",New
SP14-SP036,"('Common', 'Starfoil Rare')",Old
SP14-SP037,"('Common', 'Starfoil Rare')",Old
SP14-SP037,"('Common', 'SFR')",New
SP14-SP038,"('Common', 'SFR')",New
SP14-SP038,"('Common', 'Starfoil Rare')",Old
SP14-SP039,"('Common', 'Starfoil Rare')",Old
SP14-SP039,"('Common', 'SFR')",New
SP14-SP040,"('Common', 'Starfoil Rare')",Old
SP14-SP040,"('Common', 'SFR')",New
SP14-SP041,"('Common', 'Starfoil Rare')",Old
SP14-SP041,"('Common', 'SFR')",New
SP14-SP042,"('Common', 'SFR')",New
SP14-SP042,"('Common', 'Starfoil Rare')",Old
SP14-SP043,"('Common', 'SFR')",New
SP14-SP043,"('Common', 'Starfoil Rare')",Old
SP14-SP044,"('Common', 'Starfoil Rare')",Old
SP14-SP044,"('Common', 'SFR')",New
SP14-SP045,"('Common', 'Starfoil Rare')",Old
SP14-SP045,"('Common', 'SFR')",New
SP14-SP046,"('Common', 'Starfoil Rare')",Old
SP14-SP046,"('Common', 'SFR')",New
SP14-SP047,"('Common', 'Starfoil Rare')",Old
SP14-SP047,"('Common', 'SFR')",New
SP14-SP048,"('Common', 'SFR')",New
SP14-SP048,"('Common', 'Starfoil Rare')",Old
SP14-SP049,"('Common', 'SFR')",New
SP14-SP049,"('Common', 'Starfoil Rare')",Old
SP14-SP050,"('Common', 'SFR')",New
SP14-SP050,"('Common', 'Starfoil Rare')",Old
SP15-DE001,"('Common', 'Starfoil Rare')",Old
SP15-DE001,"('Common', 'SFR')",New
SP15-DE002,"('Common', 'Starfoil Rare')",Old
SP15-DE002,"('Common', 'SFR')",New
SP15-DE003,"('Common', 'SFR')",New
SP15-DE003,"('Common', 'Starfoil Rare')",Old
SP15-DE004,"('Common', 'Starfoil Rare')",Old
SP15-DE004,"('Common', 'SFR')",New
SP15-DE005,"('Common', 'Starfoil Rare')",Old
SP15-DE005,"('Common', 'SFR')",New
SP15-DE006,"('Common', 'Starfoil Rare')",Old
SP15-DE006,"('Common', 'SFR')",New
SP15-DE007,"('Common', 'SFR')",New
SP15-DE007,"('Common', 'Starfoil Rare')",Old
SP15-DE008,"('Common', 'SFR')",New
SP15-DE008,"('Common', 'Starfoil Rare')",Old
SP15-DE009,"('Common', 'SFR')",New
SP15-DE009,"('Common', 'Starfoil Rare')",Old
SP15-DE010,"('Common', 'SFR')",New
SP15-DE010,"('Common', 'Starfoil Rare')",Old
SP15-DE011,"('Common', 'SFR')",New
SP15-DE011,"('Common', 'Starfoil Rare')",Old
SP15-DE012,"('SFR',)",New
SP15-DE012,"('Starfoil Rare',)",Old
SP15-DE013,"('Common', 'SFR')",New
SP15-DE013,"('Common', 'Starfoil Rare')",Old
SP15-DE014,"('Common', 'SFR')",New
