Card number,Name,Rarity,Print,Region,Modification date,Release,Series,Set type,Version
DBAG-KR036,Ursarctic Departure,"('Super Rare',)",New,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR037,Ursarctic Slider,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR038,Ursarctic Big Dipper,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR039,Ursarctic Quint Charge,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR040,Crystal Girl,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR041,King of the Feral Imps,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR042,Snake Rain,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR043,Ayers Rock Sunrise,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR044,Wavering Eyes,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBAG-KR045,Offering to the Snake Deity,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:45:22,2021-06-04,,Booster pack,New
DBGC-KR001,Ukiyoe-P.U.N.K. Sharakusai,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR002,Gagaku-P.U.N.K. Wa Gon,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR003,Joruri-P.U.N.K. Madame Spider,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR004,Noh-P.U.N.K. Ze Amin,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR005,Noh-P.U.N.K. Foxy Tune,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR006,Noh-P.U.N.K. Ogre Dance,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR007,Ukiyoe-P.U.N.K. Rising Carp,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR008,Ukiyoe-P.U.N.K. Amazing Dragon,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR009,Gagaku-P.U.N.K. Wild Picking,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR010,Gagaku-P.U.N.K. Crash Beat,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR011,Joruri-P.U.N.K. Dangerous Gabu,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR012,Joruri-P.U.N.K. Nashiwari Surprise,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR013,Exosister Elis,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR014,Exosister Stella,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR015,Exosister Irene,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR016,Exosister Sophia,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR017,Exosister Mikailis,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR018,Exosister Kaspitell,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR019,Exosister Gibrine,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR020,Exosister Asophiel,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR021,Exosister Pax,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR022,Exosister Arment,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR023,Exosister Carpedivem,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR024,Exosister Vadis,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR025,Rite of Aramesir,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR026,Water Enchantress of the Temple,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR027,Magicore Warrior of the Relics,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR028,Wandering Gryphon Rider,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR029,Fateful Adventure,"('Super Rare',)",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR030,"Dunnell, the Noble Arms of Light","('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR031,Starlit Papillon,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR032,"Dracoback, the Rideable Dragon","('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR033,Zaralaam the Dark Palace,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR034,Forest of Lost Flowers,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR035,Thunder Discharge,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR036,Breath of Resurrection,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR037,Risebell the Star Adjuster,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR038,Psychic Wheeleder,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR039,Virtual World Hime - Nyannyan,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR040,"Castel, the Skyblaster Musketeer","('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR041,Ties of the Brethren,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR042,Hidden Armory,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR043,Emergency Teleport,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR044,Solemn Strike,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGC-KR045,Armory Call,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:46:00,2021-12-14,Deck Build Pack,Booster pack,New
DBGI-KR001,"Crowley, the Magistus of Grimoires","('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR002,"Zoroa, the Magistus of Flame","('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR003,"Rilliona, the Magistus of Verre","('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR004,"Endymion, the Magistus of Mastery","('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR005,"Aiwass, the Magistus Spell Spirit","('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR006,"Vahram, the Magistus Divinity Dragon","('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR007,"Ninaruru, the Magistus Glass Goddess","('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR008,"Artemis, the Magistus Moon Maiden","('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR009,Trismagistus,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR010,Magistus Theurgy,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR011,Magistus Invocation,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR012,Magistus Vritra,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR013,Live☆Twin Ki-sikil,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR014,Live☆Twin Lil-la,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR015,Evil★Twin Ki-sikil,"('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR016,Evil★Twin Lil-la,"('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR017,Evil★Twins Ki-sikil & Lil-la,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR018,Live☆Twin Home,"('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR019,Live☆Twin Channel,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR020,Secret Password,"('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR021,Evil★Twin Challenge,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR022,Evil★Twin GG EZ,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR023,Evil★Twin Present,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR024,Drytron Alpha Thuban,"('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR025,Drytron Beta Rastaban,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR026,Drytron Gamma Eltanin,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR027,Drytron Delta Altais,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR028,Drytron Zeta Aldhibah,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR029,Drytron Meteonis Draconids,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR030,Drytron Meteonis Quadrantids,"('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR031,Drytron Fafnir,"('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR032,Meteonis Drytron,"('Super Rare',)",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR033,Drytron Nova,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR034,Drytron Eclipse,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR035,Drytron Asterism,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR036,Drytron Meteor Shower,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR037,Cyberse Gadget,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR038,Performage Hat Tricker,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR039,Star Drawing,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR040,Cyber Angel Benten,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR041,Knightmare Gryphon,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR042,Cyber Emergency,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR043,Extra-Foolish Burial,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR044,Born from Draconis,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBGI-KR045,Torrential Tribute,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:44:49,2020-12-11,,Booster pack,New
DBLE-JP021,Abyss Actor - Twinkle Littlestar,"('Ultra Parallel Rare',)",New,JP,2023-07-08 18:55:25,2016-11-26,,Preconstructed Deck,Old
DBLE-JP021,Abyss Actor - Twinkle Little Star,"('Ultra Parallel Rare',)",New,JP,2023-07-31 09:49:36,2016-11-26,,Preconstructed Deck,New
DBLE-KR021,Abyss Actor - Twinkle Littlestar,"('Ultra Parallel Rare',)",,KR,2023-04-23 21:51:20,2017-01-20,,Preconstructed Deck,Old
DBLE-KR021,Abyss Actor - Twinkle Little Star,"('Ultra Parallel Rare',)",,KR,2023-07-31 09:49:35,2017-01-20,,Preconstructed Deck,New
DBSS-KR001,Adamancipator Seeker,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR002,Adamancipator Researcher,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR003,Adamancipator Analyzer,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR004,Adamancipator Crystal - Leonite,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR005,Adamancipator Crystal - Raptite,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR006,Adamancipator Crystal - Dragite,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR007,Adamancipator Risen - Leonite,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR008,Adamancipator Risen - Raptite,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR009,Adamancipator Risen - Dragite,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR010,Adamancipator Laputite,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR011,Adamancipator Signs,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR012,Adamancipator Relief,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR013,Adamancipator Resonance,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR014,Rikka Petal,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR015,Primula the Rikka Fairy,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR016,Cyclamen the Rikka Fairy,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR017,Mudan the Rikka Fairy,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR018,Erica the Rikka Fairy,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR019,Snowdrop the Rikka Fairy,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR020,Hellebore the Rikka Fairy,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR021,Kanzashi the Rikka Queen,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR022,Teardrop the Rikka Queen,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR023,Rikka Glamour,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR024,Rikka Flurries,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR025,Rikka Tranquility,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR026,Rikka Sheet,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR027,Eldlich the Golden Lord,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR028,Cursed Eldland,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR029,Eldlixir of Black Awakening,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR030,Eldlixir of White Destiny,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR031,Eldlixir of Scarlet Sanguine,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR032,Guardian of the Golden Land,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR033,Huaquero of the Golden Land,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR034,Conquistador of the Golden Land,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR035,Golden Land Forever!,"('Super Rare',)",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR036,El Dorado Adelantado,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR037,Doki Doki,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR038,Block Dragon,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR039,Rose Lover,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR040,Lonefire Blossom,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR041,"Tytannial, Princess of Camellias","('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR042,Uni-Zombie,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR043,Upstart Goblin,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR044,Galaxy Cyclone,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBSS-KR045,Solemn Judgment,"('Common', 'Normal Parallel Rare')",Reprint,KR,2023-07-25 07:38:00,2020-06-12,,Booster pack,New
DBTM-KR001,Shinonome the Vaylantz Priestess,"('Super Rare',)",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR002,Saion the Vaylantz Archer,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR003,Nazuki the Vaylantz Ninja,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR004,Hojo the Vaylantz Warrior,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR005,Vaylantz Buster Baron,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR006,Vaylantz Voltage Viscount,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR007,Vaylantz Mad Marquess,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR008,Vaylantz Dominator Duke,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR009,Mamonaka the Vaylantz United,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR010,Vaylantz Genesis Grand Duke,"('Super Rare',)",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR011,Vaylantz Wars - The Place of Beginning,"('Common', 'Normal Parallel Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR012,Vaylantz World - Shinra Bansho,"('Super Rare',)",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR013,Vaylantz World - Konig Wissen,"('Super Rare',)",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
DBTM-KR014,Lovely Labrynth of the Silver Castle,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-25 07:46:34,2022-06-09,Deck Build Pack,Booster pack,New
