Name,Password,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,DEF,ATK,Level/Rank,Version
Blackbird Close,80254726,"('Rose',)","('Activation condition', 'Condition', 'Cost', 'Effect')",Unlimited,Unlimited,Blackbird Close,https://yugipedia.com/wiki/Blackbird_Close,,2023-03-18 05:15:12,,,,,,,New
Blackwing - Steam the Cloak,09047460,"('Blackwing',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Limited,Limited,Blackwing - Steam the Cloak,https://yugipedia.com/wiki/Blackwing_-_Steam_the_Cloak,,2021-01-02 23:04:27,"('Type',)",DARK,Effect Monster,1200,800,3,Old
Blackwing - Steam the Cloak,09047460,"('Blackwing',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Limited,Semi-Limited,Blackwing - Steam the Cloak,https://yugipedia.com/wiki/Blackwing_-_Steam_the_Cloak,,2023-03-16 01:29:46,"('Type',)",DARK,Effect Monster,1200,800,3,New
Blackwing - Tornado the Reverse Wind,73534250,"('Blackwing',)","('Trigger Effect',)",Unlimited,Unlimited,Blackwing - Tornado the Reverse Wind,https://yugipedia.com/wiki/Blackwing_-_Tornado_the_Reverse_Wind,,2022-11-01 15:38:52,"('Any',)",DARK,Effect Monster,1200,1000,4,Old
Blackwing - Tornado the Reverse Wind,73534250,"('Blackwing',)","('Trigger Effect',)",Unlimited,Unlimited,Blackwing - Tornado the Reverse Wind,https://yugipedia.com/wiki/Blackwing_-_Tornado_the_Reverse_Wind,,2023-03-18 05:29:44,,DARK,Effect Monster,1200,1000,4,New
"Blaster, Dragon Ruler of Infernos",53804307,"('Dragon Ruler',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Forbidden,Forbidden,"Blaster, Dragon Ruler of Infernos","https://yugipedia.com/wiki/Blaster,_Dragon_Ruler_of_Infernos",,2022-11-04 00:49:43,,FIRE,Effect Monster,1800,2800,7,Old
"Blaster, Dragon Ruler of Infernos",53804307,"('Dragon Ruler',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Forbidden,Limited,"Blaster, Dragon Ruler of Infernos","https://yugipedia.com/wiki/Blaster,_Dragon_Ruler_of_Infernos",,2023-03-18 05:36:37,,FIRE,Effect Monster,1800,2800,7,New
Blazing Branded King,19271881,"('Branded',)","('Condition', 'Effect', 'Quick-like Effect')",,Unlimited,Blazing Branded King,https://yugipedia.com/wiki/Blazing_Branded_King,,2023-01-14 02:47:31,,,,,,,Old
Bone Archfiend,,"('Archfiend',)","('Condition', 'Ignition Effect')",,Not yet released,Bone Archfiend,https://yugipedia.com/wiki/Bone_Archfiend,,2023-04-23 11:35:44,,DARK,Effect Monster,0,1800,4,New
Book of Secret Arts,91595718,,"('Continuous-like Effect',)",Unlimited,Unlimited,Book of Secret Arts,https://yugipedia.com/wiki/Book_of_Secret_Arts,"('Edited',)",2022-03-06 05:10:26,"('Name', 'Type')",,,,,,Old
Book of Secret Arts,91595718,,"('Continuous-like Effect',)",Unlimited,Unlimited,Book of Secret Arts,https://yugipedia.com/wiki/Book_of_Secret_Arts,"('Edited',)",2023-03-18 06:04:12,"('Type',)",,,,,,New
Branded Disciple,34536828,"('Branded',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Branded Disciple,https://yugipedia.com/wiki/Branded_Disciple,,2022-02-24 14:29:22,"('Any',)",,,,,,Old
Branded Disciple,34536828,"('Branded',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Branded Disciple,https://yugipedia.com/wiki/Branded_Disciple,,2023-03-18 06:19:56,,,,,,,New
Branded Etude,45675980,"('Branded',)","('Condition', 'Continuous-like Effect', 'Quick-like Effect')",,Unlimited,Branded Etude,https://yugipedia.com/wiki/Branded_Etude,,2023-01-30 08:45:49,,,,,,,Old
Bri Synchron,52840598,"('Synchron',)","('Unclassified effect',)",Unlimited,Unlimited,Bri Synchron,https://yugipedia.com/wiki/Bri_Synchron,,2020-03-13 16:41:08,"('Type',)",EARTH,Effect Monster,1100,1500,4,Old
Bri Synchron,52840598,"('Synchro (archetype)', 'Synchron')","('Unclassified effect',)",Unlimited,Unlimited,Bri Synchron,https://yugipedia.com/wiki/Bri_Synchron,,2023-04-19 12:49:20,"('Type',)",EARTH,Effect Monster,1100,1500,4,New
"Brightest, Blazing, Branded King",19271881,"('Branded',)","('Condition', 'Effect', 'Quick-like Effect')",Not yet released,Unlimited,"Brightest, Blazing, Branded King","https://yugipedia.com/wiki/Brightest,_Blazing,_Branded_King",,2023-04-21 19:56:05,,,,,,,New
Buerillabaisse de Nouvellez,,"('Nouvellez',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Not yet released,Buerillabaisse de Nouvellez,https://yugipedia.com/wiki/Buerillabaisse_de_Nouvellez,,2023-02-10 01:36:07,,DARK,Ritual Monster,1850,400,1,Old
Buerillabaisse de Nouvellez,26223582,"('Nouvellez',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,Buerillabaisse de Nouvellez,https://yugipedia.com/wiki/Buerillabaisse_de_Nouvellez,,2023-04-03 20:45:00,,DARK,Ritual Monster,1850,400,1,New
Bunny Ear Enthusiast,39643167,,"('Quick Effect',)",Not yet released,Unlimited,Bunny Ear Enthusiast,https://yugipedia.com/wiki/Bunny_Ear_Enthusiast,,2023-04-22 17:23:07,,EARTH,Effect Monster,100,200,1,New
Bunny Instruct-ear,39643167,,"('Quick Effect',)",,Unlimited,Bunny Instruct-ear,https://yugipedia.com/wiki/Bunny_Instruct-ear,,2023-01-14 19:10:12,,EARTH,Effect Monster,100,200,1,Old
Burning Dragon,08085950,,"('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Burning Dragon,https://yugipedia.com/wiki/Burning_Dragon,,2023-04-12 20:06:26,,FIRE,Effect Monster,2100,2500,8,New
Buster Dragon,11790356,,"('Continuous Effect', 'Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,Buster Dragon,https://yugipedia.com/wiki/Buster_Dragon,,2021-04-16 17:45:07,"('Any',)",DARK,Synchro Monster,2800,1200,8,Old
Buster Dragon,11790356,,"('Continuous Effect', 'Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,Buster Dragon,https://yugipedia.com/wiki/Buster_Dragon,,2023-03-18 07:11:14,,DARK,Synchro Monster,2800,1200,8,New
Bystial Baldrake,72656408,"('Bystial',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Bystial Baldrake,https://yugipedia.com/wiki/Bystial_Baldrake,,2023-02-10 16:38:26,,DARK,Effect Monster,2000,2500,6,Old
Bystial Baldrake,72656408,"('Bystial',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Limited,Bystial Baldrake,https://yugipedia.com/wiki/Bystial_Baldrake,,2023-03-18 07:14:01,,DARK,Effect Monster,2000,2500,6,New
Bystial Dis Pater,27572350,"('Bystial',)","('Condition', 'Ignition Effect', 'Quick Effect')",,Unlimited,Bystial Dis Pater,https://yugipedia.com/wiki/Bystial_Dis_Pater,,2023-01-14 01:55:24,,DARK,Synchro Monster,3500,3500,10,Old
Bystial Dis Pater,27572350,"('Bystial',)","('Condition', 'Ignition Effect', 'Quick Effect')",Not yet released,Unlimited,Bystial Dis Pater,https://yugipedia.com/wiki/Bystial_Dis_Pater,,2023-04-21 15:32:18,,DARK,Synchro Monster,3500,3500,10,New
Bystial Druiswurm,06637331,"('Bystial',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Bystial Druiswurm,https://yugipedia.com/wiki/Bystial_Druiswurm,,2022-10-23 20:18:49,,DARK,Effect Monster,2000,2500,6,Old
Bystial Druiswurm,06637331,"('Bystial',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Limited,Bystial Druiswurm,https://yugipedia.com/wiki/Bystial_Druiswurm,,2023-03-18 07:14:13,,DARK,Effect Monster,2000,2500,6,New
Cabrera Stone,,"('Ancient Treasure',)","('Condition', 'Trigger Effect')",,Not yet released,Cabrera Stone,https://yugipedia.com/wiki/Cabrera_Stone,,2023-04-14 21:01:03,,EARTH,Effect Monster,0,0,1,New
Call of the Haunted,97077563,,"('Continuous-like Effect', 'Effect')",Unlimited,Unlimited,Call of the Haunted,https://yugipedia.com/wiki/Call_of_the_Haunted,"('Edited',)",2023-03-02 14:55:35,"('Name', 'Type')",,,,,,Old
Call of the Haunted,97077563,,"('Continuous-like Effect', 'Effect')",Unlimited,Unlimited,Call of the Haunted,https://yugipedia.com/wiki/Call_of_the_Haunted,"('Edited',)",2023-04-15 16:01:57,"('Name',)",,,,,,New
Cattycorn,61245403,,"('Condition', 'Trigger Effect')",,Unlimited,Cattycorn,https://yugipedia.com/wiki/Cattycorn,,2022-12-18 19:31:40,,EARTH,Effect Monster,500,1500,4,Old
Cattycorn,61245403,,"('Condition', 'Trigger Effect')",Not yet released,Unlimited,Cattycorn,https://yugipedia.com/wiki/Cattycorn,,2023-03-30 18:27:26,,EARTH,Effect Monster,500,1500,4,New
Celestial Sword - Eatos,55569674,"('Noble Arms',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Celestial Sword - Eatos,https://yugipedia.com/wiki/Celestial_Sword_-_Eatos,,2022-04-20 03:05:21,"('Any',)",,,,,,Old
Celestial Sword - Eatos,55569674,"('Noble Arms',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Celestial Sword - Eatos,https://yugipedia.com/wiki/Celestial_Sword_-_Eatos,,2023-03-18 07:37:03,,,,,,,New
Changer Synchron,25652655,"('Change', 'Synchron')","('Trigger Effect',)",Unlimited,Unlimited,Changer Synchron,https://yugipedia.com/wiki/Changer_Synchron,,2022-02-05 06:49:46,,DARK,Effect Monster,0,0,1,Old
Changer Synchron,25652655,"('Change', 'Synchro (archetype)', 'Synchron')","('Trigger Effect',)",Unlimited,Unlimited,Changer Synchron,https://yugipedia.com/wiki/Changer_Synchron,,2023-04-19 12:49:41,,DARK,Effect Monster,0,0,1,New
Chaos Angel,22850702,"('Chaos',)","('Condition', 'Continuous Effect', 'Trigger Effect')",,Unlimited,Chaos Angel,https://yugipedia.com/wiki/Chaos_Angel,,2023-01-14 02:00:05,,DARK,Synchro Monster,2800,3500,10,Old
Chaos Angel,22850702,"('Chaos',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Not yet released,Unlimited,Chaos Angel,https://yugipedia.com/wiki/Chaos_Angel,,2023-04-21 15:38:19,,DARK,Synchro Monster,2800,3500,10,New
Charlemagne,97864322,,"('Quick Effect', 'Trigger Effect')",,Unlimited,Charlemagne,https://yugipedia.com/wiki/Charlemagne,,2023-04-22 23:56:08,,FIRE,Link Monster,,3000,,New
Checkmate,69313735,,"('Cost', 'Effect')",Unlimited,Unlimited,Checkmate,https://yugipedia.com/wiki/Checkmate,,2020-11-16 04:44:12,"('Any',)",,,,,,Old
Checkmate,69313735,,"('Effect',)",Unlimited,Unlimited,Checkmate,https://yugipedia.com/wiki/Checkmate,,2023-04-08 22:42:11,"('Any',)",,,,,,New
Chimera Fusion,63136489,"('Chimera (series)', 'Fusion (archetype)')","('Condition', 'Effect', 'Ignition-like Effect')",,Unlimited,Chimera Fusion,https://yugipedia.com/wiki/Chimera_Fusion,,2023-04-22 12:15:06,,,,,,,New
Chimera the Flying Mythical Beast,04796100,"('Phantom Beast',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Chimera the Flying Mythical Beast,https://yugipedia.com/wiki/Chimera_the_Flying_Mythical_Beast,,2021-11-07 10:03:20,"('Name', 'Type')",WIND,Fusion Monster,1800,2100,6,Old
Chimera the Flying Mythical Beast,04796100,"('Chimera (series)', 'Phantom Beast')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Chimera the Flying Mythical Beast,https://yugipedia.com/wiki/Chimera_the_Flying_Mythical_Beast,,2023-04-20 15:44:08,"('Name', 'Type')",WIND,Fusion Monster,1800,2100,6,New
Chimera the Illusion Magical Beast,38264974,"('Chimera (series)',)","('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",,Unlimited,Chimera the Illusion Magical Beast,https://yugipedia.com/wiki/Chimera_the_Illusion_Magical_Beast,,2023-05-01 18:11:52,,DARK,Fusion Monster,2800,3100,8,New
Chimera the Phantom Beast King,01769875,"('Chimera (series)', 'Phantom Beast')","('Condition', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",,Unlimited,Chimera the Phantom Beast King,https://yugipedia.com/wiki/Chimera_the_Phantom_Beast_King,,2023-05-01 18:11:38,,WIND,Fusion Monster,1800,2100,6,New
Clear Wing Synchro Dragon,82044279,"('Clear Wing', 'Four Dimensional Dragons', 'Synchro (series)', 'Synchro Dragon')","('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,Clear Wing Synchro Dragon,https://yugipedia.com/wiki/Clear_Wing_Synchro_Dragon,"('Alternate',)",2023-01-03 01:20:24,"('Any',)",WIND,Synchro Monster,2000,2500,7,Old
Clear Wing Synchro Dragon,82044279,"('Clear Wing', 'Four Dimensional Dragons', 'Synchro (archetype)', 'Synchro Dragon')","('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,Clear Wing Synchro Dragon,https://yugipedia.com/wiki/Clear_Wing_Synchro_Dragon,"('Alternate',)",2023-04-19 12:34:16,"('Any',)",WIND,Synchro Monster,2000,2500,7,New
Click & Echo,02992467,,"('Condition', 'Continuous Effect', 'Trigger Effect')",,Unlimited,Click & Echo,https://yugipedia.com/wiki/Click_%26_Echo,,2023-04-27 02:16:56,,WATER,Effect Monster,2100,300,2,New
Cloudian - Nimbusman,20003527,"('Cloudian',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Cloudian - Nimbusman,https://yugipedia.com/wiki/Cloudian_-_Nimbusman,,2021-11-07 09:48:52,,WATER,Effect Monster,1000,1000,5,Old
Cloudian - Nimbusman,20003527,"('Cloudian',)","('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Cloudian - Nimbusman,https://yugipedia.com/wiki/Cloudian_-_Nimbusman,,2023-03-31 17:45:53,,WATER,Effect Monster,1000,1000,5,New
Code Hack,,,"('Continuous-like Effect', 'Quick-like Effect')",,Not yet released,Code Hack,https://yugipedia.com/wiki/Code_Hack,,2023-04-15 02:52:54,,,,,,,New
"Colorless, Chaos King of Dark World",,"('Dark World',)","('Continuous Effect', 'Quick Effect', 'Trigger Effect')",,Not yet released,"Colorless, Chaos King of Dark World","https://yugipedia.com/wiki/Colorless,_Chaos_King_of_Dark_World",,2023-04-14 20:41:25,,DARK,Fusion Monster,?,?,12,New
Combat Wheel,,,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')",,Not yet released,Combat Wheel,https://yugipedia.com/wiki/Combat_Wheel,,2023-04-14 20:46:14,,EARTH,Synchro Monster,1200,2500,6,New
Confitras de Nouvellez,,"('Nouvellez',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Not yet released,Confitras de Nouvellez,https://yugipedia.com/wiki/Confitras_de_Nouvellez,,2023-02-10 01:57:41,,DARK,Ritual Monster,1850,800,2,Old
Confitras de Nouvellez,53618197,"('Nouvellez',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,Confitras de Nouvellez,https://yugipedia.com/wiki/Confitras_de_Nouvellez,,2023-04-03 20:46:08,,DARK,Ritual Monster,1850,800,2,New
Constellar Tellarknights,10125011,"('Constellar', 'tellarknight')","('Condition', 'Effect', 'Ignition-like Effect')",Not yet released,Unlimited,Constellar Tellarknights,https://yugipedia.com/wiki/Constellar_Tellarknights,,2023-04-24 05:58:41,,,,,,,New
Continuous Destruction Punch,68057622,,"('Continuous-like Effect',)",Unlimited,Unlimited,Continuous Destruction Punch,https://yugipedia.com/wiki/Continuous_Destruction_Punch,,2022-12-27 13:11:00,"('Any',)",,,,,,Old
Continuous Destruction Punch,68057622,"('Counter (archetype)',)","('Continuous-like Effect',)",Unlimited,Unlimited,Continuous Destruction Punch,https://yugipedia.com/wiki/Continuous_Destruction_Punch,,2023-04-06 12:18:09,"('Any',)",,,,,,New
Cornfield Koator,92565383,"('Chimera (series)',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')",,Unlimited,Cornfield Koator,https://yugipedia.com/wiki/Cornfield_Koator,,2023-05-01 18:11:26,,WIND,Effect Monster,1700,500,4,New
Corrupted Gem of Rebellion - Snake Eye,24081957,,"('Condition', 'Effect')",,Unlimited,Corrupted Gem of Rebellion - Snake Eye,https://yugipedia.com/wiki/Corrupted_Gem_of_Rebellion_-_Snake_Eye,,2023-04-22 12:27:07,,,,,,,New
Cosmic Flare,84012625,"('Signature move',)","('Effect', 'Unclassified effect')",Unlimited,Unlimited,Cosmic Flare,https://yugipedia.com/wiki/Cosmic_Flare,,2022-11-12 17:51:17,"('Name',)",,,,,,Old
Cosmic Flare,84012625,"('Signature move',)","('Effect', 'Unclassified effect')",Unlimited,Unlimited,Cosmic Flare,https://yugipedia.com/wiki/Cosmic_Flare,,2023-03-18 09:03:24,,,,,,,New
Cosmic Quasar Dragon,,"('Cosmic Synchro Monster',)","('Condition', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",,Not yet released,Cosmic Quasar Dragon,https://yugipedia.com/wiki/Cosmic_Quasar_Dragon,,2023-02-21 16:03:26,,LIGHT,Synchro Monster,4000,4000,12,Old
Cosmic Quasar Dragon,37442336,"('Cosmic Synchro Monster',)","('Condition', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",,Unlimited,Cosmic Quasar Dragon,https://yugipedia.com/wiki/Cosmic_Quasar_Dragon,,2023-04-22 01:18:44,,LIGHT,Synchro Monster,4000,4000,12,New
Counter Cleaner,38834303,,"('Cost', 'Effect')",Unlimited,Unlimited,Counter Cleaner,https://yugipedia.com/wiki/Counter_Cleaner,,2020-03-20 11:50:27,,,,,,,Old
Counter Cleaner,38834303,"('Counter (archetype)',)","('Effect',)",Unlimited,Unlimited,Counter Cleaner,https://yugipedia.com/wiki/Counter_Cleaner,,2023-04-06 19:41:28,,,,,,,New
Counter Counter,42309337,,"('Effect',)",Unlimited,Unlimited,Counter Counter,https://yugipedia.com/wiki/Counter_Counter,,2020-03-20 11:50:37,"('Type',)",,,,,,Old
Counter Counter,42309337,"('Counter (archetype)',)","('Effect',)",Unlimited,Unlimited,Counter Counter,https://yugipedia.com/wiki/Counter_Counter,,2023-04-06 12:13:12,"('Type',)",,,,,,New
Counter Gate,94561645,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Counter Gate,https://yugipedia.com/wiki/Counter_Gate,,2020-01-29 19:30:09,,,,,,,Old
Counter Gate,94561645,"('Counter (archetype)',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Counter Gate,https://yugipedia.com/wiki/Counter_Gate,,2023-04-06 12:16:30,,,,,,,New
Counter Gem,11136371,"('Gem-',)","('Cost', 'Effect')",Unlimited,Unlimited,Counter Gem,https://yugipedia.com/wiki/Counter_Gem,,2022-12-01 14:55:32,"('Name',)",,,,,,Old
Counter Gem,11136371,"('Counter (archetype)', 'Gem-')","('Cost', 'Effect')",Unlimited,Unlimited,Counter Gem,https://yugipedia.com/wiki/Counter_Gem,,2023-04-06 12:17:03,"('Name',)",,,,,,New
Creeping Darkness,78811937,,"('Cost', 'Effect')",Unlimited,Unlimited,Creeping Darkness,https://yugipedia.com/wiki/Creeping_Darkness,"('Edited',)",2022-11-11 18:46:31,"('Any',)",,,,,,Old
Creeping Darkness,78811937,,"('Cost', 'Effect')",Unlimited,Unlimited,Creeping Darkness,https://yugipedia.com/wiki/Creeping_Darkness,"('Edited',)",2023-03-18 09:18:02,,,,,,,New
Cross Counter,37083210,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Cross Counter,https://yugipedia.com/wiki/Cross_Counter,"('Edited',)",2022-04-08 18:15:23,,,,,,,Old
Cross Counter,37083210,"('Counter (archetype)',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Cross Counter,https://yugipedia.com/wiki/Cross_Counter,"('Edited',)",2023-04-06 12:18:27,,,,,,,New
Crystal Clear Wing Synchro Dragon,59765225,"('Clear Wing', 'Synchro (series)', 'Synchro Dragon')","('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Crystal Clear Wing Synchro Dragon,https://yugipedia.com/wiki/Crystal_Clear_Wing_Synchro_Dragon,,2022-07-31 05:15:15,,WIND,Synchro Monster,2500,3000,10,Old
Crystal Clear Wing Synchro Dragon,59765225,"('Clear Wing', 'Synchro (archetype)', 'Synchro Dragon')","('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Crystal Clear Wing Synchro Dragon,https://yugipedia.com/wiki/Crystal_Clear_Wing_Synchro_Dragon,,2023-04-19 12:37:51,,WIND,Synchro Monster,2500,3000,10,New
Crystal Conclave,87259933,"('Crystal',)","('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Crystal Conclave,https://yugipedia.com/wiki/Crystal_Conclave,,2022-12-01 14:55:43,"('Any',)",,,,,,Old
Crystal Conclave,87259933,"('Crystal',)","('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Crystal Conclave,https://yugipedia.com/wiki/Crystal_Conclave,,2023-03-18 09:36:55,,,,,,,New
Crystal Master,87475570,"('Crystal',)","('Continuous-like Effect', 'Ignition Effect')",Unlimited,Unlimited,Crystal Master,https://yugipedia.com/wiki/Crystal_Master,,2022-12-01 14:59:20,"('Any',)",DARK,Effect Monster,1000,1300,3,Old
Crystal Master,87475570,"('Crystal',)","('Continuous-like Effect', 'Ignition Effect')",Unlimited,Unlimited,Crystal Master,https://yugipedia.com/wiki/Crystal_Master,,2023-03-16 03:55:11,,DARK,Effect Monster,1000,1300,3,New
Crystal Skull,07903368,,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,Crystal Skull,https://yugipedia.com/wiki/Crystal_Skull,,2022-11-18 12:13:25,,WATER,Effect Monster,0,0,1,Old
Crystal Skull,07903368,"('Ancient Treasure',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Crystal Skull,https://yugipedia.com/wiki/Crystal_Skull,,2023-04-12 07:23:55,,WATER,Effect Monster,0,0,1,New
Crystal Wing Synchro Dragon,50954680,"('Synchro (series)', 'Synchro Dragon')","('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Crystal Wing Synchro Dragon,https://yugipedia.com/wiki/Crystal_Wing_Synchro_Dragon,,2022-07-31 05:14:12,"('Any',)",WIND,Synchro Monster,2500,3000,8,Old
Crystal Wing Synchro Dragon,50954680,"('Synchro (archetype)', 'Synchro Dragon')","('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Crystal Wing Synchro Dragon,https://yugipedia.com/wiki/Crystal_Wing_Synchro_Dragon,,2023-04-19 12:32:38,"('Any',)",WIND,Synchro Monster,2500,3000,8,New
