Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,Level/Rank,DEF,Pendulum Scale,Link,Link Arrows,ATK
Acid Trap Hole,41356845,Trap Card,Normal Trap Card,"('Trap Hole (archetype)',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Acid_Trap_Hole,"('Alternate',)",2023-01-20 13:48:24,"('Name',)",,,,,,,,,,
Acidic Downpour,35956022,Spell Card,Field Spell Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Acidic_Downpour,,2021-11-06 15:23:35,,,,,,,,,,,
Acorno,21051977,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Acorno,,2021-11-06 15:24:17,,EARTH,Effect Monster,,Plant,1,400,,,,200
Acrobat Monkey,47372349,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Acrobat_Monkey,,2021-11-06 15:24:39,,EARTH,Normal Monster,,Machine,3,1800,,,,1000
Acrobatic Magician,33656832,Monster Card,,"('Magician',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Acrobatic_Magician,,2021-11-07 04:32:35,,DARK,Effect Monster,,Spellcaster,5,2300,2,,,800
Action Magic - Double Banking,35498188,Spell Card,Quick-Play Spell Card,,"('Cost', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Action_Magic_-_Double_Banking,,2020-01-21 04:43:39,,,,,,,,,,,
Action Magic - Full Turn,99004583,Spell Card,Quick-Play Spell Card,,"('Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Action_Magic_-_Full_Turn,,2020-01-21 04:50:23,,,,,,,,,,,
Ad Libitum of Despia,81555617,Monster Card,,"('Despia',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ad_Libitum_of_Despia,,2022-11-04 01:22:15,,DARK,Effect Monster,,Fairy,8,2000,,,,1500
Adamancipator Analyzer,11302671,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Analyzer,,2021-10-07 07:57:40,,EARTH,Effect Monster,"('Tuner monster',)",Rock,4,700,,,,1500
Adamancipator Crystal - Dragite,10286023,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Crystal_-_Dragite,,2023-02-09 17:48:39,,WATER,Effect Monster,,Rock,4,2200,,,,0
Adamancipator Crystal - Leonite,47897376,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Crystal_-_Leonite,,2023-02-09 17:46:24,,FIRE,Effect Monster,,Rock,4,2200,,,,0
Adamancipator Crystal - Raptite,74891384,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Crystal_-_Raptite,,2023-02-09 17:47:40,,WIND,Effect Monster,,Rock,4,2200,,,,0
Adamancipator Friends,99927991,Spell Card,Normal Spell Card,"('Adamancipator',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Friends,,2022-04-20 11:20:24,,,,,,,,,,,
Adamancipator Laputite,46552140,Spell Card,Field Spell Card,"('Adamancipator',)","('Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Laputite,,2023-02-09 17:55:17,,,,,,,,,,,
Adamancipator Relief,09341993,Trap Card,Normal Trap Card,"('Adamancipator',)","('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Relief,,2023-02-09 17:57:16,,,,,,,,,,,
Adamancipator Researcher,85914562,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Researcher,,2023-02-09 17:43:56,,EARTH,Effect Monster,"('Tuner monster',)",Rock,2,2100,,,,100
Adamancipator Resonance,45730592,Trap Card,Counter Trap Card,"('Adamancipator',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Resonance,,2023-02-09 17:58:06,,,,,,,,,,,
Adamancipator Risen - Dragite,09464441,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Risen_-_Dragite,,2021-10-07 07:36:18,,WATER,Synchro Monster,,Rock,8,2200,,,,3000
Adamancipator Risen - Leonite,47674738,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Risen_-_Leonite,,2023-02-09 17:49:50,,FIRE,Synchro Monster,,Rock,6,2200,,,,2400
Adamancipator Risen - Raptite,73079836,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Risen_-_Raptite,,2023-02-09 17:51:16,,WIND,Synchro Monster,,Rock,6,2800,,,,2200
Adamancipator Seeker,48519867,Monster Card,,"('Adamancipator',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Seeker,,2023-02-09 17:42:51,,EARTH,Effect Monster,"('Tuner monster',)",Rock,2,1000,,,,1200
Adamancipator Signs,72957245,Spell Card,Normal Spell Card,"('Adamancipator',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Adamancipator_Signs,,2023-02-09 17:56:15,,,,,,,,,,,
Additional Mirror Level 7,23812568,Spell Card,Quick-Play Spell Card,,"('Effect',)",,Unlimited,https://yugipedia.com/wiki/Additional_Mirror_Level_7,,2022-12-18 19:34:11,,,,,,,,,,,
Adhesion Trap Hole,62325062,Trap Card,Normal Trap Card,"('Trap Hole (archetype)',)","('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adhesion_Trap_Hole,,2022-08-27 15:04:42,"('Name',)",,,,,,,,,,
Adhesive Explosive,53828396,Monster Card,,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Adhesive_Explosive,,2020-11-15 04:46:04,,WIND,Effect Monster,,Machine,3,1000,,,,1000
"Adreus, Keeper of Armageddon",94119480,Monster Card,,"('Keeper',)","('Ignition Effect',)",Unlimited,Unlimited,"https://yugipedia.com/wiki/Adreus,_Keeper_of_Armageddon",,2021-11-06 16:01:56,,DARK,Xyz Monster,,Fiend,5,1700,,,,2600
Adularia of the June Moon,15464375,Monster Card,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",,Unlimited,https://yugipedia.com/wiki/Adularia_of_the_June_Moon,,2023-02-10 02:35:34,,WATER,Effect Monster,,Spellcaster,5,1000,,,,1000
Advance Draw,51630558,Spell Card,Normal Spell Card,,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advance_Draw,,2022-04-27 14:46:32,,,,,,,,,,,
Advance Force,38589847,Spell Card,Continuous Spell Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Advance_Force,,2022-04-27 14:46:49,,,,,,,,,,,
Advance Zone,76224717,Spell Card,Continuous Spell Card,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Advance_Zone,,2021-02-03 18:16:11,,,,,,,,,,,
Advanced Crystal Beast Amber Mammoth,18847598,Monster Card,,"('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')","('Continuous Effect', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Amber_Mammoth,,2022-11-18 12:11:22,,EARTH,Effect Monster,,Beast,4,1600,,,,1700
Advanced Crystal Beast Amethyst Cat,19963185,Monster Card,,"('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')","('Continuous Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Amethyst_Cat,,2022-11-18 12:10:54,,EARTH,Effect Monster,,Beast,3,400,,,,1200
Advanced Crystal Beast Cobalt Eagle,45236142,Monster Card,,"('Advanced Crystal Beast', 'Crystal', 'Crystal Beast', 'Field Searcher')","('Continuous Effect', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Cobalt_Eagle,,2022-11-18 12:11:29,,WIND,Effect Monster,,Winged Beast,4,800,,,,1400
Advanced Crystal Beast Emerald Tortoise,46358784,Monster Card,,"('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')","('Continuous Effect', 'Quick Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Emerald_Tortoise,,2022-11-18 12:11:02,,WATER,Effect Monster,,Aqua,3,2000,,,,600
Advanced Crystal Beast Ruby Carbuncle,83575471,Monster Card,,"('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')","('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Ruby_Carbuncle,,2022-11-18 12:10:40,,LIGHT,Effect Monster,,Fairy,3,300,,,,300
Advanced Crystal Beast Sapphire Pegasus,71620241,Monster Card,,"('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')","('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Sapphire_Pegasus,,2022-11-18 12:11:39,,WIND,Effect Monster,,Beast,4,1200,,,,1800
Advanced Crystal Beast Topaz Tiger,72843899,Monster Card,,"('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')","('Continuous Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Topaz_Tiger,,2022-11-18 12:11:13,,EARTH,Effect Monster,,Beast,4,1000,,,,1600
Advanced Dark,12644061,Spell Card,Field Spell Card,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Dark,,2022-12-01 14:56:47,,,,,,,,,,,
Advanced Heraldry Art,61314842,Spell Card,Normal Spell Card,"('Heraldry',)","('Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Heraldry_Art,,2022-11-20 14:15:50,"('Name',)",,,,,,,,,,
Advanced Ritual Art,46052429,Spell Card,Ritual Spell Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Advanced_Ritual_Art,,2022-08-14 09:26:14,,,,,,,,,,,
Aegaion the Sea Castrum,10678778,Monster Card,,,"('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aegaion_the_Sea_Castrum,,2021-03-08 05:12:46,,WATER,Xyz Monster,,Machine,8,3000,,,,?
Aegis of Gaia,47060347,Trap Card,Continuous Trap Card,,"('Continuous-like Effect', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aegis_of_Gaia,,2022-04-20 12:16:45,,,,,,,,,,,
Aegis of the Ocean Dragon Lord,07935043,Trap Card,Normal Trap Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Aegis_of_the_Ocean_Dragon_Lord,,2022-04-27 14:47:19,,,,,,,,,,,
Aerial Recharge,70875955,Trap Card,Continuous Trap Card,,"('Maintenance cost', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aerial_Recharge,,2022-10-18 16:25:56,,,,,,,,,,,
Aeropixthree,83094004,Monster Card,,,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aeropixthree,,2022-09-15 23:26:38,,WIND,Effect Monster,"('Tuner monster',)",Fairy,1,200,,,,200
"Aether, the Empowering Dragon",56804361,Monster Card,,"('Aether', 'Empower')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Aether,_the_Empowering_Dragon",,2020-03-12 23:41:06,,LIGHT,Effect Monster,,Dragon,6,1600,,,,2300
"Aether, the Evil Empowering Dragon",28865322,Monster Card,,"('Aether', 'Empower')","('Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Aether,_the_Evil_Empowering_Dragon",,2020-03-12 23:41:38,,DARK,Effect Monster,,Dragon,6,1600,4,,,2300
After the Storm,82263578,Spell Card,Normal Spell Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/After_the_Storm,,2022-04-20 11:54:36,,,,,,,,,,,
After the Struggle,25345186,Spell Card,Normal Spell Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/After_the_Struggle,,2022-04-19 23:46:31,"('Name', 'Type')",,,,,,,,,,
Afterglow,43575579,Spell Card,Normal Spell Card,,"('Condition', 'Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Afterglow,,2020-10-06 16:59:10,,,,,,,,,,,
Against the Wind,64952266,Spell Card,Normal Spell Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Against_the_Wind,,2022-10-20 14:03:28,,,,,,,,,,,
Agave Dragon,02411269,Monster Card,,,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Agave_Dragon,,2020-03-12 23:42:41,,EARTH,Link Monster,,Wyrm,,,,4,"('↙', '↘', '←', '→')",3000
"Aggiba, the Malevolent Sh'nn S'yo",,Monster Card,,"('Match winner',)","('Condition', 'Summoning condition')",Illegal,Illegal,"https://yugipedia.com/wiki/Aggiba,_the_Malevolent_Sh%27nn_S%27yo",,2023-02-16 11:11:14,,LIGHT,Effect Monster,,Fiend,10,3000,,,,3000
Agido,16135253,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Agido,,2022-04-13 12:40:39,,EARTH,Effect Monster,,Fairy,4,1300,,,,1500
Agido the Ancient Sentinel,62320425,Monster Card,,"('Exchange of the Spirit (series)',)","('Condition', 'Trigger Effect')",Limited,Limited,https://yugipedia.com/wiki/Agido_the_Ancient_Sentinel,,2022-11-04 07:10:04,,EARTH,Effect Monster,,Fairy,4,1300,,,,1500
"Ahrima, the Wicked Warden",86377375,Monster Card,,"('Field Searcher',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Ahrima,_the_Wicked_Warden",,2021-11-01 01:08:41,"('Name',)",DARK,Effect Monster,,Fiend,4,0,,,,1700
Aileron,96084564,Monster Card,,"('Sky Striker',)","('Condition', 'Continuous-like Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aileron,,2022-11-04 07:06:26,,WIND,Effect Monster,,Machine,1,0,,,,0
Air Armor Ninja,69023354,Monster Card,,"('Armor Ninja', 'Ninja')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Air_Armor_Ninja,,2023-01-03 20:23:02,,WIND,Effect Monster,,Warrior,4,1400,,,,1400
Air Cracking Storm,98864751,Spell Card,Equip Spell Card,,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Air_Cracking_Storm,,2021-04-06 17:14:43,,,,,,,,,,,
Air Eater,08353769,Monster Card,,,,,Unlimited,https://yugipedia.com/wiki/Air_Eater,,2021-11-06 15:26:11,,WIND,Normal Monster,,Fiend,6,1600,,,,2100
Airknight Parshath,18036057,Monster Card,,"('Parshath',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Airknight_Parshath,,2022-04-24 04:03:35,,LIGHT,Effect Monster,,Fairy,5,1400,,,,1900
Airorca,84747429,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Airorca,,2020-10-31 04:59:31,,WIND,Effect Monster,,Sea Serpent,3,300,,,,1400
Aitsu,48202661,Monster Card,,"('itsu',)",,Unlimited,Unlimited,https://yugipedia.com/wiki/Aitsu,,2021-11-06 15:26:34,,FIRE,Normal Monster,,Fairy,5,100,,,,100
"Aiwass, the Magistus Spell Spirit",35877582,Monster Card,,"('Magistus',)","('Condition', 'Continuous-like Effect', 'Quick Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Aiwass,_the_Magistus_Spell_Spirit",,2022-10-02 13:36:04,,WIND,Fusion Monster,,Fiend,8,2800,,,,2000
Akakieisu,38035986,Monster Card,,,,,Unlimited,https://yugipedia.com/wiki/Akakieisu,,2021-11-06 16:04:05,,DARK,Normal Monster,,Spellcaster,3,800,,,,1000
Akashic Magician,28776350,Monster Card,,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Akashic_Magician,,2022-04-20 02:34:11,,DARK,Link Monster,,Spellcaster,,,,2,"('↓', '↑')",1700
Akihiron,36904469,Monster Card,,,,,Unlimited,https://yugipedia.com/wiki/Akihiron,,2021-11-06 15:27:02,,WATER,Normal Monster,,Aqua,5,1400,,,,1700
"Akz, the Pumer",38837163,Monster Card,,,"('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Akz,_the_Pumer",,2021-11-06 16:04:26,,EARTH,Effect Monster,,Beast-Warrior,6,1000,,,,1500
Al-Lumi'raj,25795273,Monster Card,,,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Al-Lumi%27raj,,2020-11-15 04:48:56,,WIND,Effect Monster,"('Tuner monster',)",Wyrm,3,1000,,,,1600
Alba-Lenatus the Abyss Dragon,03410461,Monster Card,,"('Albaz Dragon',)","('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Alba-Lenatus_the_Abyss_Dragon,,2022-05-19 23:10:25,,DARK,Fusion Monster,,Dragon,8,2500,,,,2500
Albaz the Ashen,37683547,Monster Card,,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Albaz_the_Ashen,,2022-08-13 10:49:03,,DARK,Effect Monster,,Dragon,4,0,,,,1800
Albaz the Shrouded,,Counter,,,,Legal,Legal,https://yugipedia.com/wiki/Albaz_the_Shrouded,,2022-04-16 11:51:55,,,,,,,,,,,
Albion the Branded Dragon,87746184,Monster Card,,"('Albaz Dragon', 'Branded')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Albion_the_Branded_Dragon,,2022-09-14 13:28:50,,DARK,Fusion Monster,,Dragon,8,2000,,,,2500
Albion the Incandescent Dragon,38811586,Monster Card,,"('Albaz Dragon',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')",,Unlimited,https://yugipedia.com/wiki/Albion_the_Incandescent_Dragon,,2023-01-14 01:45:37,,LIGHT,Fusion Monster,,Dragon,8,2500,,,,3000
Albion the Shrouded Dragon,25451383,Monster Card,,,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Albion_the_Shrouded_Dragon,,2022-09-14 13:12:00,,DARK,Effect Monster,,Dragon,8,2000,,,,2500
Alchemic Magician,65301952,Monster Card,,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Alchemic_Magician,,2022-04-20 11:45:58,,DARK,Xyz Monster,,Spellcaster,4,1500,,,,1500
Alchemist of Black Spells,78121572,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Alchemist_of_Black_Spells,,2021-11-06 16:05:07,,WIND,Effect Monster,,Spellcaster,4,1800,,,,1200
Alchemy Cycle,65384019,Trap Card,Normal Trap Card,,"('Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Alchemy_Cycle,,2021-11-06 15:27:47,,,,,,,,,,,
"Alector, Sovereign of Birds",17573739,Monster Card,,,"('Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Alector,_Sovereign_of_Birds",,2022-04-27 16:38:19,,WIND,Effect Monster,,Winged Beast,6,2000,,,,2400
"Aleirtt, the Ogdoadic Dark",98787535,Monster Card,,"('Ogdoadic',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Aleirtt,_the_Ogdoadic_Dark",,2021-12-15 01:40:08,,DARK,Effect Monster,,Reptile,8,800,,,,2000
Aleister the Invoker,86120751,Monster Card,,,"('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aleister_the_Invoker,"('Alternate',)",2022-10-29 14:03:11,,DARK,Effect Monster,,Spellcaster,4,1800,,,,1000
Aleister the Invoker of Madness,97973962,Monster Card,,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aleister_the_Invoker_of_Madness,,2023-02-18 02:34:20,,DARK,Link Monster,,Spellcaster,,,,2,"('↙', '↘')",1800
Alexandrite Dragon,43096270,Monster Card,,"('Gem Dragon',)",,Unlimited,Unlimited,https://yugipedia.com/wiki/Alexandrite_Dragon,,2023-01-03 00:35:31,,LIGHT,Normal Monster,,Dragon,4,100,,,,2000
Alghoul Mazera,45154513,Monster Card,,"('Zera', 'Zombie counterpart')","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Alghoul_Mazera,,2022-11-04 01:16:56,,EARTH,Effect Monster,,Zombie,8,2300,,,,2800
"Alice, Lady of Lament",14504454,Monster Card,,"('Lady of Lament',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Alice,_Lady_of_Lament",,2022-04-20 03:11:11,,DARK,Effect Monster,,Fiend,3,2000,,,,0
"Alich, Malebranche of the Burning Abyss",47728740,Monster Card,,"('Burning Abyss',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Alich,_Malebranche_of_the_Burning_Abyss",,2022-07-09 04:14:11,,DARK,Effect Monster,,Fiend,3,0,,,,1200
Alien Ammonite,00652362,Monster Card,,"('Alien',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Alien_Ammonite,,2022-05-05 14:42:50,"('Type',)",LIGHT,Effect Monster,"('Tuner monster',)",Reptile,1,200,,,,500
Alien Brain,17490535,Trap Card,Normal Trap Card,"('Alien',)","('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Alien_Brain,,2022-04-27 14:47:50,,,,,,,,,,,
Alien Dog,15475415,Monster Card,,"('Alien',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Alien_Dog,,2022-04-27 14:48:08,,LIGHT,Effect Monster,,Reptile,3,1000,,,,1500
Alien Grey,62437709,Monster Card,,"('Alien',)","('Continuous Effect', 'Flip effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Alien_Grey,,2021-11-06 16:06:29,,LIGHT,Effect Monster,"('Flip monster',)",Reptile,2,800,,,,300
Alien Hunter,62315111,Monster Card,,"('Alien',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Alien_Hunter,,2021-11-06 16:06:47,,WATER,Effect Monster,,Reptile,4,800,,,,1600
Alien Hypno,38468214,Monster Card,,"('Alien',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Alien_Hypno,,2021-11-06 16:07:07,,WATER,Effect Monster,"('Gemini monster',)",Reptile,4,700,,,,1600
Alien Infiltrator,76573247,Monster Card,,"('Alien',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Alien_Infiltrator,,2021-11-06 16:07:30,,EARTH,Effect Monster,,Reptile,2,500,,,,800
