Name,Password,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Primary type,DEF,ATK,Page name,Version
Alpha Summon,73355951,"('Effect',)",,Unlimited,https://yugipedia.com/wiki/Alpha_Summon,,2022-11-05 16:08:02,,,,,,Old
Alpha Summon,73355951,"('Effect',)",,Unlimited,https://yugipedia.com/wiki/Alpha_Summon,,2023-02-18 03:29:45,,,,,Alpha Summon,New
"Alpha, the Master of Beasts",73304257,"('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Alpha,_the_Master_of_Beasts",,2023-02-03 20:24:36,,Effect Monster,2500,3000,,Old
"Alpha, the Master of Beasts",73304257,"('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Alpha,_the_Master_of_Beasts",,2023-02-18 13:55:48,,Effect Monster,2500,3000,"Alpha, the Master of Beasts",New
Altergeist Hexstia,01508649,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Altergeist_Hexstia,,2022-08-09 03:14:10,,Link Monster,,1500,,Old
Altergeist Hexstia,01508649,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Altergeist_Hexstia,,2022-08-09 03:14:10,"('Any',)",Link Monster,,1500,Altergeist Hexstia,New
Altergeist Manifestation,35146019,"('Condition', 'Continuous-like Effect', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Altergeist_Manifestation,,2022-04-20 02:34:55,,,,,,Old
Altergeist Manifestation,35146019,"('Condition', 'Continuous-like Effect', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Altergeist_Manifestation,,2022-04-20 02:34:55,"('Any',)",,,,Altergeist Manifestation,New
Altergeist Protocol,27541563,"('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Altergeist_Protocol,,2022-04-20 02:37:29,,,,,,Old
Altergeist Protocol,27541563,"('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Altergeist_Protocol,,2022-04-20 02:37:29,"('Any',)",,,,Altergeist Protocol,New
Altitude Knight,27632240,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Altitude_Knight,,2021-02-03 22:26:03,,Effect Monster,1200,1400,,Old
Altitude Knight,27632240,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Altitude_Knight,,2021-02-03 22:26:03,"('Any',)",Effect Monster,1200,1400,Altitude Knight,New
Aluber the Dogmatic,,,Legal,Legal,https://yugipedia.com/wiki/Aluber_the_Dogmatic,,2022-07-04 09:51:18,,Monster Token,,,Aluber the Dogmatic,New
Aluber the Jester of Despia,62962630,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aluber_the_Jester_of_Despia,,2022-10-07 21:58:44,,Effect Monster,0,1800,,Old
Aluber the Jester of Despia,62962630,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Aluber_the_Jester_of_Despia,,2023-02-17 16:16:03,"('Any',)",Effect Monster,0,1800,Aluber the Jester of Despia,New
Amaze Attraction Majestic Merry-Go-Round,29867611,"('Continuous-like Effect', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amaze_Attraction_Majestic_Merry-Go-Round,,2023-02-09 12:48:58,,,,,,Old
Amaze Attraction Majestic Merry-Go-Round,29867611,"('Continuous-like Effect', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amaze_Attraction_Majestic_Merry-Go-Round,,2023-02-09 12:48:58,"('Any',)",,,,Amaze Attraction Majestic Merry-Go-Round,New
Amazon of the Seas,17968114,,Unlimited,Unlimited,https://yugipedia.com/wiki/Amazon_of_the_Seas,"('Edited',)",2023-01-01 20:29:58,,Normal Monster,1400,1300,,Old
Amazon of the Seas,17968114,,Unlimited,Unlimited,https://yugipedia.com/wiki/Amazon_of_the_Seas,"('Edited',)",2023-01-01 20:29:58,"('Any',)",Normal Monster,1400,1300,Amazon of the Seas,New
Amazoness Blowpiper,73574678,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Blowpiper,,2022-04-20 11:41:27,,Effect Monster,1500,800,,Old
Amazoness Blowpiper,73574678,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Blowpiper,,2022-04-20 11:41:27,"('Any',)",Effect Monster,1500,800,Amazoness Blowpiper,New
Amazoness Chain Master,29654737,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Chain_Master,,2022-06-26 13:03:54,,Effect Monster,1300,1500,,Old
Amazoness Chain Master,29654737,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Chain_Master,,2022-06-26 13:03:54,"('Any',)",Effect Monster,1300,1500,Amazoness Chain Master,New
Amazoness Empress,04591250,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Empress,"('Edited',)",2023-01-12 11:21:18,,Fusion Monster,2400,2800,,Old
Amazoness Empress,04591250,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Empress,"('Edited',)",2023-01-12 11:21:18,"('Any',)",Fusion Monster,2400,2800,Amazoness Empress,New
Amazoness Fighter,55821894,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Fighter,,2022-04-20 12:01:50,,Effect Monster,1300,1500,,Old
Amazoness Fighter,55821894,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Fighter,,2022-04-20 12:01:50,"('Any',)",Effect Monster,1300,1500,Amazoness Fighter,New
Amazoness Heirloom,79965360,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Heirloom,,2020-11-15 05:01:05,,,,,,Old
Amazoness Heirloom,79965360,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Heirloom,,2020-11-15 05:01:05,"('Any',)",,,,Amazoness Heirloom,New
Amazoness Sage,53162898,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Sage,,2023-01-30 12:27:41,,Effect Monster,700,1400,,Old
Amazoness Sage,53162898,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Sage,,2023-01-30 12:27:41,"('Any',)",Effect Monster,700,1400,Amazoness Sage,New
Amazoness Scouts,71209500,"('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Scouts,"('Edited',)",2023-01-12 11:19:30,,Effect Monster,1100,500,,Old
Amazoness Scouts,71209500,"('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Scouts,"('Edited',)",2023-01-12 11:19:30,"('Any',)",Effect Monster,1100,500,Amazoness Scouts,New
Amazoness Shamanism,06459419,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Shamanism,,2022-11-01 15:35:27,,,,,,Old
Amazoness Shamanism,06459419,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Shamanism,,2022-11-01 15:35:27,"('Any',)",,,,Amazoness Shamanism,New
Amazoness Tiger,10979723,"('Continuous Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Tiger,,2022-09-13 08:20:31,,Effect Monster,1500,1100,,Old
Amazoness Tiger,10979723,"('Continuous Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Tiger,,2022-09-13 08:20:31,"('Any',)",Effect Monster,1500,1100,Amazoness Tiger,New
Amazoness Trainee,89567993,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Trainee,,2022-04-20 12:43:13,,Effect Monster,1300,1500,,Old
Amazoness Trainee,89567993,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Trainee,,2022-04-20 12:43:13,"('Any',)",Effect Monster,1300,1500,Amazoness Trainee,New
Amazoness Village,00712559,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Village,,2022-04-20 02:46:09,,,,,,Old
Amazoness Village,00712559,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amazoness_Village,,2022-04-20 02:46:09,"('Any',)",,,,Amazoness Village,New
Ambitious Gofer,41224658,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ambitious_Gofer,,2021-11-06 16:20:21,,Effect Monster,100,2400,,Old
Ambitious Gofer,41224658,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ambitious_Gofer,,2021-11-06 16:20:21,"('Any',)",Effect Monster,100,2400,Ambitious Gofer,New
Ambulance Rescueroid,98927491,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ambulance_Rescueroid,,2023-01-03 20:27:26,,Fusion Monster,1800,2300,,Old
Ambulance Rescueroid,98927491,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ambulance_Rescueroid,,2023-01-03 20:27:26,"('Any',)",Fusion Monster,1800,2300,Ambulance Rescueroid,New
Ambulanceroid,36378213,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ambulanceroid,,2023-01-03 20:37:56,,Effect Monster,1200,300,,Old
Ambulanceroid,36378213,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ambulanceroid,,2023-01-03 20:37:56,"('Any',)",Effect Monster,1200,300,Ambulanceroid,New
Ameba,95174353,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ameba,,2022-04-24 04:03:53,,Effect Monster,350,300,,Old
Ameba,95174353,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ameba,,2022-04-24 04:03:53,"('Any',)",Effect Monster,350,300,Ameba,New
"Amorphactor Pain, the Imagination Dracoverlord",98287529,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Amorphactor_Pain,_the_Imagination_Dracoverlord",,2022-02-05 00:25:00,,Ritual Monster,2500,2950,,Old
"Amorphactor Pain, the Imagination Dracoverlord",98287529,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Amorphactor_Pain,_the_Imagination_Dracoverlord",,2022-02-05 00:25:00,"('Any',)",Ritual Monster,2500,2950,"Amorphactor Pain, the Imagination Dracoverlord",New
Amorphage Goliath,69072185,"('Continuous Effect', 'Continuous-like Effect', 'Maintenance cost')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amorphage_Goliath,,2020-03-13 00:42:45,,Effect Monster,0,2750,,Old
Amorphage Goliath,69072185,"('Continuous Effect', 'Continuous-like Effect', 'Maintenance cost')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amorphage_Goliath,,2020-03-13 00:42:45,"('Any',)",Effect Monster,0,2750,Amorphage Goliath,New
Amorphous Persona,23160024,"('Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amorphous_Persona,,2022-07-24 10:09:47,,,,,,Old
Amorphous Persona,23160024,"('Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amorphous_Persona,,2022-07-24 10:09:47,"('Any',)",,,,Amorphous Persona,New
Amphibious Bugroth,40173854,,Unlimited,Unlimited,https://yugipedia.com/wiki/Amphibious_Bugroth,,2022-04-27 14:48:37,,Fusion Monster,1300,1850,,Old
Amphibious Bugroth,40173854,,Unlimited,Unlimited,https://yugipedia.com/wiki/Amphibious_Bugroth,,2022-04-27 14:48:37,"('Any',)",Fusion Monster,1300,1850,Amphibious Bugroth,New
Amphibious Bugroth MK-3,64342551,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amphibious_Bugroth_MK-3,,2022-01-05 15:15:20,,Effect Monster,1300,1500,,Old
Amphibious Bugroth MK-3,64342551,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Amphibious_Bugroth_MK-3,,2022-01-05 15:15:20,"('Any',)",Effect Monster,1300,1500,Amphibious Bugroth MK-3,New
Amplifier,00303660,"('Condition', 'Continuous-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amplifier,,2023-02-05 10:11:20,"('Name',)",,,,,Old
Amplifier,00303660,"('Condition', 'Continuous-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amplifier,,2023-02-19 14:41:56,"('Name',)",,,,Amplifier,New
Amulet Dragon,75380687,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amulet_Dragon,,2022-07-09 00:42:55,,Fusion Monster,2500,2900,,Old
Amulet Dragon,75380687,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amulet_Dragon,,2022-07-09 00:42:55,"('Any',)",Fusion Monster,2500,2900,Amulet Dragon,New
Amulet of Ambition,05183693,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amulet_of_Ambition,,2021-04-16 15:30:46,,,,,,Old
Amulet of Ambition,05183693,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Amulet_of_Ambition,,2021-04-16 15:30:46,"('Any',)",,,,Amulet of Ambition,New
An Owl of Luck,23927567,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/An_Owl_of_Luck,,2021-11-07 17:38:09,,Effect Monster,500,300,,Old
An Owl of Luck,23927567,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/An_Owl_of_Luck,,2021-11-07 17:38:09,"('Any',)",Effect Monster,500,300,An Owl of Luck,New
Anarchist Monk Ranshin,58324930,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Anarchist_Monk_Ranshin,,2022-06-03 13:57:42,,Effect Monster,100,1800,,Old
Anarchist Monk Ranshin,58324930,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Anarchist_Monk_Ranshin,,2022-06-03 13:57:42,"('Any',)",Effect Monster,100,1800,Anarchist Monk Ranshin,New
Ancient City - Rainbow Ruins,34487429,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_City_-_Rainbow_Ruins,,2022-12-01 14:57:55,,,,,,Old
Ancient City - Rainbow Ruins,34487429,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_City_-_Rainbow_Ruins,,2022-12-01 14:57:55,"('Any',)",,,,Ancient City - Rainbow Ruins,New
Ancient Dragon,38520918,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Dragon,,2021-11-06 15:35:19,,Effect Monster,1300,1400,,Old
Ancient Dragon,38520918,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Dragon,,2021-11-06 15:35:19,"('Any',)",Effect Monster,1300,1400,Ancient Dragon,New
Ancient Fairy Dragon,25862681,"('Condition', 'Ignition Effect')",Forbidden,Limited,https://yugipedia.com/wiki/Ancient_Fairy_Dragon,,2023-01-25 10:40:26,"('Type',)",Synchro Monster,3000,2100,,Old
Ancient Fairy Dragon,25862681,"('Condition', 'Ignition Effect')",Forbidden,Limited,https://yugipedia.com/wiki/Ancient_Fairy_Dragon,,2023-02-18 14:09:15,"('Type',)",Synchro Monster,3000,2100,Ancient Fairy Dragon,New
Ancient Flamvell Deity,26304459,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Flamvell_Deity,,2022-03-11 20:28:07,,Synchro Monster,200,2500,,Old
Ancient Flamvell Deity,26304459,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Flamvell_Deity,,2022-03-11 20:28:07,"('Any',)",Synchro Monster,200,2500,Ancient Flamvell Deity,New
Ancient Forest,87624166,"('Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Forest,,2022-05-14 06:11:31,,,,,,Old
Ancient Forest,87624166,"('Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Forest,,2022-05-14 06:11:31,"('Any',)",,,,Ancient Forest,New
Ancient Gear Cannon,80045583,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Cannon,"('Edited',)",2023-01-16 13:06:42,,Effect Monster,500,500,,Old
Ancient Gear Cannon,80045583,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Cannon,"('Edited',)",2023-01-16 13:06:42,"('Any',)",Effect Monster,500,500,Ancient Gear Cannon,New
Ancient Gear Castle,92001300,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Castle,"('Edited',)",2023-01-16 13:23:55,,,,,,Old
Ancient Gear Castle,92001300,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Castle,"('Edited',)",2023-01-16 13:23:55,"('Any',)",,,,Ancient Gear Castle,New
Ancient Gear Catapult,44052074,"('Activation condition', 'Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Catapult,,2022-12-21 02:01:10,,,,,,Old
Ancient Gear Catapult,44052074,"('Activation condition', 'Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Catapult,,2022-12-21 02:01:10,"('Any',)",,,,Ancient Gear Catapult,New
Ancient Gear Drill,67829249,"('Activation condition', 'Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Drill,,2021-11-06 15:36:02,,,,,,Old
Ancient Gear Drill,67829249,"('Activation condition', 'Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Drill,,2021-11-06 15:36:02,"('Any',)",,,,Ancient Gear Drill,New
Ancient Gear Explosive,04446672,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Explosive,,2023-01-03 20:30:41,,,,,,Old
Ancient Gear Explosive,04446672,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Explosive,,2023-01-03 20:30:41,"('Any',)",,,,Ancient Gear Explosive,New
Ancient Gear Factory,30435145,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Factory,,2023-01-03 20:44:34,,,,,,Old
Ancient Gear Factory,30435145,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Factory,,2023-01-03 20:44:34,"('Any',)",,,,Ancient Gear Factory,New
Ancient Gear Fist,40830387,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Fist,,2022-12-27 13:56:44,,,,,,Old
Ancient Gear Fist,40830387,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Fist,,2022-12-27 13:56:44,"('Any',)",,,,Ancient Gear Fist,New
Ancient Gear Gadget,18486927,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Gadget,,2022-12-21 01:57:57,,Effect Monster,2000,500,,Old
Ancient Gear Gadget,18486927,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Gadget,,2022-12-21 01:57:57,"('Any',)",Effect Monster,2000,500,Ancient Gear Gadget,New
Ancient Gear Hydra,81269231,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Hydra,,2022-12-21 01:59:45,,Effect Monster,1700,2700,,Old
Ancient Gear Hydra,81269231,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Hydra,,2022-12-21 01:59:45,"('Any',)",Effect Monster,1700,2700,Ancient Gear Hydra,New
Ancient Gear Reactor Dragon,44874522,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Reactor_Dragon,,2022-12-21 01:58:26,,Effect Monster,3000,3000,,Old
Ancient Gear Reactor Dragon,44874522,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Reactor_Dragon,,2022-12-21 01:58:26,"('Any',)",Effect Monster,3000,3000,Ancient Gear Reactor Dragon,New
Ancient Gear Tank,37457534,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Tank,,2021-11-06 16:24:20,,,,,,Old
Ancient Gear Tank,37457534,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Tank,,2021-11-06 16:24:20,"('Any',)",,,,Ancient Gear Tank,New
Ancient Gear Workshop,59811955,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Workshop,,2020-10-07 23:43:07,,,,,,Old
Ancient Gear Workshop,59811955,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Workshop,,2020-10-07 23:43:07,"('Any',)",,,,Ancient Gear Workshop,New
Ancient Gear Wyvern,17663375,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Wyvern,,2022-09-30 15:49:41,,Effect Monster,1200,1700,,Old
Ancient Gear Wyvern,17663375,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Gear_Wyvern,,2022-09-30 15:49:41,"('Any',)",Effect Monster,1200,1700,Ancient Gear Wyvern,New
Ancient Rules,10667321,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Ancient_Rules,,2021-01-20 20:19:04,,,,,,Old
