Name,Card type,Property,Archseries,Attribute,Primary type,Monster type,Effect type,Level/Rank,DEF,Legend,Maximum mode,ATK,MAXIMUM ATK,Page name,Page URL,Artwork,Modification date
Beast Gear Emperor Glider Fox,Monster Card,,"('Beast Gear',)",EARTH,Effect Monster,Beast-Warrior,"('Effect',)",7,1500,False,False,2400,,Beast Gear Emperor Glider Fox,https://yugipedia.com/wiki/Beast_Gear_Emperor_Glider_Fox,,2022-11-26 13:43:18
Beast Gear Gyro Jackal,Monster Card,,"('Beast Gear',)",WIND,Normal Monster,Beast-Warrior,,3,800,False,False,1100,,Beast Gear Gyro Jackal,https://yugipedia.com/wiki/Beast_Gear_Gyro_Jackal,,2022-09-21 03:46:01
Beast Gear King Convoy Liogon,Monster Card,,"('Beast Gear',)",EARTH,Effect Monster,Beast-Warrior,"('Effect',)",8,2000,False,False,2300,,Beast Gear King Convoy Liogon,https://yugipedia.com/wiki/Beast_Gear_King_Convoy_Liogon,,2022-10-20 07:36:40
Beast Gear Moto Wolf,Monster Card,,"('Beast Gear',)",EARTH,Normal Monster,Beast-Warrior,,4,400,False,False,1400,,Beast Gear Moto Wolf,https://yugipedia.com/wiki/Beast_Gear_Moto_Wolf,,2022-09-21 03:47:19
Beast Gear Sage Roller Stag,Monster Card,,"('Beast Gear',)",EARTH,Effect Monster,Beast-Warrior,"('Effect',)",7,2400,False,False,1700,,Beast Gear Sage Roller Stag,https://yugipedia.com/wiki/Beast_Gear_Sage_Roller_Stag,,2022-11-17 12:10:07
Beast Gear Secret Art - Primal Fist,Trap Card,Normal Trap Card,"('Beast Gear',)",,,,"('Effect',)",,,False,False,,,Beast Gear Secret Art - Primal Fist,https://yugipedia.com/wiki/Beast_Gear_Secret_Art_-_Primal_Fist,,2022-09-21 05:44:38
Beast Gear Side Fennec,Monster Card,,"('Beast Gear',)",EARTH,Effect Monster,Beast-Warrior,"('Effect',)",4,1000,False,False,1000,,Beast Gear Side Fennec,https://yugipedia.com/wiki/Beast_Gear_Side_Fennec,,2023-02-04 14:23:32
Beast Gear Trike Fox,Monster Card,,"('Beast Gear',)",EARTH,Effect Monster,Beast-Warrior,"('Effect',)",2,900,False,False,400,,Beast Gear Trike Fox,https://yugipedia.com/wiki/Beast_Gear_Trike_Fox,,2022-10-20 07:36:56
Beast Summoner,Monster Card,,,DARK,Effect Monster,Spellcaster,"('Effect',)",4,700,False,False,900,,Beast Summoner,https://yugipedia.com/wiki/Beast_Summoner,,2022-10-20 07:09:16
Beast Swords - Tiger Sabre,Spell Card,Equip Spell Card,,,,,"('Effect',)",,,False,False,,,Beast Swords - Tiger Sabre,https://yugipedia.com/wiki/Beast_Swords_-_Tiger_Sabre,,2023-02-04 14:18:16
Beautiful Bird Burst,Trap Card,Normal Trap Card,"('Beautiful Bird',)",,,,,,,False,False,,,Beautiful Bird Burst,https://yugipedia.com/wiki/Beautiful_Bird_Burst,,2023-01-29 21:18:20
Beautiful Bird Gentleman Robin,Monster Card,,"('Beautiful Bird',)",WIND,Normal Monster,Winged Beast,,1,1500,False,False,0,,Beautiful Bird Gentleman Robin,https://yugipedia.com/wiki/Beautiful_Bird_Gentleman_Robin,,2023-02-01 16:57:21
Beautiful Bird Multistrike,Spell Card,Normal Spell Card,"('Beautiful Bird',)",,,,,,,False,False,,,Beautiful Bird Multistrike,https://yugipedia.com/wiki/Beautiful_Bird_Multistrike,,2023-02-01 17:30:25
Beautiful Bird Nobleman Stork,Monster Card,,"('Beautiful Bird',)",WIND,Normal Monster,Winged Beast,,6,0,False,False,2100,,Beautiful Bird Nobleman Stork,https://yugipedia.com/wiki/Beautiful_Bird_Nobleman_Stork,,2023-02-01 16:59:16
Beautiful Bird Poet Pheasant,Monster Card,,"('Beautiful Bird',)",WIND,Normal Monster,Winged Beast,,4,1200,False,False,1400,,Beautiful Bird Poet Pheasant,https://yugipedia.com/wiki/Beautiful_Bird_Poet_Pheasant,,2023-02-01 16:56:55
Beautiful Bird Star Stripe Eagle,Monster Card,,"('Beautiful Bird',)",WIND,Effect Monster,Winged Beast,,7,1500,False,False,2400,,Beautiful Bird Star Stripe Eagle,https://yugipedia.com/wiki/Beautiful_Bird_Star_Stripe_Eagle,,2023-02-01 17:26:34
Beaver Warrior,Monster Card,,,EARTH,Normal Monster,Beast-Warrior,,4,1500,False,False,1200,,Beaver Warrior (Rush Duel),https://yugipedia.com/wiki/Beaver_Warrior_(Rush_Duel),,2022-09-25 03:03:35
Begonia the Pressed Shadow Flower,Monster Card,,"('Shadow Flower',)",EARTH,Normal Monster,Plant,,1,100,False,False,800,,Begonia the Pressed Shadow Flower,https://yugipedia.com/wiki/Begonia_the_Pressed_Shadow_Flower,,2022-10-09 13:32:41
Behemoth the King of All Animals,Monster Card,,,EARTH,Effect Monster,Beast,"('Effect',)",7,1500,True,False,2700,,Behemoth the King of All Animals (Rush Duel),https://yugipedia.com/wiki/Behemoth_the_King_of_All_Animals_(Rush_Duel),,2023-02-15 13:22:38
Bendorbreak the Conqueror,Monster Card,,,WIND,Effect Monster,Beast,"('Effect',)",7,2500,False,False,1900,,Bendorbreak the Conqueror,https://yugipedia.com/wiki/Bendorbreak_the_Conqueror,,2022-10-20 07:38:11
Benevolent Dragon,Monster Card,,,LIGHT,Effect Monster,Dragon,,7,1800,False,False,1800,,Benevolent Dragon,https://yugipedia.com/wiki/Benevolent_Dragon,,2022-11-02 17:17:36
Berceptacle Mani,Monster Card,,,DARK,Effect Monster,Cyberse,"('Effect',)",7,0,False,False,2300,,Berceptacle Mani,https://yugipedia.com/wiki/Berceptacle_Mani,,2021-12-10 23:48:32
Berry Bassist,Monster Card,,"('Band Group',)",DARK,Effect Monster,Psychic,"('Effect',)",6,0,False,False,1600,,Berry Bassist,https://yugipedia.com/wiki/Berry_Bassist,,2022-04-20 02:46:18
Berry Fresh Happiness,Monster Card,,,WATER,Effect Monster,Aqua,"('Effect',)",1,500,False,False,100,,Berry Fresh Happiness,https://yugipedia.com/wiki/Berry_Fresh_Happiness,,2022-11-17 12:10:01
Berserker Colosseum,Spell Card,Field Spell Card,,,,,"('Effect',)",,,False,False,,,Berserker Colosseum,https://yugipedia.com/wiki/Berserker_Colosseum,,2022-12-21 09:40:19
Best Bite,Spell Card,Normal Spell Card,"('Yakiniku',)",,,,"('Effect',)",,,False,False,,,Best Bite,https://yugipedia.com/wiki/Best_Bite,,2022-12-25 10:46:57
Beta Burn Dragon,Monster Card,,"('High Tech Dragon',)",LIGHT,Effect Monster,Dragon,"('Effect',)",4,0,False,False,1400,,Beta Burn Dragon,https://yugipedia.com/wiki/Beta_Burn_Dragon,,2022-12-21 09:37:38
Betrayer of Peace,Monster Card,,,LIGHT,Effect Monster,Warrior,"('Effect',)",4,1000,False,False,1200,,Betrayer of Peace,https://yugipedia.com/wiki/Betrayer_of_Peace,,2022-09-21 05:33:04
Big Bang Egger,Monster Card,,,DARK,Normal Monster,Pyro,,1,0,False,False,600,,Big Bang Egger,https://yugipedia.com/wiki/Big_Bang_Egger,,2022-09-12 09:29:47
Big Bang Onion,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Big Bang Onion,https://yugipedia.com/wiki/Big_Bang_Onion,,2022-04-27 02:40:04
Big Hit!,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Big Hit!,https://yugipedia.com/wiki/Big_Hit!,,2022-04-26 16:41:03
Big Umi,Spell Card,Field Spell Card,"('Umi (series)',)",,,,"('Effect',)",,,False,False,,,Big Umi,https://yugipedia.com/wiki/Big_Umi,,2022-10-20 07:34:46
Binding Chain,Monster Card,,,LIGHT,Normal Monster,Fairy,,3,1100,False,False,1000,,Binding Chain (Rush Duel),https://yugipedia.com/wiki/Binding_Chain_(Rush_Duel),,2022-09-21 03:13:55
Bio Mechamantis,Monster Card,,,EARTH,Effect Monster,Insect,"('Effect',)",4,0,False,False,1200,,Bio Mechamantis,https://yugipedia.com/wiki/Bio_Mechamantis,,2022-09-21 05:43:21
Birdrilling Mandriller,Monster Card,,,???,Fusion Monster,???,,???,2200,False,False,2700,,Birdrilling Mandriller,https://yugipedia.com/wiki/Birdrilling_Mandriller,,2023-02-03 19:18:11
Bizarrmor,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Bizarrmor,https://yugipedia.com/wiki/Bizarrmor,,2023-01-21 19:05:39
Black Dragon's Chick,Monster Card,,,DARK,Effect Monster,Dragon,"('Effect',)",1,500,False,False,800,,Black Dragon's Chick (Rush Duel),https://yugipedia.com/wiki/Black_Dragon%27s_Chick_(Rush_Duel),,2022-09-25 03:04:22
Black Dragon's Roar,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Black Dragon's Roar,https://yugipedia.com/wiki/Black_Dragon%27s_Roar,,2022-09-25 03:05:34
Black Handshaker,Monster Card,,,DARK,Effect Monster,Galaxy (Type),"('Effect',)",2,1000,False,False,800,,Black Handshaker,https://yugipedia.com/wiki/Black_Handshaker,,2022-09-21 05:37:58
Black Luster Jersey Ritual,Spell Card,Normal Spell Card,"('Jersey',)",,,,"('Effect',)",,,False,False,,,Black Luster Jersey Ritual,https://yugipedia.com/wiki/Black_Luster_Jersey_Ritual,,2023-02-04 14:19:58
Black Luster Soljersey,Monster Card,,"('Jersey',)",EARTH,Normal Monster,Warrior,,8,500,False,False,2500,,Black Luster Soljersey,https://yugipedia.com/wiki/Black_Luster_Soljersey,,2023-02-04 14:26:28
Black Luster Soljersey - Envoy of the Drying,Monster Card,,"('Jersey',)",LIGHT,Effect Monster,Warrior,"('Effect',)",8,500,False,False,2500,,Black Luster Soljersey - Envoy of the Drying,https://yugipedia.com/wiki/Black_Luster_Soljersey_-_Envoy_of_the_Drying,,2023-02-04 14:25:11
Bladearmor King Dynas Dorcus,Monster Card,,,EARTH,Effect Monster,Insect,"('Effect',)",8,1700,False,False,2500,,Bladearmor King Dynas Dorcus,https://yugipedia.com/wiki/Bladearmor_King_Dynas_Dorcus,,2022-09-21 05:32:37
Blades of Divine Wind,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Blades of Divine Wind,https://yugipedia.com/wiki/Blades_of_Divine_Wind,,2022-09-21 03:37:16
Bladesaurus,Monster Card,,,EARTH,Effect Monster,Dinosaur,"('Effect',)",6,800,False,False,1700,,Bladesaurus,https://yugipedia.com/wiki/Bladesaurus,,2022-09-21 05:42:10
Blanc de Blanc the Snow Shadow Flower,Monster Card,,"('Shadow Flower',)",EARTH,Normal Monster,Plant,,5,1000,False,False,1900,,Blanc de Blanc the Snow Shadow Flower,https://yugipedia.com/wiki/Blanc_de_Blanc_the_Snow_Shadow_Flower,,2023-02-04 14:26:23
Blanc de Noir the Shadow Flower Dream Pair,Monster Card,,"('Shadow Flower',)",EARTH,Fusion Monster,Plant,,9,2000,False,False,2800,,Blanc de Noir the Shadow Flower Dream Pair,https://yugipedia.com/wiki/Blanc_de_Noir_the_Shadow_Flower_Dream_Pair,,2023-01-30 13:03:08
Blast Examiner,Monster Card,,"('Chemistry',)",FIRE,Normal Monster,Pyro,,5,1500,False,False,1700,,Blast Examiner,https://yugipedia.com/wiki/Blast_Examiner,,2022-12-14 15:42:26
Blast Jaws,Monster Card,,,WATER,Effect Monster,Thunder,"('Effect',)",3,0,False,False,1200,,Blast Jaws,https://yugipedia.com/wiki/Blast_Jaws,,2022-09-21 05:28:10
Blasting Bird,Monster Card,,,LIGHT,Effect Monster,Winged Beast,"('Effect',)",3,1000,False,False,800,,Blasting Bird,https://yugipedia.com/wiki/Blasting_Bird,,2022-09-21 05:37:49
Blaze Fiend Assault,Spell Card,Normal Spell Card,"('Blaze Fiend',)",,,,"('Effect',)",,,False,False,,,Blaze Fiend Assault,https://yugipedia.com/wiki/Blaze_Fiend_Assault,,2023-01-21 14:41:53
Blaze Fiend Overlords Beelucitaroth,Monster Card,,"('Blaze Fiend',)",FIRE,Maximum Monster,Fiend,"('Continuous Effect', 'Summoning condition')",4,0,False,True,1200,3000,Blaze Fiend Overlords Beelucitaroth,https://yugipedia.com/wiki/Blaze_Fiend_Overlords_Beelucitaroth,,2022-11-26 12:31:26
Blaze Fiend Overlords Beelucitaroth [L],Monster Card,,"('Blaze Fiend',)",FIRE,Maximum Monster,Fiend,"('Continuous Effect',)",4,0,False,True,1100,,Blaze Fiend Overlords Beelucitaroth (L),https://yugipedia.com/wiki/Blaze_Fiend_Overlords_Beelucitaroth_(L),,2022-11-26 12:31:15
Blaze Fiend Overlords Beelucitaroth [R],Monster Card,,"('Blaze Fiend',)",FIRE,Maximum Monster,Fiend,"('Effect',)",4,0,False,True,1000,,Blaze Fiend Overlords Beelucitaroth (R),https://yugipedia.com/wiki/Blaze_Fiend_Overlords_Beelucitaroth_(R),,2022-11-26 12:32:09
Blazing Chestnut,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Blazing Chestnut,https://yugipedia.com/wiki/Blazing_Chestnut,,2022-09-21 05:01:02
Bleach Mortar,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Bleach Mortar,https://yugipedia.com/wiki/Bleach_Mortar,,2022-12-21 09:54:26
Blitzkrieg Cavalry Triggerdrago,Monster Card,,,LIGHT,Effect Monster,Thunder,"('Effect',)",7,1500,False,False,2500,,Blitzkrieg Cavalry Triggerdrago,https://yugipedia.com/wiki/Blitzkrieg_Cavalry_Triggerdrago,,2022-09-21 05:41:56
The Block,Trap Card,Normal Trap Card,"('The',)",,,,,,,False,False,,,The Block,https://yugipedia.com/wiki/The_Block,,2023-01-25 09:51:51
Block Attack,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Block Attack (Rush Duel),https://yugipedia.com/wiki/Block_Attack_(Rush_Duel),,2022-12-21 09:24:20
Blue Falcon Tengu,Monster Card,,,WATER,Normal Monster,Winged Beast,,6,1800,False,False,1800,,Blue Falcon Tengu,https://yugipedia.com/wiki/Blue_Falcon_Tengu,,2022-04-23 23:40:13
Blue Medicine,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Blue Medicine (Rush Duel),https://yugipedia.com/wiki/Blue_Medicine_(Rush_Duel),,2022-09-21 03:48:55
Blue Oni Max II,Monster Card,,,WATER,Normal Monster,Fiend,,1,900,False,False,900,,Blue Oni Max II,https://yugipedia.com/wiki/Blue_Oni_Max_II,,2022-08-06 16:38:55
Blue-Eyed Silver Zombie,Monster Card,,,DARK,Normal Monster,Zombie,,3,700,False,False,900,,Blue-Eyed Silver Zombie (Rush Duel),https://yugipedia.com/wiki/Blue-Eyed_Silver_Zombie_(Rush_Duel),,2022-12-21 09:53:36
Blue-Eyes White Cat,Monster Card,,"('Cat (Rush Duel series)',)",LIGHT,Normal Monster,Beast,,1,200,False,False,600,,Blue-Eyes White Cat,https://yugipedia.com/wiki/Blue-Eyes_White_Cat,,2022-10-30 07:36:56
Blue-Eyes White Dragon,Monster Card,,,LIGHT,Normal Monster,Dragon,,8,2500,True,False,3000,,Blue-Eyes White Dragon (Rush Duel),https://yugipedia.com/wiki/Blue-Eyes_White_Dragon_(Rush_Duel),"('Alternate',)",2023-01-31 16:37:12
Blue-Tooth Burst Dragon,Monster Card,,"('High Tech Dragon',)",LIGHT,Effect Monster,Dragon,"('Effect',)",7,1500,False,False,2500,,Blue-Tooth Burst Dragon,https://yugipedia.com/wiki/Blue-Tooth_Burst_Dragon,"('Alternate',)",2022-12-21 09:57:30
Bluegrass Stealer,Monster Card,,"('Shaman Bandit',)",WIND,Effect Monster,Psychic,"('Effect',)",4,0,False,False,1200,,Bluegrass Stealer,https://yugipedia.com/wiki/Bluegrass_Stealer,,2023-02-04 14:24:34
Bobble Header,Spell Card,Normal Spell Card,"('Baseball',)",,,,"('Effect',)",,,False,False,,,Bobble Header,https://yugipedia.com/wiki/Bobble_Header,,2022-12-27 11:48:26
Bombing Bird,Monster Card,,,FIRE,Normal Monster,Winged Beast,,4,1200,False,False,1300,,Bombing Bird,https://yugipedia.com/wiki/Bombing_Bird,,2022-09-21 05:37:37
Bonded Bowing,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Bonded Bowing,https://yugipedia.com/wiki/Bonded_Bowing,,2022-04-23 23:38:15
Boost Rescue,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Boost Rescue,https://yugipedia.com/wiki/Boost_Rescue,,2022-11-17 12:06:00
Boosturtle,Monster Card,,,FIRE,Normal Monster,Reptile,,3,500,False,False,1000,,Boosturtle,https://yugipedia.com/wiki/Boosturtle,,2022-12-10 20:47:55
Boss Drone Dekaizo,Monster Card,,"('Drone (Rush Duel series)',)",WIND,Effect Monster,Machine,,7,2500,False,False,2000,,Boss Drone Dekaizo,https://yugipedia.com/wiki/Boss_Drone_Dekaizo,,2023-02-02 21:35:39
Bowing Brotherhood,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Bowing Brotherhood,https://yugipedia.com/wiki/Bowing_Brotherhood,,2022-12-23 14:38:45
Brain Harvester,Monster Card,,,DARK,Effect Monster,Fairy,"('Effect',)",3,0,False,False,1000,,Brain Harvester,https://yugipedia.com/wiki/Brain_Harvester,,2023-02-04 14:23:18
Brassaxophone the Music Princess,Monster Card,,"('Music Princess',)",WIND,Normal Monster,Warrior,,3,1200,False,False,1000,,Brassaxophone the Music Princess,https://yugipedia.com/wiki/Brassaxophone_the_Music_Princess,,2022-10-20 07:24:13
Break Star,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Break Star,https://yugipedia.com/wiki/Break_Star,,2022-03-04 20:41:44
Breaking News!,Trap Card,Normal Trap Card,"('Newspaper',)",,,,"('Effect',)",,,False,False,,,Breaking News!,https://yugipedia.com/wiki/Breaking_News!,,2023-01-16 00:49:16
Bright Sentinel,Monster Card,,,LIGHT,Normal Monster,Galaxy (Type),,4,100,False,False,1500,,Bright Sentinel,https://yugipedia.com/wiki/Bright_Sentinel,,2022-12-21 09:15:38
Brilli-Ant Draw,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Brilli-Ant Draw,https://yugipedia.com/wiki/Brilli-Ant_Draw,,2023-02-03 04:52:06
Brocoohearted Pigeon,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Brocoohearted Pigeon,https://yugipedia.com/wiki/Brocoohearted_Pigeon,,2022-09-21 05:30:44
Brutal Retribution,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Brutal Retribution,https://yugipedia.com/wiki/Brutal_Retribution,,2022-09-21 02:58:26
Bubbarrier,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Bubbarrier,https://yugipedia.com/wiki/Bubbarrier,,2022-06-08 11:38:40
Bubble Kingdom,Spell Card,Field Spell Card,"('Bubble Actress',)",,,,"('Effect',)",,,False,False,,,Bubble Kingdom,https://yugipedia.com/wiki/Bubble_Kingdom,"('Edited',)",2023-01-31 20:49:09
Bubbleburst Shock!,Spell Card,Normal Spell Card,"('Bubble Era',)",,,,"('Effect',)",,,False,False,,,Bubbleburst Shock!,https://yugipedia.com/wiki/Bubbleburst_Shock!,,2023-01-17 13:24:01
Bubbly Elf,Monster Card,,"('Bubble Era',)",LIGHT,Normal Monster,Aqua,,2,0,False,False,800,,Bubbly Elf,https://yugipedia.com/wiki/Bubbly_Elf,,2022-09-21 03:42:35
Bucket Wheel Force,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Bucket Wheel Force,https://yugipedia.com/wiki/Bucket_Wheel_Force,,2023-01-25 09:46:03
Buffered Slime,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Buffered Slime,https://yugipedia.com/wiki/Buffered_Slime,,2023-01-21 14:53:18
Bull Breaker,Monster Card,,,EARTH,Normal Monster,Machine,,4,800,False,False,1200,,Bull Breaker,https://yugipedia.com/wiki/Bull_Breaker,,2022-09-21 05:31:14
Buried Shield,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Buried Shield,https://yugipedia.com/wiki/Buried_Shield,,2023-01-10 18:58:07
The Burn,Trap Card,Normal Trap Card,"('The',)",,,,,,,False,False,,,The Burn,https://yugipedia.com/wiki/The_Burn,,2023-02-06 01:56:07
Burning Blaze Dragon,Monster Card,,,FIRE,Effect Monster,Dragon,"('Effect',)",6,0,False,False,1800,,Burning Blaze Dragon,https://yugipedia.com/wiki/Burning_Blaze_Dragon,,2022-10-20 07:37:35
Burst Breath of Destruction,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Burst Breath of Destruction,https://yugipedia.com/wiki/Burst_Breath_of_Destruction,,2021-12-04 23:09:24
Burst Stream of Destruction,Spell Card,Normal Spell Card,"('Signature move',)",,,,"('Effect',)",,,False,False,,,Burst Stream of Destruction (Rush Duel),https://yugipedia.com/wiki/Burst_Stream_of_Destruction_(Rush_Duel),,2022-09-25 03:02:29
Burst Wave - Platinum Band,Spell Card,Field Spell Card,,,,,,,,False,False,,,Burst Wave - Platinum Band,https://yugipedia.com/wiki/Burst_Wave_-_Platinum_Band,,2022-10-28 15:23:46
Burstray Gunman,Monster Card,,,DARK,Effect Monster,Galaxy (Type),"('Effect',)",4,200,False,False,1200,,Burstray Gunman,https://yugipedia.com/wiki/Burstray_Gunman,,2022-12-21 09:52:41
Business Card Barrage,Spell Card,Normal Spell Card,"('Worker Warrior',)",,,,"('Effect',)",,,False,False,,,Business Card Barrage,https://yugipedia.com/wiki/Business_Card_Barrage,,2022-12-25 17:42:36
Buster Blader,Monster Card,,,EARTH,Effect Monster,Warrior,"('Continuous Effect',)",7,2300,True,False,2600,,Buster Blader (Rush Duel),https://yugipedia.com/wiki/Buster_Blader_(Rush_Duel),,2022-10-30 06:17:12
Bzzt Bzzt Reborn,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Bzzt Bzzt Reborn,https://yugipedia.com/wiki/Bzzt_Bzzt_Reborn,,2023-01-26 08:20:18
B・B・Q,Spell Card,Normal Spell Card,"('Yakiniku',)",,,,"('Effect',)",,,False,False,,,B・B・Q,https://yugipedia.com/wiki/B%E3%83%BBB%E3%83%BBQ,,2022-12-25 10:55:38
CAN - I:D,Monster Card,,"('JAM',)",FIRE,Effect Monster,Psychic,"('Effect',)",7,1600,False,False,2400,,CAN - I:D,https://yugipedia.com/wiki/CAN_-_I:D,,2022-11-26 13:41:14
CAN - Melo:D,Monster Card,,"('JAM',)",DARK,Effect Monster,Psychic,"('Effect',)",7,1800,False,False,2400,,CAN - Melo:D,https://yugipedia.com/wiki/CAN_-_Melo:D,,2022-09-25 03:00:05
CAN - Re:D,Monster Card,,"('JAM',)",LIGHT,Effect Monster,Psychic,"('Effect',)",7,1500,False,False,2500,,CAN - Re:D,https://yugipedia.com/wiki/CAN_-_Re:D,,2022-10-20 07:05:47
CAN - Sp:D,Monster Card,,"('JAM',)",WIND,Effect Monster,Psychic,"('Effect',)",7,1600,False,False,2400,,CAN - Sp:D,https://yugipedia.com/wiki/CAN_-_Sp:D,,2022-10-20 07:05:40
CAN:D,Monster Card,,"('JAM',)",LIGHT,Normal Monster,Psychic,,1,100,False,False,100,,CAN:D,https://yugipedia.com/wiki/CAN:D,"('Alternate',)",2022-10-20 07:03:49
CAN:D ALL,Monster Card,,"('JAM',)",LIGHT,Fusion Monster,Psychic,"('Effect',)",4,1500,False,False,2000,,CAN:D ALL,https://yugipedia.com/wiki/CAN:D_ALL,,2022-10-31 18:44:12
CAN:D LIVE,Monster Card,,"('JAM',)",LIGHT,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",9,2400,False,False,2800,,CAN:D LIVE,https://yugipedia.com/wiki/CAN:D_LIVE,"('Alternate',)",2023-01-31 20:23:37
Call of the Earthbound,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Call of the Earthbound (Rush Duel),https://yugipedia.com/wiki/Call_of_the_Earthbound_(Rush_Duel),,2022-09-21 02:56:59
The Cancel,Trap Card,Normal Trap Card,"('The',)",,,,,,,False,False,,,The Cancel,https://yugipedia.com/wiki/The_Cancel,,2023-02-06 02:00:11
Cannon Soldier,Monster Card,,,DARK,Effect Monster,Machine,"('Effect',)",4,1300,False,False,1400,,Cannon Soldier (Rush Duel),https://yugipedia.com/wiki/Cannon_Soldier_(Rush_Duel),,2022-04-23 01:15:52
Cannon Soljersey,Monster Card,,"('Jersey',)",DARK,Effect Monster,Machine,"('Effect',)",4,500,False,False,1400,,Cannon Soljersey,https://yugipedia.com/wiki/Cannon_Soljersey,,2023-02-04 14:25:18
