Name,Password,Archseries,Effect type,TCG status,Page name,Page URL,Artwork,Modification date,Errata,Version
Aussa the Earth Charmer,37970940,,"('Flip effect',)",Unlimited,Aussa the Earth Charmer,https://yugipedia.com/wiki/Aussa_the_Earth_Charmer,,2023-03-18 03:22:45,"('Name', 'Type')",Old
Aussa the Earth Charmer,37970940,"('Charmer',)","('Flip effect',)",Unlimited,Aussa the Earth Charmer,https://yugipedia.com/wiki/Aussa_the_Earth_Charmer,,2023-03-18 03:22:45,"('Name', 'Type')",New
"Aussa the Earth Charmer, Immovable",97661969,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,"Aussa the Earth Charmer, Immovable","https://yugipedia.com/wiki/Aussa_the_Earth_Charmer,_Immovable",,2023-03-18 03:23:10,"('Name',)",Old
"Aussa the Earth Charmer, Immovable",97661969,"('Charmer', 'Familiar-Possessed', 'Possessed')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,"Aussa the Earth Charmer, Immovable","https://yugipedia.com/wiki/Aussa_the_Earth_Charmer,_Immovable",,2023-03-18 03:23:10,"('Name',)",New
Autorokket Dragon,80250185,,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Autorokket Dragon,https://yugipedia.com/wiki/Autorokket_Dragon,,2023-03-18 03:24:06,,Old
Autorokket Dragon,80250185,"('Rokket',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Autorokket Dragon,https://yugipedia.com/wiki/Autorokket_Dragon,,2023-03-18 03:24:06,,New
Avalanching Aussa,29139104,,"('Ignition Effect',)",Unlimited,Avalanching Aussa,https://yugipedia.com/wiki/Avalanching_Aussa,,2023-03-18 03:24:21,"('Any',)",Old
Avalanching Aussa,29139104,"('Cataclysmic Charmer',)","('Ignition Effect',)",Unlimited,Avalanching Aussa,https://yugipedia.com/wiki/Avalanching_Aussa,,2023-03-18 03:24:21,"('Any',)",New
Avendread Savior,91420202,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')",Unlimited,Avendread Savior,https://yugipedia.com/wiki/Avendread_Savior,,2023-03-18 03:25:27,,Old
Avendread Savior,91420202,"('Majestic', 'Vendread')","('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')",Unlimited,Avendread Savior,https://yugipedia.com/wiki/Avendread_Savior,,2023-06-16 20:44:57,,New
Awakening of Nephthys,82832464,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Awakening of Nephthys,https://yugipedia.com/wiki/Awakening_of_Nephthys,,2023-03-18 03:26:44,,Old
Awakening of Nephthys,82832464,"('Nephthys',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Awakening of Nephthys,https://yugipedia.com/wiki/Awakening_of_Nephthys,,2023-03-18 03:26:44,,New
Awakening of the Possessed,62256492,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Awakening of the Possessed,https://yugipedia.com/wiki/Awakening_of_the_Possessed,,2023-03-18 03:27:18,"('Any',)",Old
Awakening of the Possessed,62256492,"('Possessed',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Awakening of the Possessed,https://yugipedia.com/wiki/Awakening_of_the_Possessed,,2023-03-18 03:27:18,"('Any',)",New
B-Buster Drake,77411244,,"('Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,B-Buster Drake,https://yugipedia.com/wiki/B-Buster_Drake,,2023-03-18 03:31:25,"('Any',)",Old
B-Buster Drake,77411244,"('A-to-Z',)","('Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,B-Buster Drake,https://yugipedia.com/wiki/B-Buster_Drake,,2023-03-18 03:31:25,"('Any',)",New
B.E.S. Big Core MK-2,75937826,,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,B.E.S. Big Core MK-2,https://yugipedia.com/wiki/B.E.S._Big_Core_MK-2,,2023-03-18 03:32:29,,Old
B.E.S. Big Core MK-2,75937826,"('B.E.S.',)","('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,B.E.S. Big Core MK-2,https://yugipedia.com/wiki/B.E.S._Big_Core_MK-2,,2023-03-18 03:32:29,,New
B.E.S. Blaster Cannon Core,84257883,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,B.E.S. Blaster Cannon Core,https://yugipedia.com/wiki/B.E.S._Blaster_Cannon_Core,,2023-03-18 03:33:05,,Old
B.E.S. Blaster Cannon Core,84257883,"('B.E.S.',)","('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,B.E.S. Blaster Cannon Core,https://yugipedia.com/wiki/B.E.S._Blaster_Cannon_Core,,2023-03-18 03:33:05,,New
Baby Spider,60023855,,"('Condition', 'Ignition Effect')",,Baby Spider,https://yugipedia.com/wiki/Baby_Spider,,2023-05-11 06:55:49,,Old
Baby Spider,60023855,"('Spider',)","('Condition', 'Ignition Effect')",Not yet released,Baby Spider,https://yugipedia.com/wiki/Baby_Spider,,2023-06-13 17:12:41,,New
Backup Secretary,63528891,,"('Condition', 'Unclassified effect')",Unlimited,Backup Secretary,https://yugipedia.com/wiki/Backup_Secretary,,2023-03-18 03:41:43,,Old
Backup Secretary,63528891,"('Backup',)","('Condition', 'Unclassified effect')",Unlimited,Backup Secretary,https://yugipedia.com/wiki/Backup_Secretary,,2023-03-18 03:41:43,,New
Backup Supervisor,97677329,,"('Condition', 'Trigger Effect')",Unlimited,Backup Supervisor,https://yugipedia.com/wiki/Backup_Supervisor,,2023-03-18 03:42:35,,Old
Backup Supervisor,97677329,"('Backup',)","('Condition', 'Trigger Effect')",Unlimited,Backup Supervisor,https://yugipedia.com/wiki/Backup_Supervisor,,2023-03-18 03:42:35,,New
Backup Warrior,95637655,,"('Condition', 'Summoning condition')",Unlimited,Backup Warrior,https://yugipedia.com/wiki/Backup_Warrior,,2023-03-18 03:43:04,,Old
Backup Warrior,95637655,"('Warrior (archetype)',)","('Condition', 'Summoning condition')",Unlimited,Backup Warrior,https://yugipedia.com/wiki/Backup_Warrior,,2023-03-18 03:43:04,,New
Bahamut Shark,00440556,,"('Ignition Effect',)",Unlimited,Bahamut Shark,https://yugipedia.com/wiki/Bahamut_Shark,,2023-03-18 03:44:51,"('Any',)",Old
Bahamut Shark,00440556,"('Shark (series)',)","('Ignition Effect',)",Unlimited,Bahamut Shark,https://yugipedia.com/wiki/Bahamut_Shark,,2023-03-18 03:44:51,"('Any',)",New
"Barbaroid, the Ultimate Battle Machine",54702678,,"('Continuous Effect', 'Trigger Effect')",Unlimited,"Barbaroid, the Ultimate Battle Machine","https://yugipedia.com/wiki/Barbaroid,_the_Ultimate_Battle_Machine",,2023-03-18 03:50:16,"('Any',)",Old
"Barbaroid, the Ultimate Battle Machine",54702678,"('Roid',)","('Continuous Effect', 'Trigger Effect')",Unlimited,"Barbaroid, the Ultimate Battle Machine","https://yugipedia.com/wiki/Barbaroid,_the_Ultimate_Battle_Machine",,2023-03-18 03:50:16,"('Any',)",New
Barian Untopia,30761649,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Barian Untopia,https://yugipedia.com/wiki/Barian_Untopia,,2023-03-28 10:19:04,,Old
Barian Untopia,30761649,"(""Barian's"",)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Barian Untopia,https://yugipedia.com/wiki/Barian_Untopia,,2023-03-28 10:19:04,,New
Barian's Chaos Draw,97769122,,"('Activation condition', 'Effect')",Unlimited,Barian's Chaos Draw,https://yugipedia.com/wiki/Barian%27s_Chaos_Draw,,2023-03-18 03:51:04,,Old
Barian's Chaos Draw,97769122,"(""Barian's"", 'Chaos')","('Activation condition', 'Effect')",Unlimited,Barian's Chaos Draw,https://yugipedia.com/wiki/Barian%27s_Chaos_Draw,,2023-03-18 03:51:04,,New
Barrage Blast,51369889,,"('Quick-like Effect', 'Trigger Effect')",Unlimited,Barrage Blast,https://yugipedia.com/wiki/Barrage_Blast,"('Edited',)",2023-04-15 16:21:22,,Old
Barrage Blast,51369889,"('Train',)","('Quick-like Effect', 'Trigger Effect')",Unlimited,Barrage Blast,https://yugipedia.com/wiki/Barrage_Blast,"('Edited',)",2023-04-15 16:21:22,,New
Barrel Dragon,81480460,,"('Ignition Effect',)",Unlimited,Barrel Dragon,https://yugipedia.com/wiki/Barrel_Dragon,"('Edited',)",2023-05-14 20:36:06,"('Any',)",Old
Barrel Dragon,81480460,"('Gun Dragon',)","('Ignition Effect',)",Unlimited,Barrel Dragon,https://yugipedia.com/wiki/Barrel_Dragon,"('Edited',)",2023-05-14 20:36:06,"('Any',)",New
Barrier Statue of the Inferno,47961808,,"('Continuous Effect',)",Unlimited,Barrier Statue of the Inferno,https://yugipedia.com/wiki/Barrier_Statue_of_the_Inferno,,2023-03-18 03:55:46,"('Any',)",Old
Barrier Statue of the Inferno,47961808,"('Barrier Statue',)","('Continuous Effect',)",Unlimited,Barrier Statue of the Inferno,https://yugipedia.com/wiki/Barrier_Statue_of_the_Inferno,,2023-03-18 03:55:46,"('Any',)",New
"Basilius, Familiar of the Evil Eye",81344637,,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,"Basilius, Familiar of the Evil Eye","https://yugipedia.com/wiki/Basilius,_Familiar_of_the_Evil_Eye",,2023-03-18 03:57:44,,Old
"Basilius, Familiar of the Evil Eye",81344637,"('Evil Eye',)","('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,"Basilius, Familiar of the Evil Eye","https://yugipedia.com/wiki/Basilius,_Familiar_of_the_Evil_Eye",,2023-03-18 03:57:44,,New
Batteryman AA,63142001,,"('Continuous Effect',)",Unlimited,Batteryman AA,https://yugipedia.com/wiki/Batteryman_AA,,2023-03-18 03:59:04,"('Any',)",Old
Batteryman AA,63142001,"('Batteryman',)","('Continuous Effect',)",Unlimited,Batteryman AA,https://yugipedia.com/wiki/Batteryman_AA,,2023-03-18 03:59:04,"('Any',)",New
Batteryman AAA,47346845,,"('Trigger Effect',)",Unlimited,Batteryman AAA,https://yugipedia.com/wiki/Batteryman_AAA,,2023-06-05 04:58:37,,Old
Batteryman AAA,47346845,"('Batteryman',)","('Trigger Effect',)",Unlimited,Batteryman AAA,https://yugipedia.com/wiki/Batteryman_AAA,,2023-06-05 04:58:37,,New
Batteryman C,19733961,,"('Continuous Effect',)",Unlimited,Batteryman C,https://yugipedia.com/wiki/Batteryman_C,,2023-03-18 03:59:35,"('Any',)",Old
Batteryman C,19733961,"('Batteryman',)","('Continuous Effect',)",Unlimited,Batteryman C,https://yugipedia.com/wiki/Batteryman_C,,2023-03-18 03:59:35,"('Any',)",New
Batteryman Charger,83446909,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Batteryman Charger,https://yugipedia.com/wiki/Batteryman_Charger,,2023-03-18 03:59:45,,Old
Batteryman Charger,83446909,"('Batteryman',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Batteryman Charger,https://yugipedia.com/wiki/Batteryman_Charger,,2023-03-18 03:59:45,,New
Batteryman Industrial Strength,19441018,,"('Ignition Effect', 'Summoning condition')",Unlimited,Batteryman Industrial Strength,https://yugipedia.com/wiki/Batteryman_Industrial_Strength,,2023-03-18 04:00:27,,Old
Batteryman Industrial Strength,19441018,"('Batteryman',)","('Ignition Effect', 'Summoning condition')",Unlimited,Batteryman Industrial Strength,https://yugipedia.com/wiki/Batteryman_Industrial_Strength,,2023-03-18 04:00:27,,New
Batteryman Solar,44586426,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Batteryman Solar,https://yugipedia.com/wiki/Batteryman_Solar,,2023-03-18 04:01:20,,Old
Batteryman Solar,44586426,"('Batteryman',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Batteryman Solar,https://yugipedia.com/wiki/Batteryman_Solar,,2023-03-18 04:01:20,,New
Battle Shogun of the Six Samurai,74752631,,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Battle Shogun of the Six Samurai,https://yugipedia.com/wiki/Battle_Shogun_of_the_Six_Samurai,,2023-03-18 04:04:40,"('Any',)",Old
Battle Shogun of the Six Samurai,74752631,"('Six Samurai',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Battle Shogun of the Six Samurai,https://yugipedia.com/wiki/Battle_Shogun_of_the_Six_Samurai,,2023-03-18 04:04:40,"('Any',)",New
Battle Steer,18246479,,,Unlimited,Battle Steer,https://yugipedia.com/wiki/Battle_Steer,,2023-05-14 20:57:36,,Old
Battle Steer,18246479,"('Djinn',)",,Unlimited,Battle Steer,https://yugipedia.com/wiki/Battle_Steer,,2023-05-14 20:57:36,,New
Battlefield Tragedy,42228966,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",,Battlefield Tragedy,https://yugipedia.com/wiki/Battlefield_Tragedy,,2023-03-18 04:08:28,,Old
Battlefield Tragedy,42228966,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",Not yet released,Battlefield Tragedy,https://yugipedia.com/wiki/Battlefield_Tragedy,,2023-06-12 16:06:24,,New
Battleguard King,39389320,,"('Ignition Effect',)",Unlimited,Battleguard King,https://yugipedia.com/wiki/Battleguard_King,,2023-03-18 04:09:16,,Old
Battleguard King,39389320,"('Battleguard',)","('Ignition Effect',)",Unlimited,Battleguard King,https://yugipedia.com/wiki/Battleguard_King,,2023-03-18 04:09:16,,New
Battlewasp - Arbalest the Rapidfire,90161770,,"('Condition', 'Trigger Effect')",Unlimited,Battlewasp - Arbalest the Rapidfire,https://yugipedia.com/wiki/Battlewasp_-_Arbalest_the_Rapidfire,,2023-03-18 04:10:32,,Old
Battlewasp - Arbalest the Rapidfire,90161770,"('Battlewasp',)","('Condition', 'Trigger Effect')",Unlimited,Battlewasp - Arbalest the Rapidfire,https://yugipedia.com/wiki/Battlewasp_-_Arbalest_the_Rapidfire,,2023-03-18 04:10:32,,New
Battlewasp - Azusa the Ghost Bow,27565379,,"('Condition', 'Trigger Effect')",Unlimited,Battlewasp - Azusa the Ghost Bow,https://yugipedia.com/wiki/Battlewasp_-_Azusa_the_Ghost_Bow,,2023-03-18 04:11:05,,Old
Battlewasp - Azusa the Ghost Bow,27565379,"('Battlewasp',)","('Condition', 'Trigger Effect')",Unlimited,Battlewasp - Azusa the Ghost Bow,https://yugipedia.com/wiki/Battlewasp_-_Azusa_the_Ghost_Bow,,2023-06-13 15:21:42,,New
Battlewasp - Dart the Hunter,91283212,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Battlewasp - Dart the Hunter,https://yugipedia.com/wiki/Battlewasp_-_Dart_the_Hunter,,2023-03-18 04:11:43,,Old
Battlewasp - Dart the Hunter,91283212,"('Battlewasp',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Battlewasp - Dart the Hunter,https://yugipedia.com/wiki/Battlewasp_-_Dart_the_Hunter,,2023-03-18 04:11:43,,New
Battlewasp - Halberd the Charge,53950487,,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Battlewasp - Halberd the Charge,https://yugipedia.com/wiki/Battlewasp_-_Halberd_the_Charge,,2023-03-18 04:11:59,,Old
Battlewasp - Halberd the Charge,53950487,"('Battlewasp',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Battlewasp - Halberd the Charge,https://yugipedia.com/wiki/Battlewasp_-_Halberd_the_Charge,,2023-03-18 04:11:59,,New
Battlewasp - Hama the Conquering Bow,80949182,,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Battlewasp - Hama the Conquering Bow,https://yugipedia.com/wiki/Battlewasp_-_Hama_the_Conquering_Bow,,2023-03-18 04:12:30,,Old
Battlewasp - Hama the Conquering Bow,80949182,"('Battlewasp',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Battlewasp - Hama the Conquering Bow,https://yugipedia.com/wiki/Battlewasp_-_Hama_the_Conquering_Bow,,2023-03-18 04:12:30,,New
Battlewasp - Nest,25221249,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Battlewasp - Nest,https://yugipedia.com/wiki/Battlewasp_-_Nest,,2023-03-18 04:12:58,,Old
Battlewasp - Nest,25221249,"('Battlewasp',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Battlewasp - Nest,https://yugipedia.com/wiki/Battlewasp_-_Nest,,2023-03-18 04:12:58,,New
Battlewasp - Pin the Bullseye,65899613,,"('Condition', 'Ignition Effect')",Unlimited,Battlewasp - Pin the Bullseye,https://yugipedia.com/wiki/Battlewasp_-_Pin_the_Bullseye,,2023-03-18 04:13:15,,Old
Battlewasp - Pin the Bullseye,65899613,"('Battlewasp',)","('Condition', 'Ignition Effect')",Unlimited,Battlewasp - Pin the Bullseye,https://yugipedia.com/wiki/Battlewasp_-_Pin_the_Bullseye,,2023-03-18 04:13:15,,New
Battlewasp - Sting the Poison,28388927,,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Battlewasp - Sting the Poison,https://yugipedia.com/wiki/Battlewasp_-_Sting_the_Poison,,2023-03-18 04:13:43,,Old
Battlewasp - Sting the Poison,28388927,"('Battlewasp',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Battlewasp - Sting the Poison,https://yugipedia.com/wiki/Battlewasp_-_Sting_the_Poison,,2023-03-18 04:13:43,,New
Battlewasp - Twinbow the Attacker,54772065,,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Battlewasp - Twinbow the Attacker,https://yugipedia.com/wiki/Battlewasp_-_Twinbow_the_Attacker,,2023-03-18 04:14:01,,Old
Battlewasp - Twinbow the Attacker,54772065,"('Battlewasp',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Battlewasp - Twinbow the Attacker,https://yugipedia.com/wiki/Battlewasp_-_Twinbow_the_Attacker,,2023-03-18 04:14:01,,New
Battlin' Boxer Cheat Commissioner,76589815,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Battlin' Boxer Cheat Commissioner,https://yugipedia.com/wiki/Battlin%27_Boxer_Cheat_Commissioner,,2023-03-18 04:15:07,,Old
Battlin' Boxer Cheat Commissioner,76589815,"(""Battlin' Boxer"",)","('Continuous Effect', 'Trigger Effect')",Unlimited,Battlin' Boxer Cheat Commissioner,https://yugipedia.com/wiki/Battlin%27_Boxer_Cheat_Commissioner,,2023-03-18 04:15:07,,New
Battlin' Boxer Glassjaw,05361647,,"('Trigger Effect',)",Unlimited,Battlin' Boxer Glassjaw,https://yugipedia.com/wiki/Battlin%27_Boxer_Glassjaw,,2023-05-27 11:20:41,,Old
Battlin' Boxer Glassjaw,05361647,"(""Battlin' Boxer"",)","('Trigger Effect',)",Unlimited,Battlin' Boxer Glassjaw,https://yugipedia.com/wiki/Battlin%27_Boxer_Glassjaw,,2023-05-27 11:20:41,,New
Battlin' Boxer Headgeared,79867938,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Battlin' Boxer Headgeared,https://yugipedia.com/wiki/Battlin%27_Boxer_Headgeared,,2023-05-27 11:19:31,,Old
Battlin' Boxer Headgeared,79867938,"(""Battlin' Boxer"",)","('Continuous Effect', 'Trigger Effect')",Unlimited,Battlin' Boxer Headgeared,https://yugipedia.com/wiki/Battlin%27_Boxer_Headgeared,,2023-05-27 11:19:31,,New
Battlin' Boxer Rabbit Puncher,61679541,,"('Trigger Effect',)",Unlimited,Battlin' Boxer Rabbit Puncher,https://yugipedia.com/wiki/Battlin%27_Boxer_Rabbit_Puncher,,2023-03-18 04:17:06,,Old
Battlin' Boxer Rabbit Puncher,61679541,"(""Battlin' Boxer"",)","('Trigger Effect',)",Unlimited,Battlin' Boxer Rabbit Puncher,https://yugipedia.com/wiki/Battlin%27_Boxer_Rabbit_Puncher,,2023-03-18 04:17:06,,New
Battlin' Boxer Rib Gardna,24184846,,"('Quick Effect',)",Unlimited,Battlin' Boxer Rib Gardna,https://yugipedia.com/wiki/Battlin%27_Boxer_Rib_Gardna,,2023-03-18 04:17:38,,Old
Battlin' Boxer Rib Gardna,24184846,"(""Battlin' Boxer"",)","('Quick Effect',)",Unlimited,Battlin' Boxer Rib Gardna,https://yugipedia.com/wiki/Battlin%27_Boxer_Rib_Gardna,,2023-03-18 04:17:38,,New
Battlin' Boxer Shadow,35537251,,"('Condition', 'Ignition Effect')",Unlimited,Battlin' Boxer Shadow,https://yugipedia.com/wiki/Battlin%27_Boxer_Shadow,,2023-03-18 04:18:03,,Old
Battlin' Boxer Shadow,35537251,"(""Battlin' Boxer"",)","('Condition', 'Ignition Effect')",Unlimited,Battlin' Boxer Shadow,https://yugipedia.com/wiki/Battlin%27_Boxer_Shadow,,2023-03-18 04:18:03,,New
Battlin' Boxer Switchitter,68144350,,"('Condition', 'Trigger Effect')",Unlimited,Battlin' Boxer Switchitter,https://yugipedia.com/wiki/Battlin%27_Boxer_Switchitter,,2023-05-27 11:21:43,,Old
Battlin' Boxer Switchitter,68144350,"(""Battlin' Boxer"",)","('Condition', 'Trigger Effect')",Unlimited,Battlin' Boxer Switchitter,https://yugipedia.com/wiki/Battlin%27_Boxer_Switchitter,,2023-05-27 11:21:43,,New
"Baxia, Brightness of the Yang Zing",83755611,,"('Ignition Effect', 'Trigger Effect')",Unlimited,"Baxia, Brightness of the Yang Zing","https://yugipedia.com/wiki/Baxia,_Brightness_of_the_Yang_Zing",,2023-03-18 04:20:35,"('Type',)",Old
"Baxia, Brightness of the Yang Zing",83755611,"('Yang Zing',)","('Ignition Effect', 'Trigger Effect')",Unlimited,"Baxia, Brightness of the Yang Zing","https://yugipedia.com/wiki/Baxia,_Brightness_of_the_Yang_Zing",,2023-03-18 04:20:35,"('Type',)",New
Beast King Barbaros,78651105,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Beast King Barbaros,https://yugipedia.com/wiki/Beast_King_Barbaros,,2023-03-18 04:26:44,"('Type',)",Old
Beast King Barbaros,78651105,"('Barbaros',)","('Trigger Effect', 'Unclassified effect')",Unlimited,Beast King Barbaros,https://yugipedia.com/wiki/Beast_King_Barbaros,,2023-03-18 04:26:44,"('Type',)",New
Beast Machine King Barbaros Ür,19028307,,"('Continuous Effect', 'Unclassified effect')",Unlimited,Beast Machine King Barbaros Ür,https://yugipedia.com/wiki/Beast_Machine_King_Barbaros_%C3%9Cr,,2023-03-18 04:27:07,"('Any',)",Old
Beast Machine King Barbaros Ür,19028307,"('Barbaros',)","('Continuous Effect', 'Unclassified effect')",Unlimited,Beast Machine King Barbaros Ür,https://yugipedia.com/wiki/Beast_Machine_King_Barbaros_%C3%9Cr,,2023-03-18 04:27:07,"('Any',)",New
