Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Beware the Brothers Paradox!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Beware the Brothers Paradox!,https://yugipedia.com/wiki/Beware_the_Brothers_Paradox!,,2023-06-17 19:21:01,Paradox Brothers
Big Insect,53606874,Monster Card,,,EARTH,Normal Monster,,Insect,,1500,1200,4,Unlimited,Unlimited,Unlimited,Big Insect,https://yugipedia.com/wiki/Big_Insect,,2023-03-18 04:51:16,
Big Koala,42129512,Monster Card,,"('Koala',)",EARTH,Normal Monster,,Beast,,2000,2700,7,Unlimited,Unlimited,Unlimited,Big Koala,https://yugipedia.com/wiki/Big_Koala,,2023-05-18 20:36:26,
Big Wave Small Wave,51562916,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Big Wave Small Wave,https://yugipedia.com/wiki/Big_Wave_Small_Wave,,2023-03-18 04:53:08,
Birdface,45547649,Monster Card,,,WIND,Effect Monster,,Winged Beast,"('Trigger Effect',)",1600,1600,4,Unlimited,Unlimited,Unlimited,Birdface,https://yugipedia.com/wiki/Birdface,,2023-06-17 18:26:16,
Bitelon,44702857,Monster Card,,,WATER,Effect Monster,,Reptile,"('Continuous Effect',)",1000,2400,6,Unlimited,Unlimited,Unlimited,Bitelon,https://yugipedia.com/wiki/Bitelon,,2023-04-06 19:41:37,
Black Brachios,50896944,Monster Card,,"('Black (series)',)",EARTH,Effect Monster,,Dinosaur,"('Trigger Effect',)",1100,1800,4,Unlimited,Unlimited,Unlimited,Black Brachios,https://yugipedia.com/wiki/Black_Brachios,,2023-03-18 05:00:11,
Black Dragon's Chick,36262024,Monster Card,,,DARK,Effect Monster,,Dragon,"('Ignition Effect',)",500,800,1,Unlimited,Unlimited,Unlimited,Black Dragon's Chick,https://yugipedia.com/wiki/Black_Dragon%27s_Chick,,2023-06-18 02:07:13,
Black Illusion Ritual,41426869,Spell Card,Ritual Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Black Illusion Ritual,https://yugipedia.com/wiki/Black_Illusion_Ritual,,2023-06-16 20:06:27,
Black Luster Ritual,55761792,Spell Card,Ritual Spell Card,"('Chaos',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Black Luster Ritual,https://yugipedia.com/wiki/Black_Luster_Ritual,,2023-06-16 20:13:50,
Black Luster Soldier,05405694,Monster Card,,"('Black Luster Soldier (archetype)', 'Chaos')",EARTH,Ritual Monster,,Warrior,,2500,3000,8,Unlimited,Unlimited,Unlimited,Black Luster Soldier,https://yugipedia.com/wiki/Black_Luster_Soldier,,2023-06-16 20:13:46,
Black Magic Ritual,76792184,Spell Card,Ritual Spell Card,"('Chaos',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Black Magic Ritual,https://yugipedia.com/wiki/Black_Magic_Ritual,"('Edited',)",2023-06-27 08:24:15,
Black Metal Dragon,93969023,Monster Card,,,DARK,Effect Monster,,Dragon,"('Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')",600,600,1,Unlimited,Unlimited,Unlimited,Black Metal Dragon,https://yugipedia.com/wiki/Black_Metal_Dragon,,2023-04-10 17:45:18,
Black Ptera,90654356,Monster Card,,"('Black (series)',)",WIND,Effect Monster,,Dinosaur,"('Trigger Effect',)",500,1000,3,Unlimited,Unlimited,Unlimited,Black Ptera,https://yugipedia.com/wiki/Black_Ptera,,2023-03-18 05:08:51,
Black Stego,79409334,Monster Card,,"('Black (series)',)",EARTH,Effect Monster,,Dinosaur,"('Trigger Effect',)",2000,1200,4,Unlimited,Unlimited,Unlimited,Black Stego,https://yugipedia.com/wiki/Black_Stego,,2023-03-18 05:11:31,
Black Tyranno,38670435,Monster Card,,"('Black (series)',)",EARTH,Effect Monster,,Dinosaur,"('Continuous Effect',)",1800,2600,7,Unlimited,Unlimited,Unlimited,Black Tyranno,https://yugipedia.com/wiki/Black_Tyranno,,2023-05-18 20:02:25,
Blade Knight,39507162,Monster Card,,,LIGHT,Effect Monster,,Warrior,"('Continuous Effect',)",1000,1600,4,Unlimited,Unlimited,Unlimited,Blade Knight,https://yugipedia.com/wiki/Blade_Knight,,2023-05-14 22:21:04,
Blade Skater,97023549,Monster Card,,"('Cyber Girl',)",EARTH,Normal Monster,,Warrior,,1500,1400,4,Unlimited,Unlimited,Unlimited,Blade Skater,https://yugipedia.com/wiki/Blade_Skater,"('Edited',)",2023-06-19 17:55:11,
Blast Held by a Tribute,89041555,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Blast Held by a Tribute,https://yugipedia.com/wiki/Blast_Held_by_a_Tribute,,2023-05-19 20:46:30,
Blast Sphere,26302522,Monster Card,,,DARK,Effect Monster,,Machine,"('Trigger Effect',)",1400,1400,4,Unlimited,Unlimited,Unlimited,Blast Sphere,https://yugipedia.com/wiki/Blast_Sphere,,2023-03-18 05:36:06,
Blaze Accelerator,69537999,Spell Card,Continuous Spell Card,"('Blaze Accelerator (archetype)',)",,,,,"('Condition', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Blaze Accelerator,https://yugipedia.com/wiki/Blaze_Accelerator,,2023-05-27 11:04:56,
Blaze Accelerator Deployment,,Skill Card,,"('Blaze Accelerator (archetype)',)",,,,,,,,,Illegal,,Legal,Blaze Accelerator Deployment (Skill Card),https://yugipedia.com/wiki/Blaze_Accelerator_Deployment_(Skill_Card),,2023-06-19 20:41:58,Axel Brodie
Blazing Inpachi,05464695,Monster Card,,"('Inpachi (series)',)",FIRE,Normal Monster,,Pyro,,0,1850,4,Unlimited,Unlimited,Unlimited,Blazing Inpachi,https://yugipedia.com/wiki/Blazing_Inpachi,,2023-05-18 20:10:53,
Block Attack,25880422,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Block Attack,https://yugipedia.com/wiki/Block_Attack,,2023-05-14 20:34:39,
Block Golem,72580321,Monster Card,,,EARTH,Effect Monster,,Rock,"('Ignition Effect',)",1500,1000,3,Unlimited,Unlimited,Unlimited,Block Golem,https://yugipedia.com/wiki/Block_Golem,,2023-03-18 05:45:08,
Blood Sucker,97783659,Monster Card,,,DARK,Effect Monster,,Zombie,"('Trigger Effect',)",1500,1300,4,Unlimited,Unlimited,Unlimited,Blood Sucker,https://yugipedia.com/wiki/Blood_Sucker,,2023-03-18 05:47:04,
Blowback Dragon,25551951,Monster Card,,"('Gun Dragon',)",DARK,Effect Monster,,Machine,"('Ignition Effect',)",1200,2300,6,Unlimited,Unlimited,Unlimited,Blowback Dragon,https://yugipedia.com/wiki/Blowback_Dragon,"('Edited',)",2023-06-19 19:00:46,
Blue Dragon Summoner,55969226,Monster Card,,"('Summoner',)",WIND,Effect Monster,,Spellcaster,"('Trigger Effect',)",600,1500,4,Unlimited,Unlimited,Unlimited,Blue Dragon Summoner,https://yugipedia.com/wiki/Blue_Dragon_Summoner,,2023-03-18 05:49:51,
Blue-Eyed Silver Zombie,35282433,Monster Card,,,DARK,Normal Monster,,Zombie,,700,900,3,Unlimited,Unlimited,Unlimited,Blue-Eyed Silver Zombie,https://yugipedia.com/wiki/Blue-Eyed_Silver_Zombie,,2023-03-18 05:52:42,
Blue-Eyes Ultimate Dragon,23995346,Monster Card,,"('-Eyes Dragon', 'Blue-Eyes')",LIGHT,Fusion Monster,,Dragon,,3800,4500,12,Unlimited,Unlimited,Unlimited,Blue-Eyes Ultimate Dragon,https://yugipedia.com/wiki/Blue-Eyes_Ultimate_Dragon,"('Alternate',)",2023-06-16 19:49:09,
Blue-Eyes White Dragon,89631139,Monster Card,,"('-Eyes Dragon', 'Blue-Eyes')",LIGHT,Normal Monster,,Dragon,,2500,3000,8,Unlimited,Unlimited,Unlimited,Blue-Eyes White Dragon,https://yugipedia.com/wiki/Blue-Eyes_White_Dragon,"('Alternate',)",2023-06-05 10:55:56,
Bokoichi the Freightening Car,08715625,Monster Card,,,DARK,Normal Monster,,Machine,,500,500,2,Unlimited,Unlimited,Unlimited,Bokoichi the Freightening Car,https://yugipedia.com/wiki/Bokoichi_the_Freightening_Car,,2023-03-18 05:58:35,
Bonding - D2O,79402185,Spell Card,Normal Spell Card,"('Bonding',)",,,,,"('Condition', 'Cost', 'Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Bonding - D2O,https://yugipedia.com/wiki/Bonding_-_D2O,,2023-06-19 15:50:52,
Bonding - DHO,06890729,Trap Card,Normal Trap Card,"('Bonding',)",,,,,"('Cost', 'Effect', 'Quick-like Effect')",,,,Unlimited,Unlimited,Unlimited,Bonding - DHO,https://yugipedia.com/wiki/Bonding_-_DHO,,2023-06-19 15:51:06,
Bonding - H2O,45898858,Spell Card,Normal Spell Card,"('Bonding',)",,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Bonding - H2O,https://yugipedia.com/wiki/Bonding_-_H2O,,2023-06-19 15:51:31,
Bonze Alone,00263926,Monster Card,,,EARTH,Effect Monster,,Fairy,"('Summoning condition', 'Trigger Effect', 'Unclassified effect')",100,100,1,Unlimited,Unlimited,Unlimited,Bonze Alone,https://yugipedia.com/wiki/Bonze_Alone,,2023-03-18 06:01:31,
Book of Life,02204140,Spell Card,Normal Spell Card,"('Book of',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Book of Life,https://yugipedia.com/wiki/Book_of_Life,,2023-03-31 19:00:10,
Book of Moon,14087893,Spell Card,Quick-Play Spell Card,"('Book of',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Limited 3,Book of Moon,https://yugipedia.com/wiki/Book_of_Moon,"('Edited',)",2023-07-03 23:10:38,
Bowganian,52090844,Monster Card,,,DARK,Effect Monster,,Machine,"('Trigger Effect',)",1000,1300,3,Unlimited,Unlimited,Unlimited,Bowganian,https://yugipedia.com/wiki/Bowganian,,2023-05-18 20:26:45,
Brave Scizzar,74277583,Monster Card,,,DARK,Normal Monster,,Machine,,1000,1300,4,Unlimited,Unlimited,Unlimited,Brave Scizzar,https://yugipedia.com/wiki/Brave_Scizzar,,2023-03-18 06:23:19,
Break! Draw!,63851864,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Break! Draw!,https://yugipedia.com/wiki/Break!_Draw!,,2023-03-18 06:44:52,
Breaker the Magical Warrior,71413901,Monster Card,,"('Prophecy',)",DARK,Effect Monster,,Spellcaster,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",1000,1600,4,Unlimited,Unlimited,Limited 3,Breaker the Magical Warrior,https://yugipedia.com/wiki/Breaker_the_Magical_Warrior,,2023-05-10 10:35:35,
"Brron, Mad King of Dark World",06214884,Monster Card,,"('Dark World',)",DARK,Effect Monster,,Fiend,"('Trigger Effect',)",400,1800,4,Unlimited,Unlimited,Unlimited,"Brron, Mad King of Dark World","https://yugipedia.com/wiki/Brron,_Mad_King_of_Dark_World",,2023-03-31 17:11:02,
Burst Stream of Destruction,17655904,Spell Card,Normal Spell Card,"('Signature move',)",,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Burst Stream of Destruction,https://yugipedia.com/wiki/Burst_Stream_of_Destruction,,2023-06-17 17:58:55,
Buster Blader,78193831,Monster Card,,"('Buster Blader (archetype)',)",EARTH,Effect Monster,,Warrior,"('Continuous Effect',)",2300,2600,7,Unlimited,Unlimited,Unlimited,Buster Blader,https://yugipedia.com/wiki/Buster_Blader,"('Alternate',)",2023-05-15 19:03:35,
"Buster Blader, the Destruction Swordmaster",03428069,Monster Card,,"('Buster Blader (archetype)', 'Destruction Sword')",EARTH,Effect Monster,,Warrior,"('Ignition Effect', 'Trigger Effect', 'Unclassified effect')",2300,2600,7,Unlimited,Unlimited,Unlimited,"Buster Blader, the Destruction Swordmaster","https://yugipedia.com/wiki/Buster_Blader,_the_Destruction_Swordmaster",,2023-06-19 21:02:21,
Byser Shock,17597059,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",600,800,5,Unlimited,Unlimited,Unlimited,Byser Shock,https://yugipedia.com/wiki/Byser_Shock,,2023-03-18 07:13:43,
Call of the Haunted,,Skill Card,Continuous Trap Card,,,,,,,,,,Illegal,,Legal,Call of the Haunted (Skill Card),https://yugipedia.com/wiki/Call_of_the_Haunted_(Skill_Card),,2023-03-15 01:28:26,Bonz
Call of the Mummy,04861205,Spell Card,Continuous Spell Card,,,,,,"('Condition', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Call of the Mummy,https://yugipedia.com/wiki/Call_of_the_Mummy,,2023-03-31 19:00:15,
Carboneddon,15981690,Monster Card,,,EARTH,Effect Monster,,Dinosaur,"('Condition', 'Ignition Effect', 'Trigger Effect')",600,800,3,Unlimited,Unlimited,Unlimited,Carboneddon,https://yugipedia.com/wiki/Carboneddon,,2023-03-18 07:24:30,
Card Advance,52112003,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Card Advance,https://yugipedia.com/wiki/Card_Advance,,2023-03-18 07:24:37,
Catch of the Day,,Skill Card,,,,,,,,,,,Illegal,,Legal,Catch of the Day,https://yugipedia.com/wiki/Catch_of_the_Day,,2023-06-18 03:42:37,Mako Tsunami
Celtic Guardian,91152256,Monster Card,,"('Celtic Guard',)",EARTH,Normal Monster,,Warrior,,1200,1400,4,Unlimited,Unlimited,Unlimited,Celtic Guardian,https://yugipedia.com/wiki/Celtic_Guardian,"('Alternate',)",2023-05-14 13:36:25,
Cerulean Skyfire,54828837,Spell Card,Continuous Spell Card,"('Signature move',)",,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Cerulean Skyfire,https://yugipedia.com/wiki/Cerulean_Skyfire,,2023-06-17 18:57:25,
Cestus of Dagla,28106077,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Cestus of Dagla,https://yugipedia.com/wiki/Cestus_of_Dagla,,2023-05-19 20:50:52,
Champion's Vigilance,82382815,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Champion's Vigilance,https://yugipedia.com/wiki/Champion%27s_Vigilance,,2023-03-18 07:44:59,
Change Slime,18914778,Monster Card,,"('Change',)",WATER,Normal Monster,,Aqua,,300,400,1,Unlimited,Unlimited,Unlimited,Change Slime,https://yugipedia.com/wiki/Change_Slime,,2023-03-18 07:45:26,
Chaos Trap Hole,11593137,Trap Card,Counter Trap Card,"('Chaos', 'Hole')",,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Chaos Trap Hole,https://yugipedia.com/wiki/Chaos_Trap_Hole,,2023-04-06 19:41:27,
Chaosrider Gustaph,47829960,Monster Card,,"('Chaos', 'Rider')",WIND,Effect Monster,,Warrior,"('Ignition Effect',)",1500,1400,4,Unlimited,Unlimited,Unlimited,Chaosrider Gustaph,https://yugipedia.com/wiki/Chaosrider_Gustaph,,2023-05-18 20:31:04,
Charcoal Inpachi,13179332,Monster Card,,"('Inpachi (series)',)",FIRE,Normal Monster,,Pyro,,2100,100,1,Unlimited,Unlimited,Unlimited,Charcoal Inpachi,https://yugipedia.com/wiki/Charcoal_Inpachi,,2023-03-18 07:56:02,
Charging Gaia the Fierce Knight,07841921,Monster Card,,"('Gaia The Fierce Knight (archetype)',)",LIGHT,Effect Monster,,Warrior,"('Condition', 'Trigger Effect', 'Unclassified effect')",2100,2300,7,Unlimited,Unlimited,Unlimited,Charging Gaia the Fierce Knight,https://yugipedia.com/wiki/Charging_Gaia_the_Fierce_Knight,,2023-03-18 07:56:53,
Checkmate,69313735,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Checkmate,https://yugipedia.com/wiki/Checkmate,,2023-06-22 02:31:43,
Chemistry in Motion,,Skill Card,,,,,,,,,,,Illegal,,Legal,Chemistry in Motion,https://yugipedia.com/wiki/Chemistry_in_Motion,,2023-06-19 15:51:24,Bastion Misawa
Chillin' Outback,,Skill Card,,,,,,,,,,,Illegal,,Legal,Chillin' Outback,https://yugipedia.com/wiki/Chillin%27_Outback,,2023-03-18 08:01:34,Chumley Huffington
Chimera the Flying Mythical Beast,04796100,Monster Card,,"('Chimera (series)', 'Phantom Beast')",WIND,Fusion Monster,,Beast,"('Condition', 'Trigger Effect')",1800,2100,6,Unlimited,Unlimited,Unlimited,Chimera the Flying Mythical Beast,https://yugipedia.com/wiki/Chimera_the_Flying_Mythical_Beast,,2023-07-03 23:11:36,
Chimeratech Overdragon,64599569,Monster Card,,"('Chimeratech',)",DARK,Fusion Monster,,Machine,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",?,?,9,Unlimited,Unlimited,Unlimited,Chimeratech Overdragon,https://yugipedia.com/wiki/Chimeratech_Overdragon,,2023-06-17 18:41:54,
Chiron the Mage,16956455,Monster Card,,,EARTH,Effect Monster,,Beast-Warrior,"('Ignition Effect',)",1000,1800,4,Unlimited,Unlimited,Unlimited,Chiron the Mage,https://yugipedia.com/wiki/Chiron_the_Mage,,2023-03-18 08:02:39,
Cloudian - Acid Cloud,17810268,Monster Card,,"('Cloudian',)",WATER,Effect Monster,,Fairy,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",0,500,4,Unlimited,Unlimited,Unlimited,Cloudian - Acid Cloud,https://yugipedia.com/wiki/Cloudian_-_Acid_Cloud,,2023-04-07 20:07:06,
Cloudian - Altus,79703905,Monster Card,,"('Cloudian',)",WATER,Effect Monster,,Fairy,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",0,1300,4,Unlimited,Unlimited,Unlimited,Cloudian - Altus,https://yugipedia.com/wiki/Cloudian_-_Altus,,2023-04-07 20:07:04,
Cloudian - Cirrostratus,43318266,Monster Card,,"('Cloudian',)",WATER,Effect Monster,,Fairy,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",0,900,4,Unlimited,Unlimited,Unlimited,Cloudian - Cirrostratus,https://yugipedia.com/wiki/Cloudian_-_Cirrostratus,,2023-04-07 20:07:03,
Cloudian - Eye of the Typhoon,57610714,Monster Card,,"('Cloudian',)",WIND,Effect Monster,,Aqua,"('Continuous Effect', 'Trigger Effect')",1000,3000,8,Unlimited,Unlimited,Unlimited,Cloudian - Eye of the Typhoon,https://yugipedia.com/wiki/Cloudian_-_Eye_of_the_Typhoon,,2023-04-07 20:07:06,
Cloudian - Ghost Fog,83604828,Monster Card,,"('Cloudian',)",WATER,Effect Monster,,Fiend,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",0,0,1,Unlimited,Unlimited,Unlimited,Cloudian - Ghost Fog,https://yugipedia.com/wiki/Cloudian_-_Ghost_Fog,,2023-04-07 20:07:03,
Cloudian - Nimbusman,20003527,Monster Card,,"('Cloudian',)",WATER,Effect Monster,,Fairy,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",1000,1000,5,Unlimited,Unlimited,Unlimited,Cloudian - Nimbusman,https://yugipedia.com/wiki/Cloudian_-_Nimbusman,,2023-03-31 17:45:53,
Cloudian - Sheep Cloud,56597272,Monster Card,,"('Cloudian',)",WATER,Effect Monster,,Fairy,"('Trigger Effect',)",0,0,1,Unlimited,Unlimited,Unlimited,Cloudian - Sheep Cloud,https://yugipedia.com/wiki/Cloudian_-_Sheep_Cloud,,2023-04-06 19:41:32,
Cloudian - Smoke Ball,80825553,Monster Card,,"('Cloudian',)",WATER,Normal Monster,,Fairy,,600,200,1,Unlimited,Unlimited,Unlimited,Cloudian - Smoke Ball,https://yugipedia.com/wiki/Cloudian_-_Smoke_Ball,,2023-04-07 20:07:03,
Cloudian - Storm Dragon,13474291,Monster Card,,"('Cloudian',)",WATER,Effect Monster,,Fairy,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",0,1000,4,Unlimited,Unlimited,Unlimited,Cloudian - Storm Dragon,https://yugipedia.com/wiki/Cloudian_-_Storm_Dragon,,2023-04-07 20:07:02,
Cloudian - Turbulence,16197610,Monster Card,,"('Cloudian',)",WATER,Effect Monster,,Fairy,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",0,800,4,Unlimited,Unlimited,Unlimited,Cloudian - Turbulence,https://yugipedia.com/wiki/Cloudian_-_Turbulence,,2023-06-18 03:50:11,
Cloudian Aerosol,88210105,Spell Card,Normal Spell Card,"('Cloudian',)",,,,,"('Condition', 'Cost', 'Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Cloudian Aerosol,https://yugipedia.com/wiki/Cloudian_Aerosol,,2023-04-07 20:07:00,
Cloudian Squall,90135989,Spell Card,Continuous Spell Card,"('Cloudian',)",,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Cloudian Squall,https://yugipedia.com/wiki/Cloudian_Squall,,2023-04-07 20:07:00,
Cloudy Skies of Grey,,Skill Card,,,,,,,,,,,Illegal,,Legal,Cloudy Skies of Grey,https://yugipedia.com/wiki/Cloudy_Skies_of_Grey,,2023-04-06 18:56:41,Adrian Gecko
Clown Zombie,92667214,Monster Card,,"('Zombie counterpart',)",DARK,Normal Monster,,Zombie,,0,1350,2,Unlimited,Unlimited,Unlimited,Clown Zombie,https://yugipedia.com/wiki/Clown_Zombie,,2023-03-18 08:29:49,
Cocoon of Evolution,40240595,Monster Card,,,EARTH,Effect Monster,,Insect,"('Continuous-like Effect', 'Ignition Effect')",2000,0,3,Unlimited,Unlimited,Unlimited,Cocoon of Evolution,https://yugipedia.com/wiki/Cocoon_of_Evolution,,2023-06-22 00:54:37,
Cocoon of Ultra Evolution,,Skill Card,,,,,,,,,,,Illegal,,Limited 2,Cocoon of Ultra Evolution (Skill Card),https://yugipedia.com/wiki/Cocoon_of_Ultra_Evolution_(Skill_Card),,2023-05-10 10:32:14,
Cocoon of Ultra Evolution,,Skill Card,,,,,,,,,,,Illegal,,Limited 2,Cocoon of Ultra Evolution (Skill Card),https://yugipedia.com/wiki/Cocoon_of_Ultra_Evolution_(Skill_Card),,2023-05-10 10:32:14,Weevil Underwood
Coffin Seller,65830223,Trap Card,Continuous Trap Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Coffin Seller,https://yugipedia.com/wiki/Coffin_Seller,,2023-03-18 08:37:28,
Cold-Blooded Tactician,,Skill Card,,,,,,,,,,,Illegal,,Legal,Cold-Blooded Tactician,https://yugipedia.com/wiki/Cold-Blooded_Tactician,,2023-04-06 18:57:35,Thelonious Viper
Command Knight,10375182,Monster Card,,,FIRE,Effect Monster,,Warrior,"('Continuous Effect',)",1900,1200,4,Unlimited,Unlimited,Unlimited,Command Knight,https://yugipedia.com/wiki/Command_Knight,,2023-03-18 08:41:13,
Commencement Dance,43417563,Spell Card,Ritual Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Commencement Dance,https://yugipedia.com/wiki/Commencement_Dance,,2023-06-16 20:11:12,
Common Charity,40465719,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Common Charity,https://yugipedia.com/wiki/Common_Charity,,2023-03-18 08:42:17,
Conscription,31000575,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Conscription,https://yugipedia.com/wiki/Conscription,,2023-03-18 08:45:54,
Consumed By Darkness,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Consumed By Darkness,https://yugipedia.com/wiki/Consumed_By_Darkness,,2023-03-28 00:02:27,Yubel (character)
Copy Knight,21843307,Trap Card,Continuous Trap Card,"('Trap Monster',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Copy Knight,https://yugipedia.com/wiki/Copy_Knight,,2023-03-18 08:58:38,
Copycat,26376390,Monster Card,,,LIGHT,Effect Monster,,Spellcaster,"('Trigger Effect',)",0,0,1,Unlimited,Unlimited,Unlimited,Copycat,https://yugipedia.com/wiki/Copycat,,2023-03-18 08:58:58,
