Card number,Set,Name,Rarity,Print,Region,Page URL,Modification date,Release,Series,Set type,Cover card,Version
LD10-EN051,Legendary Duelists: Soulburning Volcano,Salamangreat Almiraj,"('Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN052,Legendary Duelists: Soulburning Volcano,Volcanic Hammerer,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN053,Legendary Duelists: Soulburning Volcano,Tri-Blaze Accelerator,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN054,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Rabbit Puncher,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN055,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Big Bandage,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN056,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Shadow,"('Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN057,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Lead Yoke,"('Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN058,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Cheat Commissioner,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN059,Legendary Duelists: Soulburning Volcano,Last Counter,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN060,Legendary Duelists: Soulburning Volcano,Jolt Counter,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN061,Legendary Duelists: Soulburning Volcano,Volcanic Eruption,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LEC1-KR018,Legend Collection,Cubic Omen,"('Secret Rare', 'Extra Secret Rare')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:20th_Anniversary_Legend_Collection_(OCG-KR),2023-04-22 18:43:55,,,,,Old
LEC1-KR018,Legend Collection,Cubic Causality,"('Secret Rare', 'Extra Secret Rare')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:20th_Anniversary_Legend_Collection_(OCG-KR),2023-08-02 06:16:16,,,,,New
LEC1-KR019,Legend Collection,Card of Spirit,"('Secret Rare', 'Extra Secret Rare')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:20th_Anniversary_Legend_Collection_(OCG-KR),2023-04-22 18:43:55,,,,,Old
LEC1-KR019,Legend Collection,Card of Fate,"('Secret Rare', 'Extra Secret Rare')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:20th_Anniversary_Legend_Collection_(OCG-KR),2023-08-02 06:16:16,,,,,New
LEC1-KR068,Legend Collection,Malefic Red-Eyes B. Dragon,"('Secret Rare', 'Super Parallel Rare')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:20th_Anniversary_Legend_Collection_(OCG-KR),2023-04-22 18:43:55,,,,,Old
LEC1-KR068,Legend Collection,Malefic Red-Eyes Black Dragon,"('Secret Rare', 'Super Parallel Rare')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:20th_Anniversary_Legend_Collection_(OCG-KR),2023-08-02 06:16:16,,,,,New
RD/711C-JP001,Yu-Gi-Oh! Card Game x 7-Eleven Collaboration Campaign,Gaia The Fierce Knight,"('Normal Parallel Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Card_Game_x_7-Eleven_Collaboration_Campaign_(OCG-JP),2023-08-02 08:47:56,2023-08-03,,Promotional card,,New
RD/711C-JP002,Yu-Gi-Oh! Card Game x 7-Eleven Collaboration Campaign,Curse of Dragon,"('Normal Parallel Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Card_Game_x_7-Eleven_Collaboration_Campaign_(OCG-JP),2023-08-02 08:47:56,2023-08-03,,Promotional card,,New
RD/711C-JP003,Yu-Gi-Oh! Card Game x 7-Eleven Collaboration Campaign,Gaia the Dragon Champion,"('Normal Parallel Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Card_Game_x_7-Eleven_Collaboration_Campaign_(OCG-JP),2023-08-02 08:47:56,2023-08-03,,Promotional card,,New
RD/KP14-JP040,Phoenix of the Roaring Flame,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-07-31 08:48:46,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP040,Phoenix of the Roaring Flame,All-Seeing Harvey,"('Ultra Rare', 'Secret Rare', 'Over Rush Rare')",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-08-06 10:01:02,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP045,Phoenix of the Roaring Flame,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-07-31 08:48:46,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP045,Phoenix of the Roaring Flame,Jointech Burst Dragon,"('Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-08-06 10:01:02,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP054,Phoenix of the Roaring Flame,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-07-31 08:48:46,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP054,Phoenix of the Roaring Flame,Gameboard Ablaze and Alight,"('Super Rare', 'Secret Rare')",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-08-06 10:01:02,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP055,Phoenix of the Roaring Flame,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-07-31 08:48:46,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP055,Phoenix of the Roaring Flame,Cat-trois Choice,"('Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-08-06 10:01:02,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP062,Phoenix of the Roaring Flame,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-07-31 08:48:46,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/KP14-JP062,Phoenix of the Roaring Flame,Dragonic Escape,"('Common',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-08-06 10:01:02,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Cat-trois Choice,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-07-31 08:48:46,2023-08-11,,Booster pack,"('Blazebolt Chemistorm Fenghuang Volcalize Phoenix', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (L)', 'Blazebolt Chemistorm Fenghuang Volcalize Phoenix (R)')",Old
RD/MRP2-JP???,Megaroad Pack 2,Resolve,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-08-07 03:04:00,2023-10-14,,Booster pack,,New
RD/MRP2-JP???,Megaroad Pack 2,Shining Superstar Riff,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-08-07 03:04:00,2023-10-14,,Booster pack,,New
RD/MRP2-JP???,Megaroad Pack 2,Dragonic Force,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-08-07 03:04:00,2023-10-14,,Booster pack,,New
RD/MRP2-JP???,Megaroad Pack 2,Magician's Sense,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-08-07 03:04:00,2023-10-14,,Booster pack,,New
RD/MRP2-JP???,Megaroad Pack 2,High Magic - Double Acceleration,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-08-07 03:04:00,2023-10-14,,Booster pack,,New
RD/SJMP-JP031,Saikyō Jump promotional cards,The Trinity Dragiastar,"('Normal Parallel Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Saiky%C5%8D_Jump_promotional_cards_(OCG-JP),2023-08-05 08:40:55,,,Magazine promotional card,,New
RD/SJMP-JP031,Saikyō Jump October 2023 promotional card,The Trinity Dragiastar,"('Normal Parallel Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Saiky%C5%8D_Jump_October_2023_promotional_card_(OCG-JP),2023-08-03 10:49:05,2023-09-01,Saikyō Jump promotional cards,Magazine promotional card,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Magician Girl,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Magician,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Insect Queen,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,The Legendary Fisherman,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Gearfried the Iron Knight,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Flame Swordsman,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Slifer the Sky Dragon,"('Secret Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Jinzo,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Magician Girl,"('Secret Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Flame Swordsman,"('Secret Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Magician,"('Secret Rare',)",Speed Duel debut,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-07-21 16:03:10,2023-08-24,,Collector's Set,,Old
SBC1-EN???,Speed Duel: Streets of Battle City,Mind Crush,"('Secret Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Renewal,"('Secret Rare',)",Speed Duel debut,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Magician Girl,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Mind Crush,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Renewal,"('Common',)",Speed Duel debut,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Exchange,"('Common',)",Speed Duel debut,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Anti-Magic Arrows,"('Common',)",Speed Duel debut,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Flame Swordsman,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,The Legendary Fisherman,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Insect Queen,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Jinzo,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Gearfried the Iron Knight,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Exchange,"('Secret Rare',)",Speed Duel debut,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Magician,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Kycoo the Ghost Destroyer,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Anti-Magic Arrows,"('Secret Rare',)",Speed Duel debut,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Kycoo the Ghost Destroyer,"('Secret Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Flame Swordsman,"('Secret Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Slifer the Sky Dragon,"('Secret Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Magician,"('Secret Rare',)",Speed Duel debut,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SBC1-EN???,Speed Duel: Streets of Battle City,Dark Magician Girl,"('Secret Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Speed_Duel:_Streets_of_Battle_City_(TCG-EN),2023-08-04 19:53:15,2023-08-24,,Collector's Set,,New
SHVI-ENSE3,Shining Victories: Special Edition,Magician's Robe,"('Super Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Shining_Victories:_Special_Edition_(TCG-EN),2023-03-23 11:54:41,2016-06-16,,Special Edition,,Old
SHVI-ENSE3,Shining Victories: Special Edition,Magician's Robe,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Shining_Victories:_Special_Edition_(TCG-EN),2023-08-06 18:33:09,2016-06-16,,Special Edition,,New
SHVI-ENSE4,Shining Victories: Special Edition,Scapeghost,"('Super Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Shining_Victories:_Special_Edition_(TCG-EN),2023-03-23 11:54:41,2016-06-16,,Special Edition,,Old
SHVI-ENSE4,Shining Victories: Special Edition,Scapeghost,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Shining_Victories:_Special_Edition_(TCG-EN),2023-08-06 18:33:09,2016-06-16,,Special Edition,,New
SR10-EN001,Structure Deck: Mechanized Madness,Machina Citadel,"('Ultra Rare',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN001,Structure Deck: Mechanized Madness,Machina Citadel,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN002,Structure Deck: Mechanized Madness,Machina Air Raider,"('Super Rare',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN002,Structure Deck: Mechanized Madness,Machina Air Raider,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN003,Structure Deck: Mechanized Madness,Machina Irradiator,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN003,Structure Deck: Mechanized Madness,Machina Irradiator,"('Common',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN004,Structure Deck: Mechanized Madness,Machina Fortress,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN004,Structure Deck: Mechanized Madness,Machina Fortress,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN005,Structure Deck: Mechanized Madness,Machina Gearframe,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN005,Structure Deck: Mechanized Madness,Machina Gearframe,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN006,Structure Deck: Mechanized Madness,Machina Peacekeeper,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN006,Structure Deck: Mechanized Madness,Machina Peacekeeper,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN007,Structure Deck: Mechanized Madness,Machina Force,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN007,Structure Deck: Mechanized Madness,Machina Force,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN008,Structure Deck: Mechanized Madness,Machina Megaform,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN008,Structure Deck: Mechanized Madness,Machina Megaform,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN009,Structure Deck: Mechanized Madness,Machina Cannon,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN009,Structure Deck: Mechanized Madness,Machina Cannon,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN010,Structure Deck: Mechanized Madness,Machina Soldier,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
