Name,Password,Effect type,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Monster type,ATK,DEF,Version
Adhesive Explosive,53828396,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Adhesive_Explosive,2020-11-15 04:46:04,,"('Effect Monster',)",,Machine,1000,1000,New
"Adreus, Keeper of Armageddon",94119480,"('Ignition Effect',)",Unlimited,,"https://yugipedia.com/wiki/Adreus,_Keeper_of_Armageddon",2021-11-06 16:01:56,,Xyz Monster,,Fiend,2600,1700,Old
"Adreus, Keeper of Armageddon",94119480,"('Ignition Effect',)",Unlimited,,"https://yugipedia.com/wiki/Adreus,_Keeper_of_Armageddon",2021-11-06 16:01:56,,"('Effect Monster', 'Xyz Monster')",,Fiend,2600,1700,New
Adularia of the Moonlit Water,15464375,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",,,https://yugipedia.com/wiki/Adularia_of_the_Moonlit_Water,2022-06-21 09:02:16,,Effect Monster,,Spellcaster,1000,1000,Old
Adularia of the Moonlit Water,15464375,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",,,https://yugipedia.com/wiki/Adularia_of_the_Moonlit_Water,2022-06-21 09:02:16,,"('Effect Monster',)",,Spellcaster,1000,1000,New
Advanced Crystal Beast Amber Mammoth,18847598,"('Continuous Effect', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Amber_Mammoth,2022-11-18 12:11:22,,Effect Monster,,Beast,1700,1600,Old
Advanced Crystal Beast Amber Mammoth,18847598,"('Continuous Effect', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Amber_Mammoth,2022-11-18 12:11:22,,"('Effect Monster',)",,Beast,1700,1600,New
Advanced Crystal Beast Amethyst Cat,19963185,"('Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Amethyst_Cat,2022-11-18 12:10:54,,Effect Monster,,Beast,1200,400,Old
Advanced Crystal Beast Amethyst Cat,19963185,"('Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Amethyst_Cat,2022-11-18 12:10:54,,"('Effect Monster',)",,Beast,1200,400,New
Advanced Crystal Beast Cobalt Eagle,45236142,"('Continuous Effect', 'Ignition Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Cobalt_Eagle,2022-11-18 12:11:29,,Effect Monster,,Winged Beast,1400,800,Old
Advanced Crystal Beast Cobalt Eagle,45236142,"('Continuous Effect', 'Ignition Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Cobalt_Eagle,2022-11-18 12:11:29,,"('Effect Monster',)",,Winged Beast,1400,800,New
Advanced Crystal Beast Emerald Tortoise,46358784,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Emerald_Tortoise,2022-11-18 12:11:02,,Effect Monster,,Aqua,600,2000,Old
Advanced Crystal Beast Emerald Tortoise,46358784,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Emerald_Tortoise,2022-11-18 12:11:02,,"('Effect Monster',)",,Aqua,600,2000,New
Advanced Crystal Beast Ruby Carbuncle,83575471,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Ruby_Carbuncle,2022-11-18 12:10:40,,Effect Monster,,Fairy,300,300,Old
Advanced Crystal Beast Ruby Carbuncle,83575471,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Ruby_Carbuncle,2022-11-18 12:10:40,,"('Effect Monster',)",,Fairy,300,300,New
Advanced Crystal Beast Sapphire Pegasus,71620241,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Sapphire_Pegasus,2022-11-18 12:11:39,,Effect Monster,,Beast,1800,1200,Old
Advanced Crystal Beast Sapphire Pegasus,71620241,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Sapphire_Pegasus,2022-11-18 12:11:39,,"('Effect Monster',)",,Beast,1800,1200,New
Advanced Crystal Beast Topaz Tiger,72843899,"('Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Topaz_Tiger,2022-11-18 12:11:13,,Effect Monster,,Beast,1600,1000,Old
Advanced Crystal Beast Topaz Tiger,72843899,"('Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Advanced_Crystal_Beast_Topaz_Tiger,2022-11-18 12:11:13,,"('Effect Monster',)",,Beast,1600,1000,New
Aegaion the Sea Castrum,10678778,"('Condition', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Aegaion_the_Sea_Castrum,2021-03-08 05:12:46,,Xyz Monster,,Machine,?,3000,Old
Aegaion the Sea Castrum,10678778,"('Condition', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Aegaion_the_Sea_Castrum,2021-03-08 05:12:46,,"('Effect Monster', 'Xyz Monster')",,Machine,?,3000,New
Aeropixthree,83094004,"('Continuous Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Aeropixthree,2022-09-15 23:26:38,,Effect Monster,Tuner monster,Fairy,200,200,Old
Aeropixthree,83094004,"('Continuous Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Aeropixthree,2022-09-15 23:26:38,,"('Effect Monster',)",Tuner monster,Fairy,200,200,New
"Aether, the Empowering Dragon",56804361,"('Condition', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Aether,_the_Empowering_Dragon",2020-03-12 23:41:06,,Effect Monster,,Dragon,2300,1600,Old
"Aether, the Empowering Dragon",56804361,"('Condition', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Aether,_the_Empowering_Dragon",2020-03-12 23:41:06,,"('Effect Monster',)",,Dragon,2300,1600,New
"Aether, the Evil Empowering Dragon",28865322,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Aether,_the_Evil_Empowering_Dragon",2020-03-12 23:41:38,,Effect Monster,,Dragon,2300,1600,Old
"Aether, the Evil Empowering Dragon",28865322,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Aether,_the_Evil_Empowering_Dragon",2020-03-12 23:41:38,,"('Effect Monster', 'Pendulum Monster')",,Dragon,2300,1600,New
Agave Dragon,02411269,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Agave_Dragon,2020-03-12 23:42:41,,Link Monster,,Wyrm,3000,,Old
Agave Dragon,02411269,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Agave_Dragon,2020-03-12 23:42:41,,"('Effect Monster', 'Link Monster')",,Wyrm,3000,,New
"Aggiba, the Malevolent Sh'nn S'yo",,"('Condition', 'Summoning condition')",Illegal,,"https://yugipedia.com/wiki/Aggiba,_the_Malevolent_Sh%27nn_S%27yo",2021-06-27 10:28:53,,Effect Monster,,Fiend,3000,3000,Old
"Aggiba, the Malevolent Sh'nn S'yo",,"('Condition', 'Summoning condition')",Illegal,,"https://yugipedia.com/wiki/Aggiba,_the_Malevolent_Sh%27nn_S%27yo",2021-06-27 10:28:53,,"('Effect Monster',)",,Fiend,3000,3000,New
Agido,16135253,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Agido,2022-04-13 12:40:39,,Effect Monster,,Fairy,1500,1300,Old
Agido,16135253,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Agido,2022-04-13 12:40:39,,"('Effect Monster',)",,Fairy,1500,1300,New
Agido the Ancient Sentinel,62320425,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Agido_the_Ancient_Sentinel,2022-11-04 07:10:04,,Effect Monster,,Fairy,1500,1300,Old
Agido the Ancient Sentinel,62320425,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Agido_the_Ancient_Sentinel,2022-11-04 07:10:04,,"('Effect Monster',)",,Fairy,1500,1300,New
"Ahrima, the Wicked Warden",86377375,"('Condition', 'Ignition Effect')",Unlimited,,"https://yugipedia.com/wiki/Ahrima,_the_Wicked_Warden",2021-11-01 01:08:41,"('Name',)",Effect Monster,,Fiend,1700,0,Old
"Ahrima, the Wicked Warden",86377375,"('Condition', 'Ignition Effect')",Unlimited,,"https://yugipedia.com/wiki/Ahrima,_the_Wicked_Warden",2021-11-01 01:08:41,"('Name',)","('Effect Monster',)",,Fiend,1700,0,New
Aileron,96084564,"('Condition', 'Continuous-like Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Aileron,2022-11-04 07:06:26,,Effect Monster,,Machine,0,0,Old
Aileron,96084564,"('Condition', 'Continuous-like Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Aileron,2022-11-04 07:06:26,,"('Effect Monster',)",,Machine,0,0,New
Air Armor Ninja,69023354,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Air_Armor_Ninja,2023-01-03 20:23:02,,Effect Monster,,Warrior,1400,1400,Old
Air Armor Ninja,69023354,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Air_Armor_Ninja,2023-01-03 20:23:02,,"('Effect Monster',)",,Warrior,1400,1400,New
Air Eater,08353769,,,,https://yugipedia.com/wiki/Air_Eater,2021-11-06 15:26:11,,Normal Monster,,Fiend,2100,1600,Old
Air Eater,08353769,,,,https://yugipedia.com/wiki/Air_Eater,2021-11-06 15:26:11,,"('Normal Monster',)",,Fiend,2100,1600,New
Airknight Parshath,18036057,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Airknight_Parshath,2022-04-24 04:03:35,,Effect Monster,,Fairy,1900,1400,Old
Airknight Parshath,18036057,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Airknight_Parshath,2022-04-24 04:03:35,,"('Effect Monster',)",,Fairy,1900,1400,New
Airorca,84747429,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Airorca,2020-10-31 04:59:31,,Effect Monster,,Sea Serpent,1400,300,Old
Airorca,84747429,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Airorca,2020-10-31 04:59:31,,"('Effect Monster',)",,Sea Serpent,1400,300,New
Aitsu,48202661,,Unlimited,,https://yugipedia.com/wiki/Aitsu,2021-11-06 15:26:34,,Normal Monster,,Fairy,100,100,Old
Aitsu,48202661,,Unlimited,,https://yugipedia.com/wiki/Aitsu,2021-11-06 15:26:34,,"('Normal Monster',)",,Fairy,100,100,New
"Aiwass, the Magistus Spell Spirit",35877582,"('Condition', 'Continuous-like Effect', 'Quick Effect')",Unlimited,,"https://yugipedia.com/wiki/Aiwass,_the_Magistus_Spell_Spirit",2022-10-02 13:36:04,,Fusion Monster,,Fiend,2000,2800,Old
"Aiwass, the Magistus Spell Spirit",35877582,"('Condition', 'Continuous-like Effect', 'Quick Effect')",Unlimited,,"https://yugipedia.com/wiki/Aiwass,_the_Magistus_Spell_Spirit",2022-10-02 13:36:04,,"('Effect Monster', 'Fusion Monster')",,Fiend,2000,2800,New
Akakieisu,38035986,,,,https://yugipedia.com/wiki/Akakieisu,2021-11-06 16:04:05,,Normal Monster,,Spellcaster,1000,800,Old
Akakieisu,38035986,,,,https://yugipedia.com/wiki/Akakieisu,2021-11-06 16:04:05,,"('Normal Monster',)",,Spellcaster,1000,800,New
Akashic Magician,28776350,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Akashic_Magician,2022-04-20 02:34:11,,Link Monster,,Spellcaster,1700,,Old
Akashic Magician,28776350,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Akashic_Magician,2022-04-20 02:34:11,,"('Effect Monster', 'Link Monster')",,Spellcaster,1700,,New
Akihiron,36904469,,,,https://yugipedia.com/wiki/Akihiron,2021-11-06 15:27:02,,Normal Monster,,Aqua,1700,1400,Old
Akihiron,36904469,,,,https://yugipedia.com/wiki/Akihiron,2021-11-06 15:27:02,,"('Normal Monster',)",,Aqua,1700,1400,New
"Akz, the Pumer",38837163,"('Ignition Effect', 'Summoning condition')",Unlimited,,"https://yugipedia.com/wiki/Akz,_the_Pumer",2021-11-06 16:04:26,,Effect Monster,,Beast-Warrior,1500,1000,Old
"Akz, the Pumer",38837163,"('Ignition Effect', 'Summoning condition')",Unlimited,,"https://yugipedia.com/wiki/Akz,_the_Pumer",2021-11-06 16:04:26,,"('Effect Monster',)",,Beast-Warrior,1500,1000,New
Al-Lumi'raj,25795273,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Al-Lumi%27raj,2020-11-15 04:48:56,,Effect Monster,Tuner monster,Wyrm,1600,1000,Old
Al-Lumi'raj,25795273,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Al-Lumi%27raj,2020-11-15 04:48:56,,"('Effect Monster',)",Tuner monster,Wyrm,1600,1000,New
Alba-Lenatus the Abyss Dragon,03410461,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Alba-Lenatus_the_Abyss_Dragon,2022-05-19 23:10:25,,Fusion Monster,,Dragon,2500,2500,Old
Alba-Lenatus the Abyss Dragon,03410461,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Alba-Lenatus_the_Abyss_Dragon,2022-05-19 23:10:25,,"('Effect Monster', 'Fusion Monster')",,Dragon,2500,2500,New
Albaz the Ashen,37683547,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Albaz_the_Ashen,2022-08-13 10:49:03,,Effect Monster,,Dragon,1800,0,Old
Albaz the Ashen,37683547,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Albaz_the_Ashen,2022-08-13 10:49:03,,"('Effect Monster',)",,Dragon,1800,0,New
Albion the Branded Dragon,87746184,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Albion_the_Branded_Dragon,2022-09-14 13:28:50,,Fusion Monster,,Dragon,2500,2000,Old
Albion the Branded Dragon,87746184,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Albion_the_Branded_Dragon,2022-09-14 13:28:50,,"('Effect Monster', 'Fusion Monster')",,Dragon,2500,2000,New
Albion the Incandescent Dragon,38811586,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')",,,https://yugipedia.com/wiki/Albion_the_Incandescent_Dragon,2023-01-14 01:45:37,,Fusion Monster,,Dragon,3000,2500,Old
Albion the Incandescent Dragon,38811586,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')",,,https://yugipedia.com/wiki/Albion_the_Incandescent_Dragon,2023-01-14 01:45:37,,"('Effect Monster', 'Fusion Monster')",,Dragon,3000,2500,New
Albion the Shrouded Dragon,25451383,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Albion_the_Shrouded_Dragon,2022-09-14 13:12:00,,Effect Monster,,Dragon,2500,2000,Old
Albion the Shrouded Dragon,25451383,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Albion_the_Shrouded_Dragon,2022-09-14 13:12:00,,"('Effect Monster',)",,Dragon,2500,2000,New
Alchemic Magician,65301952,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Alchemic_Magician,2022-04-20 11:45:58,,Xyz Monster,,Spellcaster,1500,1500,Old
Alchemic Magician,65301952,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Alchemic_Magician,2022-04-20 11:45:58,,"('Effect Monster', 'Xyz Monster')",,Spellcaster,1500,1500,New
Alchemist of Black Spells,78121572,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Alchemist_of_Black_Spells,2021-11-06 16:05:07,,Effect Monster,,Spellcaster,1200,1800,Old
Alchemist of Black Spells,78121572,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Alchemist_of_Black_Spells,2021-11-06 16:05:07,,"('Effect Monster',)",,Spellcaster,1200,1800,New
"Alector, Sovereign of Birds",17573739,"('Ignition Effect', 'Unclassified effect')",Unlimited,,"https://yugipedia.com/wiki/Alector,_Sovereign_of_Birds",2022-04-27 16:38:19,,Effect Monster,,Winged Beast,2400,2000,Old
"Alector, Sovereign of Birds",17573739,"('Ignition Effect', 'Unclassified effect')",Unlimited,,"https://yugipedia.com/wiki/Alector,_Sovereign_of_Birds",2022-04-27 16:38:19,,"('Effect Monster',)",,Winged Beast,2400,2000,New
"Aleirtt, the Ogdoadic Dark",98787535,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Aleirtt,_the_Ogdoadic_Dark",2021-12-15 01:40:08,,Effect Monster,,Reptile,2000,800,Old
"Aleirtt, the Ogdoadic Dark",98787535,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Aleirtt,_the_Ogdoadic_Dark",2021-12-15 01:40:08,,"('Effect Monster',)",,Reptile,2000,800,New
Aleister the Invoker,86120751,"('Quick Effect', 'Trigger Effect')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Aleister_the_Invoker,2022-10-29 14:03:11,,Effect Monster,,Spellcaster,1000,1800,Old
Aleister the Invoker,86120751,"('Quick Effect', 'Trigger Effect')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Aleister_the_Invoker,2022-10-29 14:03:11,,"('Effect Monster',)",,Spellcaster,1000,1800,New
Aleister the Invoker of Madness,97973962,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Aleister_the_Invoker_of_Madness,2022-11-05 14:23:41,,Link Monster,,Spellcaster,1800,,Old
Aleister the Invoker of Madness,97973962,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Aleister_the_Invoker_of_Madness,2022-11-05 14:23:41,,"('Effect Monster', 'Link Monster')",,Spellcaster,1800,,New
Alexandrite Dragon,43096270,,Unlimited,,https://yugipedia.com/wiki/Alexandrite_Dragon,2023-01-03 00:35:31,,Normal Monster,,Dragon,2000,100,Old
Alexandrite Dragon,43096270,,Unlimited,,https://yugipedia.com/wiki/Alexandrite_Dragon,2023-01-03 00:35:31,,"('Normal Monster',)",,Dragon,2000,100,New
Alghoul Mazera,45154513,"('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Alghoul_Mazera,2022-11-04 01:16:56,,Effect Monster,,Zombie,2800,2300,Old
Alghoul Mazera,45154513,"('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Alghoul_Mazera,2022-11-04 01:16:56,,"('Effect Monster',)",,Zombie,2800,2300,New
"Alice, Lady of Lament",14504454,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Alice,_Lady_of_Lament",2022-04-20 03:11:11,,Effect Monster,,Fiend,0,2000,Old
"Alice, Lady of Lament",14504454,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Alice,_Lady_of_Lament",2022-04-20 03:11:11,,"('Effect Monster',)",,Fiend,0,2000,New
"Alich, Malebranche of the Burning Abyss",47728740,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Alich,_Malebranche_of_the_Burning_Abyss",2022-07-09 04:14:11,,Effect Monster,,Fiend,1200,0,Old
"Alich, Malebranche of the Burning Abyss",47728740,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Alich,_Malebranche_of_the_Burning_Abyss",2022-07-09 04:14:11,,"('Effect Monster',)",,Fiend,1200,0,New
Alien Ammonite,00652362,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Alien_Ammonite,2022-05-05 14:42:50,"('Type',)",Effect Monster,Tuner monster,Reptile,500,200,Old
Alien Ammonite,00652362,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Alien_Ammonite,2022-05-05 14:42:50,"('Type',)","('Effect Monster',)",Tuner monster,Reptile,500,200,New
Alien Dog,15475415,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Alien_Dog,2022-04-27 14:48:08,,Effect Monster,,Reptile,1500,1000,Old
Alien Dog,15475415,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Alien_Dog,2022-04-27 14:48:08,,"('Effect Monster',)",,Reptile,1500,1000,New
Alien Grey,62437709,"('Continuous Effect', 'Flip effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Alien_Grey,2021-11-06 16:06:29,,Effect Monster,Flip monster,Reptile,300,800,Old
Alien Grey,62437709,"('Continuous Effect', 'Flip effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Alien_Grey,2021-11-06 16:06:29,,"('Effect Monster',)",Flip monster,Reptile,300,800,New
Alien Hunter,62315111,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Alien_Hunter,2021-11-06 16:06:47,,Effect Monster,,Reptile,1600,800,Old
Alien Hunter,62315111,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Alien_Hunter,2021-11-06 16:06:47,,"('Effect Monster',)",,Reptile,1600,800,New
Alien Hypno,38468214,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Alien_Hypno,2021-11-06 16:07:07,,Effect Monster,Gemini monster,Reptile,1600,700,Old
Alien Hypno,38468214,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Alien_Hypno,2021-11-06 16:07:07,,"('Effect Monster',)",Gemini monster,Reptile,1600,700,New
Alien Infiltrator,76573247,"('Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Alien_Infiltrator,2021-11-06 16:07:30,,Effect Monster,,Reptile,800,500,Old
