Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Blood Sucker,97783659,Monster Card,,,DARK,Effect Monster,,Zombie,"('Trigger Effect',)",1500,1300,4,Unlimited,Unlimited,Unlimited,Blood Sucker,https://yugipedia.com/wiki/Blood_Sucker,,2020-03-14 06:04:30,
Blowback Dragon,25551951,Monster Card,,"('Gun Dragon',)",DARK,Effect Monster,,Machine,"('Ignition Effect',)",1200,2300,6,Unlimited,Unlimited,Unlimited,Blowback Dragon,https://yugipedia.com/wiki/Blowback_Dragon,"('Edited',)",2023-01-13 14:16:50,
Blue Dragon Summoner,55969226,Monster Card,,"('Summoner',)",WIND,Effect Monster,,Spellcaster,"('Trigger Effect',)",600,1500,4,Unlimited,Unlimited,Unlimited,Blue Dragon Summoner,https://yugipedia.com/wiki/Blue_Dragon_Summoner,,2020-06-22 04:13:25,
Blue-Eyed Silver Zombie,35282433,Monster Card,,,DARK,Normal Monster,,Zombie,,700,900,3,Unlimited,Unlimited,Unlimited,Blue-Eyed Silver Zombie,https://yugipedia.com/wiki/Blue-Eyed_Silver_Zombie,,2022-05-26 19:17:17,
Blue-Eyes Ultimate Dragon,23995346,Monster Card,,"('-Eyes Dragon', 'Blue-Eyes')",LIGHT,Fusion Monster,,Dragon,,3800,4500,12,Unlimited,Unlimited,Unlimited,Blue-Eyes Ultimate Dragon,https://yugipedia.com/wiki/Blue-Eyes_Ultimate_Dragon,"('Alternate',)",2022-11-25 04:18:04,
Blue-Eyes White Dragon,89631139,Monster Card,,"('-Eyes Dragon', 'Blue-Eyes')",LIGHT,Normal Monster,,Dragon,,2500,3000,8,Unlimited,Unlimited,Unlimited,Blue-Eyes White Dragon,https://yugipedia.com/wiki/Blue-Eyes_White_Dragon,"('Alternate',)",2023-01-03 00:31:35,
Bokoichi the Freightening Car,08715625,Monster Card,,,DARK,Normal Monster,,Machine,,500,500,2,Unlimited,Unlimited,Unlimited,Bokoichi the Freightening Car,https://yugipedia.com/wiki/Bokoichi_the_Freightening_Car,,2020-11-15 19:37:27,
Bonding - D2O,79402185,Spell Card,Normal Spell Card,"('Bonding',)",,,,,"('Condition', 'Cost', 'Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Bonding - D2O,https://yugipedia.com/wiki/Bonding_-_D2O,,2022-10-06 17:32:01,
Bonding - DHO,06890729,Trap Card,Normal Trap Card,"('Bonding',)",,,,,"('Cost', 'Effect', 'Quick-like Effect')",,,,Unlimited,Unlimited,Unlimited,Bonding - DHO,https://yugipedia.com/wiki/Bonding_-_DHO,,2022-10-06 17:30:32,
Bonding - H2O,45898858,Spell Card,Normal Spell Card,"('Bonding',)",,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Bonding - H2O,https://yugipedia.com/wiki/Bonding_-_H2O,,2022-10-06 17:32:17,
Bonze Alone,00263926,Monster Card,,,EARTH,Effect Monster,,Fairy,"('Summoning condition', 'Trigger Effect', 'Unclassified effect')",100,100,1,Unlimited,Unlimited,Unlimited,Bonze Alone,https://yugipedia.com/wiki/Bonze_Alone,,2021-01-31 17:47:00,
Book of Life,02204140,Spell Card,Normal Spell Card,"('Book of',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Book of Life,https://yugipedia.com/wiki/Book_of_Life,,2022-09-16 21:57:20,
Book of Moon,14087893,Spell Card,Quick-Play Spell Card,"('Book of',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Book of Moon,https://yugipedia.com/wiki/Book_of_Moon,"('Edited',)",2023-02-13 00:06:24,
Bowganian,52090844,Monster Card,,,DARK,Effect Monster,,Machine,"('Trigger Effect',)",1000,1300,3,Unlimited,Unlimited,Unlimited,Bowganian,https://yugipedia.com/wiki/Bowganian,,2022-04-29 11:30:10,
Brave Scizzar,74277583,Monster Card,,,DARK,Normal Monster,,Machine,,1000,1300,4,Unlimited,Unlimited,Unlimited,Brave Scizzar,https://yugipedia.com/wiki/Brave_Scizzar,,2021-11-07 09:39:50,
Break! Draw!,63851864,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Break! Draw!,https://yugipedia.com/wiki/Break!_Draw!,,2020-12-13 21:39:36,
Breaker the Magical Warrior,71413901,Monster Card,,"('Prophecy',)",DARK,Effect Monster,,Spellcaster,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",1000,1600,4,Unlimited,Unlimited,Unlimited,Breaker the Magical Warrior,https://yugipedia.com/wiki/Breaker_the_Magical_Warrior,,2023-01-11 16:52:55,
Burst Stream of Destruction,17655904,Spell Card,Normal Spell Card,"('Signature move',)",,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Burst Stream of Destruction,https://yugipedia.com/wiki/Burst_Stream_of_Destruction,,2023-01-03 00:57:34,
Buster Blader,78193831,Monster Card,,"('Buster Blader (archetype)',)",EARTH,Effect Monster,,Warrior,"('Continuous Effect',)",2300,2600,7,Unlimited,Unlimited,Unlimited,Buster Blader,https://yugipedia.com/wiki/Buster_Blader,"('Alternate',)",2022-10-29 14:03:38,
"Buster Blader, the Destruction Swordmaster",03428069,Monster Card,,"('Buster Blader (archetype)', 'Destruction Sword')",EARTH,Effect Monster,,Warrior,"('Ignition Effect', 'Trigger Effect', 'Unclassified effect')",2300,2600,7,Unlimited,Unlimited,Unlimited,"Buster Blader, the Destruction Swordmaster","https://yugipedia.com/wiki/Buster_Blader,_the_Destruction_Swordmaster",,2021-01-31 17:38:10,
Byser Shock,17597059,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",600,800,5,Unlimited,Unlimited,Unlimited,Byser Shock,https://yugipedia.com/wiki/Byser_Shock,,2021-11-07 09:43:43,
Call of the Haunted,,Skill Card,Continuous Trap Card,,,,,,,,,,Illegal,,Legal,Call of the Haunted (Skill Card),https://yugipedia.com/wiki/Call_of_the_Haunted_(Skill_Card),,2020-05-29 07:31:49,Bonz
Carboneddon,15981690,Monster Card,,,EARTH,Effect Monster,,Dinosaur,"('Condition', 'Ignition Effect', 'Trigger Effect')",600,800,3,Unlimited,Unlimited,Unlimited,Carboneddon,https://yugipedia.com/wiki/Carboneddon,,2022-10-06 17:35:45,
Card Advance,52112003,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Card Advance,https://yugipedia.com/wiki/Card_Advance,,2022-03-19 20:12:16,
Catch of the Day,,Skill Card,,,,,,,,,,,Illegal,,Legal,Catch of the Day,https://yugipedia.com/wiki/Catch_of_the_Day,,2020-05-29 17:17:29,Mako Tsunami
Celtic Guardian,91152256,Monster Card,,"('Celtic Guard',)",EARTH,Normal Monster,,Warrior,,1200,1400,4,Unlimited,Unlimited,Unlimited,Celtic Guardian,https://yugipedia.com/wiki/Celtic_Guardian,"('Alternate',)",2022-10-29 13:54:44,
Cestus of Dagla,28106077,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Cestus of Dagla,https://yugipedia.com/wiki/Cestus_of_Dagla,,2022-04-13 10:41:19,
Champion's Vigilance,82382815,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Champion's Vigilance,https://yugipedia.com/wiki/Champion%27s_Vigilance,,2023-01-03 01:14:07,
Change Slime,18914778,Monster Card,,"('Change',)",WATER,Normal Monster,,Aqua,,300,400,1,Unlimited,Unlimited,Unlimited,Change Slime,https://yugipedia.com/wiki/Change_Slime,,2022-04-10 02:26:17,
Charcoal Inpachi,13179332,Monster Card,,"('Inpachi (series)',)",FIRE,Normal Monster,,Pyro,,2100,100,1,Unlimited,Unlimited,Unlimited,Charcoal Inpachi,https://yugipedia.com/wiki/Charcoal_Inpachi,,2022-04-20 04:38:17,
Charging Gaia the Fierce Knight,07841921,Monster Card,,"('Gaia The Fierce Knight (archetype)',)",LIGHT,Effect Monster,,Warrior,"('Condition', 'Trigger Effect', 'Unclassified effect')",2100,2300,7,Unlimited,Unlimited,Unlimited,Charging Gaia the Fierce Knight,https://yugipedia.com/wiki/Charging_Gaia_the_Fierce_Knight,,2022-12-19 19:13:30,
Chemistry in Motion,,Skill Card,,,,,,,,,,,Illegal,,Legal,Chemistry in Motion,https://yugipedia.com/wiki/Chemistry_in_Motion,,2022-10-08 06:34:31,Bastion Misawa
Chillin' Outback,,Skill Card,,,,,,,,,,,Illegal,,Legal,Chillin' Outback,https://yugipedia.com/wiki/Chillin%27_Outback,,2022-12-16 20:51:42,Chumley Huffington
Chimera the Flying Mythical Beast,04796100,Monster Card,,"('Phantom Beast',)",WIND,Fusion Monster,,Beast,"('Condition', 'Trigger Effect')",1800,2100,6,Unlimited,Unlimited,Unlimited,Chimera the Flying Mythical Beast,https://yugipedia.com/wiki/Chimera_the_Flying_Mythical_Beast,,2021-11-07 10:03:20,
Chimeratech Overdragon,64599569,Monster Card,,"('Chimeratech',)",DARK,Fusion Monster,,Machine,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",?,?,9,Unlimited,Unlimited,Unlimited,Chimeratech Overdragon,https://yugipedia.com/wiki/Chimeratech_Overdragon,,2022-06-04 11:36:17,
Chiron the Mage,16956455,Monster Card,,,EARTH,Effect Monster,,Beast-Warrior,"('Ignition Effect',)",1000,1800,4,Unlimited,Unlimited,Unlimited,Chiron the Mage,https://yugipedia.com/wiki/Chiron_the_Mage,,2022-12-18 15:31:45,
Clown Zombie,92667214,Monster Card,,"('Zombie counterpart',)",DARK,Normal Monster,,Zombie,,0,1350,2,Unlimited,Unlimited,Unlimited,Clown Zombie,https://yugipedia.com/wiki/Clown_Zombie,,2021-11-07 09:49:29,
Cocoon of Evolution,40240595,Monster Card,,,EARTH,Effect Monster,,Insect,"('Continuous-like Effect', 'Ignition Effect')",2000,0,3,Unlimited,Unlimited,Unlimited,Cocoon of Evolution,https://yugipedia.com/wiki/Cocoon_of_Evolution,,2022-04-20 19:51:25,
Cocoon of Ultra Evolution,,Skill Card,,,,,,,,,,,Illegal,,Legal,Cocoon of Ultra Evolution (Skill Card),https://yugipedia.com/wiki/Cocoon_of_Ultra_Evolution_(Skill_Card),,2022-09-01 16:54:43,Weevil Underwood
Coffin Seller,65830223,Trap Card,Continuous Trap Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Coffin Seller,https://yugipedia.com/wiki/Coffin_Seller,,2023-02-17 13:13:13,
Command Knight,10375182,Monster Card,,,FIRE,Effect Monster,,Warrior,"('Continuous Effect',)",1900,1200,4,Unlimited,Unlimited,Unlimited,Command Knight,https://yugipedia.com/wiki/Command_Knight,,2022-08-13 11:11:49,
Commencement Dance,43417563,Spell Card,Ritual Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Commencement Dance,https://yugipedia.com/wiki/Commencement_Dance,,2022-04-20 12:07:07,
Common Charity,40465719,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Common Charity,https://yugipedia.com/wiki/Common_Charity,,2022-12-09 15:47:48,
Conscription,31000575,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Conscription,https://yugipedia.com/wiki/Conscription,,2022-07-24 05:44:45,
Consumed By Darkness,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Consumed By Darkness,https://yugipedia.com/wiki/Consumed_By_Darkness,,2022-09-01 18:33:32,Yubel
Copy Knight,21843307,Trap Card,Continuous Trap Card,"('Trap Monster',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Copy Knight,https://yugipedia.com/wiki/Copy_Knight,,2022-07-24 09:40:16,
Copycat,26376390,Monster Card,,,LIGHT,Effect Monster,,Spellcaster,"('Trigger Effect',)",0,0,1,Unlimited,Unlimited,Unlimited,Copycat,https://yugipedia.com/wiki/Copycat,,2021-06-21 09:51:54,
Corrosive Scales,13235258,Trap Card,Normal Trap Card,,,,,,"('Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Corrosive Scales,https://yugipedia.com/wiki/Corrosive_Scales,,2022-08-13 13:20:31,
Cosmic Cyclone,08267140,Spell Card,Quick-Play Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Cosmic Cyclone,https://yugipedia.com/wiki/Cosmic_Cyclone,,2022-12-01 14:56:29,
Cost Down,23265313,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Cost Down,https://yugipedia.com/wiki/Cost_Down,,2022-09-16 21:58:10,
Covering Fire,74458486,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Covering Fire,https://yugipedia.com/wiki/Covering_Fire,,2022-03-21 19:00:55,
Crass Clown,93889755,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",1400,1350,4,Unlimited,Unlimited,Unlimited,Crass Clown,https://yugipedia.com/wiki/Crass_Clown,,2022-10-06 17:27:33,
Crawling Dragon #2,38289717,Monster Card,,,EARTH,Normal Monster,,Dinosaur,,1200,1600,4,Unlimited,Unlimited,Unlimited,Crawling Dragon 2,https://yugipedia.com/wiki/Crawling_Dragon_2,,2021-11-07 10:15:06,
Crazy Fish,53713014,Monster Card,,,WATER,Normal Monster,,Fish,,1200,1600,4,Unlimited,Unlimited,Unlimited,Crazy Fish,https://yugipedia.com/wiki/Crazy_Fish,,2021-11-07 10:15:23,
Creature Seizure,15305240,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Creature Seizure,https://yugipedia.com/wiki/Creature_Seizure,,2020-05-25 23:32:25,
Creature Swap,31036355,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Creature Swap,https://yugipedia.com/wiki/Creature_Swap,,2022-09-16 21:34:50,
Creeping Darkness,78811937,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Creeping Darkness,https://yugipedia.com/wiki/Creeping_Darkness,"('Edited',)",2022-11-11 18:46:31,
Crystal Beacon,95326659,Spell Card,Normal Spell Card,"('Crystal',)",,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Crystal Beacon,https://yugipedia.com/wiki/Crystal_Beacon,,2022-12-01 14:57:31,
Crystal Beast Amber Mammoth,69937550,Monster Card,,"('Crystal', 'Crystal Beast')",EARTH,Effect Monster,,Beast,"('Trigger Effect', 'Unclassified effect')",1600,1700,4,Unlimited,Unlimited,Unlimited,Crystal Beast Amber Mammoth,https://yugipedia.com/wiki/Crystal_Beast_Amber_Mammoth,,2022-12-01 15:19:32,
Crystal Beast Amethyst Cat,32933942,Monster Card,,"('Crystal', 'Crystal Beast')",EARTH,Effect Monster,,Beast,"('Continuous Effect', 'Unclassified effect')",400,1200,3,Unlimited,Unlimited,Unlimited,Crystal Beast Amethyst Cat,https://yugipedia.com/wiki/Crystal_Beast_Amethyst_Cat,,2022-12-01 15:19:47,
Crystal Beast Cobalt Eagle,21698716,Monster Card,,"('Crystal', 'Crystal Beast')",WIND,Effect Monster,,Winged Beast,"('Ignition Effect', 'Unclassified effect')",800,1400,4,Unlimited,Unlimited,Unlimited,Crystal Beast Cobalt Eagle,https://yugipedia.com/wiki/Crystal_Beast_Cobalt_Eagle,,2022-12-01 15:19:27,
Crystal Beast Emerald Tortoise,68215963,Monster Card,,"('Crystal', 'Crystal Beast')",WATER,Effect Monster,,Aqua,"('Ignition Effect', 'Unclassified effect')",2000,600,3,Unlimited,Unlimited,Unlimited,Crystal Beast Emerald Tortoise,https://yugipedia.com/wiki/Crystal_Beast_Emerald_Tortoise,,2022-12-01 15:19:42,
Crystal Beast Ruby Carbuncle,32710364,Monster Card,,"('Crystal', 'Crystal Beast')",LIGHT,Effect Monster,,Fairy,"('Trigger Effect', 'Unclassified effect')",300,300,3,Unlimited,Unlimited,Unlimited,Crystal Beast Ruby Carbuncle,https://yugipedia.com/wiki/Crystal_Beast_Ruby_Carbuncle,,2022-12-01 15:19:53,
Crystal Beast Sapphire Pegasus,07093411,Monster Card,,"('Crystal', 'Crystal Beast')",WIND,Effect Monster,,Beast,"('Trigger Effect', 'Unclassified effect')",1200,1800,4,Unlimited,Unlimited,Unlimited,Crystal Beast Sapphire Pegasus,https://yugipedia.com/wiki/Crystal_Beast_Sapphire_Pegasus,,2022-12-01 15:19:22,
Crystal Beast Topaz Tiger,95600067,Monster Card,,"('Crystal', 'Crystal Beast')",EARTH,Effect Monster,,Beast,"('Continuous Effect', 'Unclassified effect')",1000,1600,4,Unlimited,Unlimited,Unlimited,Crystal Beast Topaz Tiger,https://yugipedia.com/wiki/Crystal_Beast_Topaz_Tiger,,2022-12-01 15:19:36,
Crystal Blessing,35486099,Spell Card,Normal Spell Card,"('Crystal',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Crystal Blessing,https://yugipedia.com/wiki/Crystal_Blessing,,2022-12-01 14:57:26,
Crystal Conclave,87259933,Trap Card,Continuous Trap Card,"('Crystal',)",,,,,"('Condition', 'Quick-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Crystal Conclave,https://yugipedia.com/wiki/Crystal_Conclave,,2022-12-01 14:55:43,
Crystal Promise,08275702,Spell Card,Normal Spell Card,"('Crystal',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Crystal Promise,https://yugipedia.com/wiki/Crystal_Promise,,2022-12-01 14:57:14,
Crystal Raigeki,96331676,Trap Card,Normal Trap Card,"('Crystal',)",,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Crystal Raigeki,https://yugipedia.com/wiki/Crystal_Raigeki,,2022-03-21 19:21:48,
Crystal Release,10004783,Spell Card,Equip Spell Card,"('Crystal',)",,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Crystal Release,https://yugipedia.com/wiki/Crystal_Release,,2022-12-01 14:57:06,
Crystal Seer,82099401,Monster Card,,,WATER,Effect Monster,"('Flip monster',)",Spellcaster,"('Flip effect',)",100,100,1,Unlimited,Unlimited,Unlimited,Crystal Seer,https://yugipedia.com/wiki/Crystal_Seer,,2022-03-21 19:21:55,
Crystal Transcendence,,Skill Card,,"('Crystal',)",,,,,,,,,Illegal,,Legal,Crystal Transcendence,https://yugipedia.com/wiki/Crystal_Transcendence,,2022-09-01 19:16:21,Jesse Anderson
Crystal Tree,47408488,Spell Card,Continuous Spell Card,"('Crystal',)",,,,,"('Continuous-like Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Crystal Tree,https://yugipedia.com/wiki/Crystal_Tree,,2022-12-01 14:57:09,
Curse of Dragon,28279543,Monster Card,,"('Curse of Dragon (series)',)",DARK,Normal Monster,,Dragon,,1500,2000,5,Unlimited,Unlimited,Unlimited,Curse of Dragon,https://yugipedia.com/wiki/Curse_of_Dragon,,2022-05-28 23:10:29,
Curse of the Masked Beast,94377247,Spell Card,Ritual Spell Card,"('Mask',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Curse of the Masked Beast,https://yugipedia.com/wiki/Curse_of_the_Masked_Beast,,2022-09-08 19:44:53,
Cursed Seal of the Forbidden Spell,58851034,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Cursed Seal of the Forbidden Spell,https://yugipedia.com/wiki/Cursed_Seal_of_the_Forbidden_Spell,,2023-01-09 00:49:16,
Cyber Angel Benten,77235086,Monster Card,,"('Cyber', 'Cyber Angel', 'Cyber Girl')",LIGHT,Ritual Monster,,Fairy,"('Summoning condition', 'Trigger Effect')",1500,1800,6,Unlimited,Unlimited,Unlimited,Cyber Angel Benten,https://yugipedia.com/wiki/Cyber_Angel_Benten,"('Edited',)",2023-02-18 13:58:13,
Cyber Angel Idaten,03629090,Monster Card,,"('Cyber', 'Cyber Angel', 'Cyber Girl')",LIGHT,Ritual Monster,,Fairy,"('Summoning condition', 'Trigger Effect')",2000,1600,6,Unlimited,Unlimited,Unlimited,Cyber Angel Idaten,https://yugipedia.com/wiki/Cyber_Angel_Idaten,"('Edited',)",2022-09-06 04:48:18,
Cyber Angel Izana,91668401,Monster Card,,"('Cyber', 'Cyber Angel', 'Cyber Girl')",LIGHT,Ritual Monster,,Fairy,"('Quick Effect', 'Summoning condition', 'Trigger Effect')",2600,2500,8,Unlimited,Unlimited,Unlimited,Cyber Angel Izana,https://yugipedia.com/wiki/Cyber_Angel_Izana,,2022-09-19 19:37:19,
Cyber Blade Fusion,,Skill Card,,"('Cyber', 'Fusion (archetype)')",,,,,,,,,Illegal,,Legal,Cyber Blade Fusion,https://yugipedia.com/wiki/Cyber_Blade_Fusion,,2022-09-23 05:58:08,Alexis Rhodes
Cyber Blader,10248389,Monster Card,,"('Cyber', 'Cyber Girl')",EARTH,Fusion Monster,,Warrior,"('Condition', 'Continuous Effect', 'Summoning condition')",800,2100,7,Unlimited,Unlimited,Unlimited,Cyber Blader,https://yugipedia.com/wiki/Cyber_Blader,"('Edited',)",2022-12-24 14:02:01,
Cyber Dragon,70095154,Monster Card,,"('Cyber', 'Cyber Dragon (archetype)')",LIGHT,Effect Monster,,Machine,"('Unclassified effect',)",1600,2100,5,Unlimited,Unlimited,Unlimited,Cyber Dragon,https://yugipedia.com/wiki/Cyber_Dragon,"('Alternate',)",2023-02-20 22:34:36,
Cyber End Dragon,01546123,Monster Card,,"('Cyber',)",LIGHT,Fusion Monster,,Machine,"('Continuous Effect', 'Summoning condition')",2800,4000,10,Unlimited,Unlimited,Unlimited,Cyber End Dragon,https://yugipedia.com/wiki/Cyber_End_Dragon,"('Alternate',)",2022-10-29 14:22:12,
Cyber Gymnast,76763417,Monster Card,,"('Cyber', 'Cyber Girl')",EARTH,Effect Monster,,Warrior,"('Ignition Effect',)",1800,800,4,Unlimited,Unlimited,Unlimited,Cyber Gymnast,https://yugipedia.com/wiki/Cyber_Gymnast,,2022-04-20 02:31:21,
Cyber Harpie Lady,80316585,Monster Card,,"('Cyber', 'Harpie')",WIND,Effect Monster,,Winged Beast,"('Condition',)",1300,1800,4,Unlimited,Unlimited,Unlimited,Cyber Harpie Lady,https://yugipedia.com/wiki/Cyber_Harpie_Lady,"('Edited',)",2023-02-15 23:38:17,
Cyber Network,12670770,Trap Card,Continuous Trap Card,"('Cyber',)",,,,,"('Condition', 'Quick-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Cyber Network,https://yugipedia.com/wiki/Cyber_Network,,2023-02-14 17:54:58,
Cyber Phoenix,03370104,Monster Card,,"('Cyber',)",FIRE,Effect Monster,,Machine,"('Continuous Effect', 'Trigger Effect')",1600,1200,4,Unlimited,Unlimited,Unlimited,Cyber Phoenix,https://yugipedia.com/wiki/Cyber_Phoenix,,2023-02-14 17:32:23,
Cyber Prima,02158562,Monster Card,,"('Cyber', 'Cyber Girl')",LIGHT,Effect Monster,,Warrior,"('Trigger Effect',)",1600,2300,6,Unlimited,Unlimited,Unlimited,Cyber Prima,https://yugipedia.com/wiki/Cyber_Prima,,2022-04-20 11:23:57,
Cyber Raider,39978267,Monster Card,,"('Cyber',)",DARK,Effect Monster,,Machine,"('Trigger Effect',)",1000,1400,4,Unlimited,Unlimited,Unlimited,Cyber Raider,https://yugipedia.com/wiki/Cyber_Raider,,2022-04-20 19:54:11,
Cyber Shadow Gardna,90440725,Trap Card,Continuous Trap Card,"('Cyber', 'Trap Monster')",,,,,"('Activation condition', 'Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Cyber Shadow Gardna,https://yugipedia.com/wiki/Cyber_Shadow_Gardna,,2022-07-24 09:37:22,
Cyber Shield,63224564,Spell Card,Equip Spell Card,"('Cyber',)",,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Cyber Shield,https://yugipedia.com/wiki/Cyber_Shield,,2022-04-20 02:29:21,
