Name,Print,Cover card,Modification date,Version
Zaborg the Thunder Monarch,Reprint,,2022-07-23 17:22:29,New
Granmarg the Rock Monarch,,,2022-07-23 17:22:29,Old
Granmarg the Rock Monarch,Reprint,,2022-07-23 17:22:29,New
Mobius the Frost Monarch,Reprint,,2022-07-23 17:22:29,New
Mobius the Frost Monarch,,,2022-07-23 17:22:29,Old
Thestalos the Firestorm Monarch,Reprint,,2022-07-23 17:22:29,New
Thestalos the Firestorm Monarch,,,2022-07-23 17:22:29,Old
Garma Sword Oath,New,,2022-07-23 17:22:29,New
Garma Sword Oath,,,2022-07-23 17:22:29,Old
Berserk Gorilla,Reprint,,2022-07-23 17:22:29,New
Berserk Gorilla,,,2022-07-23 17:22:29,Old
Ultimate Offering,Reprint,,2022-07-23 17:22:29,New
Ultimate Offering,,,2022-07-23 17:22:29,Old
Gatekeeper,New,,2022-07-23 17:22:29,New
Gatekeeper,,,2022-07-23 17:22:29,Old
Behegon,New,,2022-07-23 17:22:29,New
Behegon,,,2022-07-23 17:22:29,Old
Violent Rain,,,2022-07-23 17:22:29,Old
Violent Rain,New,,2022-07-23 17:22:29,New
Temple of Skulls,New,,2022-07-23 17:22:29,New
Temple of Skulls,,,2022-07-23 17:22:29,Old
Blocker,,,2022-07-23 17:22:29,Old
Blocker,New,,2022-07-23 17:22:29,New
Wretched Ghost of the Attic,,,2022-07-23 17:22:29,Old
Wretched Ghost of the Attic,New,,2022-07-23 17:22:29,New
Sectarian of Secrets,,,2022-07-23 17:22:29,Old
Sectarian of Secrets,New,,2022-07-23 17:22:29,New
Necrolancer the Timelord,New,,2022-07-23 17:22:29,New
Necrolancer the Timelord,,,2022-07-23 17:22:29,Old
Anotherverse Dragon,,,2022-12-19 12:51:06,New
,,,2022-11-07 13:43:33,New
Charging Gaia the Fierce Knight,,,2022-11-07 13:43:33,New
Sphere Kuriboh,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
,,,2022-11-07 13:43:33,New
Red-Eyes Black Dragon,,,2022-12-19 12:31:17,New
