Name,Password,Card type,Property,Effect type,Archseries,Artwork,TCG status,OCG status,Page name,Modification date,Errata,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows
Adamancipator Researcher,85914562,Monster Card,,"('Condition', 'Ignition Effect')","('Adamancipator',)",,Unlimited,Unlimited,Adamancipator Researcher,2022-04-20 02:41:50,,Effect Monster,Tuner monster,EARTH,Rock,2,100,2100,,,
Adamancipator Resonance,45730592,Trap Card,Counter Trap Card,"('Effect',)","('Adamancipator',)",,Unlimited,Unlimited,Adamancipator Resonance,2021-10-07 07:35:46,,,,,,,,,,,
Adamancipator Risen - Dragite,09464441,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Adamancipator',)",,Unlimited,Unlimited,Adamancipator Risen - Dragite,2021-10-07 07:36:18,,Synchro Monster,,WATER,Rock,8,3000,2200,,,
Adamancipator Risen - Leonite,47674738,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Adamancipator',)",,Unlimited,Unlimited,Adamancipator Risen - Leonite,2021-10-07 07:57:03,,Synchro Monster,,FIRE,Rock,6,2400,2200,,,
Adamancipator Risen - Raptite,73079836,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Adamancipator',)",,Unlimited,Unlimited,Adamancipator Risen - Raptite,2022-04-20 02:31:43,,Synchro Monster,,WIND,Rock,6,2200,2800,,,
Adamancipator Seeker,48519867,Monster Card,,"('Condition', 'Ignition Effect')","('Adamancipator',)",,Unlimited,Unlimited,Adamancipator Seeker,2021-10-07 07:58:01,,Effect Monster,Tuner monster,EARTH,Rock,2,1200,1000,,,
Adamancipator Signs,72957245,Spell Card,Normal Spell Card,"('Effect',)","('Adamancipator',)",,Unlimited,Unlimited,Adamancipator Signs,2022-04-20 11:49:10,,,,,,,,,,,
Additional Mirror Level 7,23812568,Spell Card,Quick-Play Spell Card,"('Effect',)",,,,Unlimited,Additional Mirror Level 7,2022-12-18 19:34:11,,,,,,,,,,,
Adhesion Trap Hole,62325062,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Trap Hole (archetype)',)",,Unlimited,Unlimited,Adhesion Trap Hole,2022-08-27 15:04:42,"('Name',)",,,,,,,,,,
Adhesive Explosive,53828396,Monster Card,,"('Continuous-like Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Adhesive Explosive,2020-11-15 04:46:04,,Effect Monster,,WIND,Machine,3,1000,1000,,,
"Adreus, Keeper of Armageddon",94119480,Monster Card,,"('Ignition Effect',)","('Keeper',)",,Unlimited,Unlimited,"Adreus, Keeper of Armageddon",2021-11-06 16:01:56,,Xyz Monster,,DARK,Fiend,5,2600,1700,,,
Adularia of the Moonlit Water,15464375,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",,,,Unlimited,Adularia of the Moonlit Water,2022-06-21 09:02:16,,Effect Monster,,WATER,Spellcaster,5,1000,1000,,,
Advance Draw,51630558,Spell Card,Normal Spell Card,"('Cost', 'Effect')",,,Unlimited,Unlimited,Advance Draw,2022-04-27 14:46:32,,,,,,,,,,,
Advance Force,38589847,Spell Card,Continuous Spell Card,"('Continuous-like Effect',)",,,Unlimited,Unlimited,Advance Force,2022-04-27 14:46:49,,,,,,,,,,,
Advance Zone,76224717,Spell Card,Continuous Spell Card,"('Trigger Effect',)",,,Unlimited,Unlimited,Advance Zone,2021-02-03 18:16:11,,,,,,,,,,,
Advanced Crystal Beast Amber Mammoth,18847598,Monster Card,,"('Continuous Effect', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",,Unlimited,Unlimited,Advanced Crystal Beast Amber Mammoth,2022-11-18 12:11:22,,Effect Monster,,EARTH,Beast,4,1700,1600,,,
Advanced Crystal Beast Amethyst Cat,19963185,Monster Card,,"('Continuous Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",,Unlimited,Unlimited,Advanced Crystal Beast Amethyst Cat,2022-11-18 12:10:54,,Effect Monster,,EARTH,Beast,3,1200,400,,,
Advanced Crystal Beast Cobalt Eagle,45236142,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast', 'Field Searcher')",,Unlimited,Unlimited,Advanced Crystal Beast Cobalt Eagle,2022-11-18 12:11:29,,Effect Monster,,WIND,Winged Beast,4,1400,800,,,
Advanced Crystal Beast Emerald Tortoise,46358784,Monster Card,,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",,Unlimited,Unlimited,Advanced Crystal Beast Emerald Tortoise,2022-11-18 12:11:02,,Effect Monster,,WATER,Aqua,3,600,2000,,,
Advanced Crystal Beast Ruby Carbuncle,83575471,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",,Unlimited,Unlimited,Advanced Crystal Beast Ruby Carbuncle,2022-11-18 12:10:40,,Effect Monster,,LIGHT,Fairy,3,300,300,,,
Advanced Crystal Beast Sapphire Pegasus,71620241,Monster Card,,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",,Unlimited,Unlimited,Advanced Crystal Beast Sapphire Pegasus,2022-11-18 12:11:39,,Effect Monster,,WIND,Beast,4,1800,1200,,,
Advanced Crystal Beast Topaz Tiger,72843899,Monster Card,,"('Continuous Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",,Unlimited,Unlimited,Advanced Crystal Beast Topaz Tiger,2022-11-18 12:11:13,,Effect Monster,,EARTH,Beast,4,1600,1000,,,
Advanced Dark,12644061,Spell Card,Field Spell Card,"('Continuous-like Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Advanced Dark,2022-12-01 14:56:47,,,,,,,,,,,
Advanced Heraldry Art,61314842,Spell Card,Normal Spell Card,"('Effect', 'Lingering effect')","('Heraldry',)",,Unlimited,Unlimited,Advanced Heraldry Art,2022-11-20 14:15:50,"('Name',)",,,,,,,,,,
Advanced Ritual Art,46052429,Spell Card,Ritual Spell Card,"('Effect',)",,,Unlimited,Unlimited,Advanced Ritual Art,2022-08-14 09:26:14,,,,,,,,,,,
Aegaion the Sea Castrum,10678778,Monster Card,,"('Condition', 'Quick Effect')",,,Unlimited,Unlimited,Aegaion the Sea Castrum,2021-03-08 05:12:46,,Xyz Monster,,WATER,Machine,8,?,3000,,,
Aegis of Gaia,47060347,Trap Card,Continuous Trap Card,"('Continuous-like Effect', 'Effect')",,,Unlimited,Unlimited,Aegis of Gaia,2022-04-20 12:16:45,,,,,,,,,,,
Aegis of the Ocean Dragon Lord,07935043,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,Aegis of the Ocean Dragon Lord,2022-04-27 14:47:19,,,,,,,,,,,
Aerial Recharge,70875955,Trap Card,Continuous Trap Card,"('Maintenance cost', 'Quick-like Effect')",,,Unlimited,Unlimited,Aerial Recharge,2022-10-18 16:25:56,,,,,,,,,,,
Aeropixthree,83094004,Monster Card,,"('Continuous Effect', 'Quick Effect')",,,Unlimited,Unlimited,Aeropixthree,2022-09-15 23:26:38,,Effect Monster,Tuner monster,WIND,Fairy,1,200,200,,,
"Aether, the Empowering Dragon",56804361,Monster Card,,"('Condition', 'Trigger Effect')","('Aether', 'Empower')",,Unlimited,Unlimited,"Aether, the Empowering Dragon",2020-03-12 23:41:06,,Effect Monster,,LIGHT,Dragon,6,2300,1600,,,
"Aether, the Evil Empowering Dragon",28865322,Monster Card,,"('Ignition-like Effect', 'Trigger Effect')","('Aether', 'Empower')",,Unlimited,Unlimited,"Aether, the Evil Empowering Dragon",2020-03-12 23:41:38,,Effect Monster,,DARK,Dragon,6,2300,1600,4,,
After the Storm,82263578,Spell Card,Normal Spell Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,After the Storm,2022-04-20 11:54:36,,,,,,,,,,,
After the Struggle,25345186,Spell Card,Normal Spell Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,After the Struggle,2022-04-19 23:46:31,"('Name', 'Type')",,,,,,,,,,
Afterglow,43575579,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Lingering effect')",,,Unlimited,Unlimited,Afterglow,2020-10-06 16:59:10,,,,,,,,,,,
Against the Wind,64952266,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,Against the Wind,2022-10-20 14:03:28,,,,,,,,,,,
Agave Dragon,02411269,Monster Card,,"('Condition', 'Trigger Effect')",,,Unlimited,Unlimited,Agave Dragon,2020-03-12 23:42:41,,Link Monster,,EARTH,Wyrm,,3000,,,4,"('↙', '↘', '←', '→')"
"Aggiba, the Malevolent Sh'nn S'yo",,Monster Card,,"('Condition', 'Summoning condition')","('Match winner',)",,Illegal,Illegal,"Aggiba, the Malevolent Sh'nn S'yo",2021-06-27 10:28:53,,Effect Monster,,LIGHT,Fiend,10,3000,3000,,,
Agido,16135253,Monster Card,,"('Trigger Effect',)",,,Unlimited,Unlimited,Agido,2022-04-13 12:40:39,,Effect Monster,,EARTH,Fairy,4,1500,1300,,,
Agido the Ancient Sentinel,62320425,Monster Card,,"('Condition', 'Trigger Effect')","('Exchange of the Spirit (series)',)",,Unlimited,Limited,Agido the Ancient Sentinel,2022-11-04 07:10:04,,Effect Monster,,EARTH,Fairy,4,1500,1300,,,
"Ahrima, the Wicked Warden",86377375,Monster Card,,"('Condition', 'Ignition Effect')","('Field Searcher',)",,Unlimited,Unlimited,"Ahrima, the Wicked Warden",2021-11-01 01:08:41,"('Name',)",Effect Monster,,DARK,Fiend,4,1700,0,,,
Aileron,96084564,Monster Card,,"('Condition', 'Continuous-like Effect', 'Quick Effect', 'Trigger Effect')","('Sky Striker',)",,Unlimited,Unlimited,Aileron,2022-11-04 07:06:26,,Effect Monster,,WIND,Machine,1,0,0,,,
Air Armor Ninja,69023354,Monster Card,,"('Trigger Effect',)","('Armor Ninja', 'Ninja')",,Unlimited,Unlimited,Air Armor Ninja,2023-01-03 20:23:02,,Effect Monster,,WIND,Warrior,4,1400,1400,,,
Air Cracking Storm,98864751,Spell Card,Equip Spell Card,"('Condition', 'Trigger Effect')",,,Unlimited,Unlimited,Air Cracking Storm,2021-04-06 17:14:43,,,,,,,,,,,
Air Eater,08353769,Monster Card,,,,,,Unlimited,Air Eater,2021-11-06 15:26:11,,Normal Monster,,WIND,Fiend,6,2100,1600,,,
Airknight Parshath,18036057,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Parshath',)",,Unlimited,Unlimited,Airknight Parshath,2022-04-24 04:03:35,,Effect Monster,,LIGHT,Fairy,5,1900,1400,,,
Airorca,84747429,Monster Card,,"('Ignition Effect',)",,,Unlimited,Unlimited,Airorca,2020-10-31 04:59:31,,Effect Monster,,WIND,Sea Serpent,3,1400,300,,,
Aitsu,48202661,Monster Card,,,"('itsu',)",,Unlimited,Unlimited,Aitsu,2021-11-06 15:26:34,,Normal Monster,,FIRE,Fairy,5,100,100,,,
"Aiwass, the Magistus Spell Spirit",35877582,Monster Card,,"('Condition', 'Continuous-like Effect', 'Quick Effect')","('Magistus',)",,Unlimited,Unlimited,"Aiwass, the Magistus Spell Spirit",2022-10-02 13:36:04,,Fusion Monster,,WIND,Fiend,8,2000,2800,,,
Akakieisu,38035986,Monster Card,,,,,,Unlimited,Akakieisu,2021-11-06 16:04:05,,Normal Monster,,DARK,Spellcaster,3,1000,800,,,
Akashic Magician,28776350,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Akashic Magician,2022-04-20 02:34:11,,Link Monster,,DARK,Spellcaster,,1700,,,2,"('↓', '↑')"
Akihiron,36904469,Monster Card,,,,,,Unlimited,Akihiron,2021-11-06 15:27:02,,Normal Monster,,WATER,Aqua,5,1700,1400,,,
"Akz, the Pumer",38837163,Monster Card,,"('Ignition Effect', 'Summoning condition')",,,Unlimited,Unlimited,"Akz, the Pumer",2021-11-06 16:04:26,,Effect Monster,,EARTH,Beast-Warrior,6,1500,1000,,,
Al-Lumi'raj,25795273,Monster Card,,"('Continuous Effect',)",,,Unlimited,Unlimited,Al-Lumi'raj,2020-11-15 04:48:56,,Effect Monster,Tuner monster,WIND,Wyrm,3,1600,1000,,,
Alba-Lenatus the Abyss Dragon,03410461,Monster Card,,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Albaz Dragon',)",,Unlimited,Unlimited,Alba-Lenatus the Abyss Dragon,2022-05-19 23:10:25,,Fusion Monster,,DARK,Dragon,8,2500,2500,,,
Albaz the Ashen,37683547,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",,,Unlimited,Unlimited,Albaz the Ashen,2022-08-13 10:49:03,,Effect Monster,,DARK,Dragon,4,1800,0,,,
Albion the Branded Dragon,87746184,Monster Card,,"('Condition', 'Trigger Effect')","('Albaz Dragon', 'Branded')",,Unlimited,Unlimited,Albion the Branded Dragon,2022-09-14 13:28:50,,Fusion Monster,,DARK,Dragon,8,2500,2000,,,
Albion the Incandescent Dragon,,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')","('Albaz Dragon',)",,,Not yet released,Albion the Incandescent Dragon,2022-12-29 13:01:56,,Fusion Monster,,LIGHT,Dragon,8,3000,2500,,,
Albion the Shrouded Dragon,25451383,Monster Card,,"('Condition', 'Ignition Effect', 'Unclassified effect')",,,Unlimited,Unlimited,Albion the Shrouded Dragon,2022-09-14 13:12:00,,Effect Monster,,DARK,Dragon,8,2500,2000,,,
Alchemic Magician,65301952,Monster Card,,"('Continuous Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Alchemic Magician,2022-04-20 11:45:58,,Xyz Monster,,DARK,Spellcaster,4,1500,1500,,,
Alchemist of Black Spells,78121572,Monster Card,,"('Ignition Effect',)",,,Unlimited,Unlimited,Alchemist of Black Spells,2021-11-06 16:05:07,,Effect Monster,,WIND,Spellcaster,4,1200,1800,,,
Alchemy Cycle,65384019,Trap Card,Normal Trap Card,"('Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Alchemy Cycle,2021-11-06 15:27:47,,,,,,,,,,,
"Alector, Sovereign of Birds",17573739,Monster Card,,"('Ignition Effect', 'Unclassified effect')",,,Unlimited,Unlimited,"Alector, Sovereign of Birds",2022-04-27 16:38:19,,Effect Monster,,WIND,Winged Beast,6,2400,2000,,,
"Aleirtt, the Ogdoadic Dark",98787535,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Ogdoadic',)",,Unlimited,Unlimited,"Aleirtt, the Ogdoadic Dark",2021-12-15 01:40:08,,Effect Monster,,DARK,Reptile,8,2000,800,,,
Aleister the Invoker,86120751,Monster Card,,"('Quick Effect', 'Trigger Effect')",,"('Alternate',)",Unlimited,Unlimited,Aleister the Invoker,2022-10-29 14:03:11,,Effect Monster,,DARK,Spellcaster,4,1000,1800,,,
Aleister the Invoker of Madness,97973962,Monster Card,,"('Trigger Effect', 'Unclassified effect')",,,Unlimited,Unlimited,Aleister the Invoker of Madness,2022-11-05 14:23:41,,Link Monster,,DARK,Spellcaster,,1800,,,2,"('↙', '↘')"
Alexandrite Dragon,43096270,Monster Card,,,"('Gem Dragon',)",,Unlimited,Unlimited,Alexandrite Dragon,2023-01-03 00:35:31,,Normal Monster,,LIGHT,Dragon,4,2000,100,,,
Alghoul Mazera,45154513,Monster Card,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Zera', 'Zombie counterpart')",,Unlimited,Unlimited,Alghoul Mazera,2022-11-04 01:16:56,,Effect Monster,,EARTH,Zombie,8,2800,2300,,,
"Alice, Lady of Lament",14504454,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Lady of Lament',)",,Unlimited,Unlimited,"Alice, Lady of Lament",2022-04-20 03:11:11,,Effect Monster,,DARK,Fiend,3,0,2000,,,
"Alich, Malebranche of the Burning Abyss",47728740,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Burning Abyss',)",,Unlimited,Unlimited,"Alich, Malebranche of the Burning Abyss",2022-07-09 04:14:11,,Effect Monster,,DARK,Fiend,3,1200,0,,,
Alien Ammonite,00652362,Monster Card,,"('Trigger Effect',)","('Alien',)",,Unlimited,Unlimited,Alien Ammonite,2022-05-05 14:42:50,"('Type',)",Effect Monster,Tuner monster,LIGHT,Reptile,1,500,200,,,
Alien Brain,17490535,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Alien',)",,Unlimited,Unlimited,Alien Brain,2022-04-27 14:47:50,,,,,,,,,,,
Alien Dog,15475415,Monster Card,,"('Trigger Effect',)","('Alien',)",,Unlimited,Unlimited,Alien Dog,2022-04-27 14:48:08,,Effect Monster,,LIGHT,Reptile,3,1500,1000,,,
Alien Grey,62437709,Monster Card,,"('Continuous Effect', 'Flip effect', 'Trigger Effect')","('Alien',)",,Unlimited,Unlimited,Alien Grey,2021-11-06 16:06:29,,Effect Monster,Flip monster,LIGHT,Reptile,2,300,800,,,
Alien Hunter,62315111,Monster Card,,"('Trigger Effect',)","('Alien',)",,Unlimited,Unlimited,Alien Hunter,2021-11-06 16:06:47,,Effect Monster,,WATER,Reptile,4,1600,800,,,
Alien Hypno,38468214,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')","('Alien',)",,Unlimited,Unlimited,Alien Hypno,2021-11-06 16:07:07,,Effect Monster,Gemini monster,WATER,Reptile,4,1600,700,,,
Alien Infiltrator,76573247,Monster Card,,"('Continuous Effect', 'Ignition Effect')","('Alien',)",,Unlimited,Unlimited,Alien Infiltrator,2021-11-06 16:07:30,,Effect Monster,,EARTH,Reptile,2,800,500,,,
Alien Kid,64160836,Monster Card,,"('Continuous Effect',)","('Alien',)",,Unlimited,Unlimited,Alien Kid,2022-04-27 14:48:21,,Effect Monster,,LIGHT,Reptile,4,1600,700,,,
Alien Mars,99532708,Monster Card,,"('Continuous Effect',)","('Alien',)",,Unlimited,Unlimited,Alien Mars,2021-11-06 16:08:12,,Effect Monster,,FIRE,Reptile,3,1000,1000,,,
Alien Mother,24104865,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Alien',)",,Unlimited,Unlimited,Alien Mother,2022-07-24 06:10:10,,Effect Monster,,DARK,Reptile,6,2300,1500,,,
Alien Overlord,63253763,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Unclassified effect')","('Alien',)",,Unlimited,Unlimited,Alien Overlord,2021-11-06 16:08:55,,Effect Monster,,DARK,Reptile,6,2200,1600,,,
Alien Psychic,58012107,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Alien',)",,Unlimited,Unlimited,Alien Psychic,2023-01-03 20:34:56,"('Name',)",Effect Monster,,DARK,Reptile,1,200,100,,,
Alien Shocktrooper,97127906,Monster Card,,,"('Alien',)",,Unlimited,Unlimited,Alien Shocktrooper,2021-11-06 16:09:39,,Normal Monster,,EARTH,Reptile,4,1900,800,,,
Alien Shocktrooper M-Frame,74974229,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Alien',)",,Unlimited,Unlimited,Alien Shocktrooper M-Frame,2020-03-20 13:39:10,,Link Monster,,LIGHT,Reptile,,1900,,,2,"('↙', '↘')"
Alien Skull,25920413,Monster Card,,"('Continuous Effect', 'Unclassified effect')","('Alien',)",,Unlimited,Unlimited,Alien Skull,2021-11-06 16:10:03,,Effect Monster,,WIND,Reptile,4,1600,1800,,,
Alien Stealthbuster,58066722,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Alien',)",,Unlimited,Unlimited,Alien Stealthbuster,2021-08-14 10:45:48,,Effect Monster,,LIGHT,Reptile,4,1700,1500,,,
Alien Telepath,91070115,Monster Card,,"('Continuous Effect', 'Ignition Effect')","('Alien',)",,Unlimited,Unlimited,Alien Telepath,2021-11-06 16:10:29,,Effect Monster,,FIRE,Reptile,4,1600,1000,,,
Alien Warrior,98719226,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Alien', 'Warrior (archetype)')",,Unlimited,Unlimited,Alien Warrior,2021-11-06 16:10:48,,Effect Monster,,EARTH,Reptile,4,1800,1000,,,
Alinsection,70924884,Monster Card,,,,,Unlimited,Unlimited,Alinsection,2021-11-06 15:28:08,,Normal Monster,,EARTH,Insect,3,950,700,,,
All-Eyes Phantom Dragon,70335319,Monster Card,,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('-Eyes Dragon', 'G.O.D. (series)', 'Phantom Knights')",,Unlimited,Unlimited,All-Eyes Phantom Dragon,2022-07-31 05:25:26,,Effect Monster,,LIGHT,Dragon,10,3000,2500,0,,
All-Out Attacks,30834988,Trap Card,Continuous Trap Card,"('Trigger Effect',)","('Summon Restriction',)",,Unlimited,Unlimited,All-Out Attacks,2022-10-25 09:01:27,,,,,,,,,,,
Alligator's Sword,64428736,Monster Card,,,,,Unlimited,Unlimited,Alligator's Sword,2021-10-19 23:23:08,"('Type',)",Normal Monster,,EARTH,Beast,4,1500,1200,,,
Alligator's Sword Dragon,03366982,Monster Card,,"('Continuous Effect',)",,,Unlimited,Unlimited,Alligator's Sword Dragon,2020-11-15 04:53:12,,Fusion Monster,,WIND,Dragon,5,1700,1500,,,
Allure Queen LV3,87257460,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Allure Queen', 'LV')",,Unlimited,Unlimited,Allure Queen LV3,2022-04-20 02:33:32,,Effect Monster,,DARK,Spellcaster,3,500,500,,,
Allure Queen LV5,23756165,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Allure Queen', 'LV')",,Unlimited,Unlimited,Allure Queen LV5,2022-04-20 03:08:12,,Effect Monster,,DARK,Spellcaster,5,1000,1000,,,
Allure Queen LV7,50140163,Monster Card,,"('Continuous Effect', 'Ignition Effect')","('Allure Queen', 'LV')",,Unlimited,Unlimited,Allure Queen LV7,2022-04-20 02:36:43,,Effect Monster,,DARK,Spellcaster,7,1500,1500,,,
Allure of Darkness,01475311,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,Allure of Darkness,2022-03-26 14:25:15,,,,,,,,,,,
Alluring Mirror Split,92881099,Spell Card,Continuous Spell Card,"('Condition', 'Trigger Effect')",,"('Edited',)",Unlimited,Unlimited,Alluring Mirror Split,2022-09-19 19:28:51,,,,,,,,,,,
Allvain the Essence of Vanity,03544583,Monster Card,,,,,Unlimited,Unlimited,Allvain the Essence of Vanity,2022-09-14 13:09:10,,Fusion Monster,Tuner monster,DARK,Fairy,2,0,2100,,,
Ally Mind,40155554,Monster Card,,,,,Unlimited,Unlimited,Ally Mind,2022-03-11 20:25:45,"('Type',)",Normal Monster,Tuner monster,DARK,Machine,5,1800,1400,,,
Ally Salvo,59482302,Monster Card,,"('Trigger Effect',)",,,Unlimited,Unlimited,Ally Salvo,2021-11-06 16:19:37,,Effect Monster,,DARK,Machine,2,400,300,,,
Ally of Justice Catastor,26593852,Monster Card,,"('Trigger Effect',)","('Ally of Justice',)",,Unlimited,Unlimited,Ally of Justice Catastor,2023-01-03 01:22:54,,Synchro Monster,,DARK,Machine,5,2200,1200,,,
Ally of Justice Clausolas,89386122,Monster Card,,,"('Ally of Justice',)",,Unlimited,Unlimited,Ally of Justice Clausolas,2022-03-11 20:26:09,"('Type',)",Normal Monster,,DARK,Machine,6,2300,1200,,,
Ally of Justice Core Destroyer,36629203,Monster Card,,"('Trigger Effect',)","('Ally of Justice',)",,Unlimited,Unlimited,Ally of Justice Core Destroyer,2022-08-27 15:02:06,,Effect Monster,,DARK,Machine,3,1200,200,,,
Ally of Justice Cosmic Gateway,08822710,Monster Card,,"('Unclassified effect',)","('Ally of Justice',)",,Unlimited,Unlimited,Ally of Justice Cosmic Gateway,2022-03-11 20:17:43,,Effect Monster,,DARK,Machine,8,2400,1200,,,
