Set,Name,Rarity,Print,Region,Release,Set type,Cover card,Modification date,Version
Starter Deck: Kaiba,Reinforcements,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Ancient Telescope,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Ancient Telescope,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Just Desserts,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Just Desserts,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Lord of D.,"('Super Rare',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Lord of D.,"('Super Rare',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,The Flute of Summoning Dragon,"('Super Rare',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,The Flute of Summoning Dragon,"('Super Rare',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Mysterious Puppeteer,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Mysterious Puppeteer,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Trap Master,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Trap Master,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Sogen,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Sogen,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Hane-Hane,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Hane-Hane,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Reverse Trap,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Reverse Trap,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Remove Trap,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Remove Trap,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Castle Walls,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Castle Walls,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Ultimate Offering,"('Common',)",,SP,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Ultimate Offering,"('Common',)",,SP,2003-10-01,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Pegasus,Relinquished,"('Ultra Rare',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Relinquished,"('Ultra Rare',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Red Archery Girl,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Red Archery Girl,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Ryu-Ran,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Ryu-Ran,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Illusionist Faceless Mage,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Illusionist Faceless Mage,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Rogue Doll,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Rogue Doll,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Uraby,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Uraby,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Giant Soldier of Stone,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Giant Soldier of Stone,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Aqua Madoor,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Aqua Madoor,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Toon Alligator,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Toon Alligator,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Hane-Hane,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Hane-Hane,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Sonic Bird,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Sonic Bird,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Jigen Bakudan,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Jigen Bakudan,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Mask of Darkness,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Mask of Darkness,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Witch of the Black Forest,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Witch of the Black Forest,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Man-Eater Bug,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Man-Eater Bug,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Muka Muka,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Muka Muka,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Dream Clown,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dream Clown,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Armed Ninja,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Armed Ninja,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Hiro's Shadow Scout,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Hiro's Shadow Scout,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Blue-Eyes Toon Dragon,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Blue-Eyes Toon Dragon,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon Summoned Skull,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon Summoned Skull,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Manga Ryu-Ran,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Manga Ryu-Ran,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon Mermaid,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon Mermaid,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Toon World,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon World,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Black Pendant,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Black Pendant,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dark Hole,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dark Hole,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Dian Keto the Cure Master,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dian Keto the Cure Master,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Fissure,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Fissure,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,De-Spell,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,De-Spell,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Change of Heart,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Change of Heart,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Stop Defense,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Stop Defense,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Mystical Space Typhoon,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Mystical Space Typhoon,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Rush Recklessly,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Rush Recklessly,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Remove Trap,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Remove Trap,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Monster Reborn,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Monster Reborn,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Soul Release,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Soul Release,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Yami,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Yami,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Black Illusion Ritual,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Black Illusion Ritual,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Ring of Magnetism,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Ring of Magnetism,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Graceful Charity,"('Super Rare',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Graceful Charity,"('Super Rare',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Trap Hole,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Trap Hole,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Reinforcements,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Reinforcements,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Castle Walls,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Castle Walls,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Waboku,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Waboku,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Seven Tools of the Bandit,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Seven Tools of the Bandit,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Ultimate Offering,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Ultimate Offering,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Robbin' Goblin,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Robbin' Goblin,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Magic Jammer,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Magic Jammer,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Enchanted Javelin,"('Common',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Enchanted Javelin,"('Common',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Gryphon Wing,"('Super Rare',)",,SP,2004-06-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Gryphon Wing,"('Super Rare',)",,SP,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Yugi,Mystical Elf,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Mystical Elf,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Feral Imp,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Feral Imp,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,"Winged Dragon, Guardian of the Fortress #1","('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,"Winged Dragon, Guardian of the Fortress #1","('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Summoned Skull,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Summoned Skull,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Beaver Warrior,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Beaver Warrior,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dark Magician,"('Ultra Rare',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dark Magician,"('Ultra Rare',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Gaia The Fierce Knight,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Gaia The Fierce Knight,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Curse of Dragon,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Curse of Dragon,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Celtic Guardian,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Celtic Guardian,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Mammoth Graveyard,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Mammoth Graveyard,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Great White,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Great White,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Silver Fang,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Silver Fang,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Giant Soldier of Stone,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Giant Soldier of Stone,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dragon Zombie,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dragon Zombie,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Doma The Angel of Silence,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Doma The Angel of Silence,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Ansatsu,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Ansatsu,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Witty Phantom,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Witty Phantom,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Claw Reacher,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Claw Reacher,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Mystic Clown,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Mystic Clown,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Sword of Dark Destruction,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Sword of Dark Destruction,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Book of Secret Arts,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Book of Secret Arts,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dark Hole,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Dark Hole,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dian Keto the Cure Master,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Dian Keto the Cure Master,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Ancient Elf,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Ancient Elf,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Magical Ghost,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Magical Ghost,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Fissure,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Fissure,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Trap Hole,"('Common',)",,SP,2003-10-01,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Trap Hole,"('Common',)",,SP,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
