Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows,Effect type,Archseries,Artwork,Errata,TCG status,OCG status,Modification date
Back-Up Rider,68833958,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Wed Nov 27 00:46:00 2019
Backup Squad,28486799,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Fri May 22 17:24:06 2020
Bait Doll,07165085,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,"('Type',)",Unlimited,Unlimited,Tue Apr 19 23:48:16 2022
Ballista of Rampart Smashing,00242146,Spell Card,Equip Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Sun Nov 15 18:32:25 2020
Banishment of the Darklords,87112784,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')","('Darklord',)",,,Unlimited,Unlimited,Wed Nov 27 00:52:27 2019
Banner of Courage,10012614,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,,"('Type',)",Unlimited,Unlimited,Tue Apr  5 14:51:21 2022
Barian's Chaos Draw,97769122,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Effect')","(""Barian's"", 'Chaos')",,,Unlimited,Unlimited,Thu Jun 16 17:42:32 2022
Bariantopia,30761649,Spell Card,Field Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')","(""Barian's"",)",,,,Unlimited,Sun Aug 14 11:09:55 2022
Barkion's Bark,11813722,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Sun Nov 15 18:33:26 2020
Basal Rose Shoot,69167267,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Trigger Effect')","('Rose',)",,,Unlimited,Unlimited,Thu Sep  1 23:10:08 2022
Bashing Shield,88610708,Spell Card,Equip Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Fri Mar 11 04:28:00 2022
Battery Charger,61181383,Spell Card,Normal Spell Card,,,,,,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Tue Apr 19 23:49:04 2022
Battle Fusion,43225434,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')","('Fusion (archetype)', 'Polymerization (archetype)')",,,Unlimited,Unlimited,Sun Dec 27 19:50:54 2020
Battle Royal Mode - Joining,65433790,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Activation condition', 'Continuous-like Effect', 'Trigger Effect')",,,,,Unlimited,Sun Jul 24 03:53:41 2022
Battle Tuned,05052212,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Thu Apr  1 13:30:41 2021
Battle Waltz,15629801,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect', 'Lingering effect')",,,,Unlimited,Unlimited,Sun Nov 15 18:38:45 2020
Battle of Sleeping Spirits,46570372,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect')",,,,,Unlimited,Sun Jul 24 03:54:21 2022
Battlefield Tragedy,42228966,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",,,,,Unlimited,Mon Jul 18 09:43:55 2022
Battlin' Boxing Spirits,36916401,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Mon Oct 25 06:00:43 2021
Bayonet Punisher,36092504,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Mon Dec 27 19:31:50 2021
Beacon of White,50371210,Spell Card,Equip Spell Card,,,,,,,,,,,"('Activation condition', 'Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Sun May 23 01:40:39 2021
Beast Fangs,46009906,Spell Card,Equip Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,,"('Type',)",Unlimited,Unlimited,Sun Mar  6 05:09:39 2022
Beast Magic Attack,21984400,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Tue Feb  4 18:46:02 2020
Beast Rage,09999961,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Sun Nov 15 18:42:54 2020
Beastly Mirror Ritual,81933259,Spell Card,Ritual Spell Card,,,,,,,,,,,"('Effect',)",,"('Alternate', 'Edited')",,Unlimited,Unlimited,Sat Aug 20 22:02:58 2022
Beetrooper Descent,87240371,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')","('Beetrooper',)",,,Unlimited,Not yet released,Fri Sep  2 02:01:54 2022
Beetrooper Formation,64213017,Spell Card,Field Spell Card,,,,,,,,,,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')","('Beetrooper',)",,,Unlimited,Not yet released,Fri Sep  2 00:31:24 2022
Beetrooper Landing,13234975,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Ignition-like Effect')","('Beetrooper',)",,,Unlimited,Not yet released,Fri Sep  2 02:02:58 2022
The Beginning of the End,73680966,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Tue Apr 27 00:44:29 2021
Berserk Scales,52497105,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Sun Aug 14 05:33:32 2022
Berserker Crush,15471265,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Cost', 'Effect')","('Signature move',)",,,Unlimited,Unlimited,Fri Mar 11 18:40:11 2022
Berserker Soul,15381252,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Sun Dec 27 19:43:57 2020
Big Bang Shot,61127349,Spell Card,Equip Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Mon Jan 25 00:17:20 2021
The Big Cattle Drive,82386016,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Wed Apr 20 15:36:23 2022
Big Evolution Pill,84808313,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Cost')","('Evolution Pill',)",,,Unlimited,Unlimited,Sat Mar  6 21:09:39 2021
The Big March of Animals,01689516,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Wed Apr 20 15:51:18 2022
Big Wave Small Wave,51562916,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Sun Apr 19 04:55:59 2020
"Bingo Machine, Go!!!",93437091,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Fri Apr 15 13:44:09 2022
Birth of the Prominence Flame,05439384,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Thu Sep  1 23:13:46 2022
Black Feather Whirlwind,07602800,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,,Unlimited,Sat Jul 16 14:56:31 2022
Black Garden,71645242,Spell Card,Field Spell Card,,,,,,,,,,,"('Ignition-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Thu Sep  1 01:06:40 2022
Black Illusion Ritual,41426869,Spell Card,Ritual Spell Card,,,,,,,,,,,"('Effect',)",,,"('Type',)",Unlimited,Unlimited,Fri Apr 29 13:23:52 2022
Black Luster Ritual,55761792,Spell Card,Ritual Spell Card,,,,,,,,,,,"('Effect',)","('Chaos',)",,"('Name',)",Unlimited,Unlimited,Sat Mar  6 21:10:49 2021
Black Magic Ritual,76792184,Spell Card,Ritual Spell Card,,,,,,,,,,,"('Effect',)","('Chaos',)","('Edited',)","('Type',)",Unlimited,Unlimited,Fri Jun  3 17:00:55 2022
Black Pendant,65169794,Spell Card,Equip Spell Card,,,,,,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,"('Type',)",Unlimited,Unlimited,Wed Apr 20 03:48:08 2022
Black Whirlwind,91351370,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Trigger Effect',)",,,"('Name',)",Unlimited,Unlimited,Sun Mar 14 19:41:00 2021
Black and White Wave,31677606,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Sun Nov  7 09:30:33 2021
Black-Winged Strafe,67779172,Spell Card,Normal Spell Card,,,,,,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Wed Jul 21 07:59:30 2021
Blaze Accelerator,69537999,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Ignition-like Effect')","('Blaze Accelerator (archetype)',)",,"('Name',)",Unlimited,Unlimited,Wed Apr 20 03:57:17 2022
Blaze Cannon,04059313,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Continuous Effect', 'Effect', 'Trigger Effect')","('Blaze Accelerator (archetype)', 'Signature move')",,,Unlimited,Unlimited,Sun Nov 29 03:21:23 2020
Blazing Dance of the Mikanko,80044027,Spell Card,Equip Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Effect')","('Mikanko',)",,,,Unlimited,Sat Aug 20 13:31:29 2022
Blessings of the Nile,30653113,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Wed Apr 20 04:32:39 2022
Blind Spot Strike,49267971,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Thu Jan 20 13:21:44 2022
Blizzard,51706604,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Thu Oct  7 08:25:07 2021
Block Attack,25880422,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,"('Type',)",Unlimited,Unlimited,Sun Nov  7 09:33:29 2021
Blockout Curtain,53167658,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Wed Apr 20 02:37:16 2022
Blue Medicine,20871001,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,"('Type',)",Unlimited,Unlimited,Wed Apr 20 04:33:05 2022
Blustering Winds,22346472,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Sun Nov 15 19:37:15 2020
Bond Between Teacher and Student,60709218,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Wed Apr 20 02:47:53 2022
Bonding - D2O,79402185,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Cost', 'Effect', 'Trigger Effect')","('Bonding',)",,,Unlimited,Unlimited,Wed Nov 27 22:46:20 2019
Bonding - H2O,45898858,Spell Card,Normal Spell Card,,,,,,,,,,,"('Cost', 'Effect')","('Bonding',)",,,Unlimited,Unlimited,Wed Apr 20 04:34:18 2022
Boogie Trap,96704974,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Sun Nov 15 19:38:15 2020
Book of Eclipse,35480699,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect', 'Lingering effect')","('Book of',)",,,Unlimited,Unlimited,Thu Aug 25 17:25:20 2022
Book of Life,02204140,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)","('Book of',)",,"('Type',)",Unlimited,Unlimited,Sat Jul  2 16:27:53 2022
Book of Lunar Eclipse,31834488,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect',)","('Book of',)",,,Unlimited,Unlimited,Thu Sep  1 23:14:37 2022
Book of Moon,14087893,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect',)","('Book of',)","('Alternate', 'Edited')","('Type',)",Unlimited,Unlimited,Wed Jul  6 09:07:35 2022
Book of Secret Arts,91595718,Spell Card,Equip Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,"('Edited',)","('Name', 'Type')",Unlimited,Unlimited,Sun Mar  6 05:10:26 2022
Book of Taiyou,38699854,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)","('Book of',)",,"('Type',)",Unlimited,Unlimited,Sun Nov  7 09:38:02 2021
The Book of the Law,00458748,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Thu Dec  3 14:48:36 2020
Boon of the Meklord Emperor,12986778,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')","('Meklord', 'Meklord Emperor')",,,Unlimited,Unlimited,Sun Nov 15 19:38:42 2020
Boot Sector Launch,36668118,Spell Card,Field Spell Card,,,,,,,,,,,"('Condition', 'Continuous Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Wed Jun 23 04:02:53 2021
Boot-Up Order - Gear Charge,63717421,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Ignition-like Effect')","('Boot-Up',)",,,Unlimited,Unlimited,Sun Jul 24 09:34:23 2022
Borrel Regenerator,06556178,Spell Card,Equip Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Trigger Effect')","('Borrel',)",,,Unlimited,Unlimited,Thu Sep  9 01:36:38 2021
Borrel Supplier,30131474,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Trigger Effect')","('Borrel',)",,,Unlimited,Unlimited,Wed Nov 27 22:54:06 2019
Boss Rush,66947414,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Tue Feb 15 19:51:27 2022
Bound Wand,53610653,Spell Card,Equip Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Sun Nov  7 09:38:58 2021
Bownty,55351724,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Thu Aug 19 02:33:07 2021
Brain Control,87910978,Spell Card,Normal Spell Card,,,,,,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Thu Apr 14 04:39:52 2022
Brain Research Lab,85668449,Spell Card,Field Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Fri Oct  1 12:35:12 2021
Branch!,30548775,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Sat Mar  6 21:21:44 2021
Branded Bond,62022479,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Trigger Effect')","('Branded',)",,,Unlimited,Unlimited,Fri Sep  2 00:10:50 2022
Branded Disciple,34536828,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')","('Branded',)",,,Unlimited,Unlimited,Thu Feb 24 14:29:22 2022
Branded Fusion,44362883,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')","('Branded', 'Polymerization (archetype)')",,,Unlimited,Semi-Limited,Sat Apr 16 01:56:00 2022
Branded Loss,10065487,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')","('Branded',)",,,Unlimited,Unlimited,Sun Jul 24 04:02:11 2022
Branded Lost,18973184,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')","('Branded',)",,,Unlimited,Unlimited,Wed May 11 16:07:35 2022
Branded Opening,36637374,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Unclassified effect')","('Branded',)",,,Unlimited,Limited,Fri Sep  2 00:09:44 2022
Branded in Central Dogmatika,14220547,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Trigger Effect')","('Branded', 'Dogmatika')",,,Unlimited,Unlimited,Fri Aug  5 22:18:56 2022
Branded in High Spirits,29948294,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Trigger Effect')","('Branded',)",,,Unlimited,Unlimited,Fri Sep  2 01:34:44 2022
Branded in Red,82738008,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect')","('Branded',)",,,Unlimited,Unlimited,Fri Sep  2 01:36:35 2022
Branded in White,34995106,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Trigger Effect')","('Branded',)",,,Unlimited,Unlimited,Thu Sep  1 23:09:14 2022
Break! Draw!,63851864,Spell Card,Equip Spell Card,,,,,,,,,,,"('Condition', 'Trigger Effect')",,,"('Name',)",Unlimited,Unlimited,Sun Dec 13 21:39:36 2020
The Breaking Ruin God,85182315,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Trigger Effect')",,,,Not yet released,Not yet released,Wed Sep  7 12:11:58 2022
Breaking of the World,69217334,Spell Card,Field Spell Card,,,,,,,,,,,"('Ignition-like Effect', 'Trigger Effect')","('Ruin & Demise',)",,,Unlimited,Unlimited,Tue Feb  4 18:46:24 2020
Breath of Acclamation,44221928,Spell Card,Ritual Spell Card,,,,,,,,,,,"('Condition', 'Effect')",,,"('Type',)",Unlimited,Unlimited,Thu Sep  1 21:37:31 2022
Breath of Light,20101223,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Mon Apr 11 15:52:53 2022
Brilliant Fusion,07394770,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Effect', 'Ignition-like Effect')","('Fusion (archetype)',)",,,Forbidden,Limited,Mon Mar 22 07:19:17 2021
Broken Bamboo Sword,41587307,Spell Card,Equip Spell Card,,,,,,,,,,,"('Continuous-like Effect',)","('Bamboo Sword',)",,,Unlimited,Unlimited,Fri Jul  1 02:05:57 2022
Bubble Barrier,79777187,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Wed Nov 27 23:17:41 2019
Bubble Blaster,53586134,Spell Card,Equip Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Fri Mar 20 11:42:11 2020
Bubble Illusion,80075749,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Thu Mar 19 23:55:15 2020
Bubble Shuffle,61968753,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Thu Aug 26 18:13:58 2021
Bug Matrix,86643777,Spell Card,Field Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Sun Nov 15 19:46:30 2020
Bug Signal,47185546,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Sat Jul 11 04:47:20 2020
Bujin Regalia - The Mirror,35183853,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Effect')","('Bujin',)",,,Unlimited,Unlimited,Mon Oct 25 05:49:59 2021
Bujincandescence,68045685,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')","('Bujin',)",,,Unlimited,Unlimited,Thu Sep  1 23:13:02 2022
Bujincarnation,73906480,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')","('Bujin',)",,,Unlimited,Unlimited,Tue Feb  2 17:14:48 2021
Bujintervention,55599882,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect', 'Trigger Effect')","('Bujin',)",,,Unlimited,Unlimited,Wed Apr 20 11:35:55 2022
Bujinunity,33611061,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')","('Bujin',)",,,Unlimited,Unlimited,Thu Mar 19 23:58:20 2020
Burden of the Mighty,44947065,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,,"('Name',)",Unlimited,Unlimited,Sun Apr 24 04:11:52 2022
Burial from a Different Dimension,48976825,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect',)","('D.D.',)",,,Unlimited,Unlimited,Wed Jul  1 16:05:20 2020
Burning Bamboo Sword,55870497,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Trigger Effect',)","('Bamboo Sword',)",,,Unlimited,Unlimited,Wed Nov 27 23:30:04 2019
Burning Draw,46898368,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')","('Salamangreat',)",,,Unlimited,Unlimited,Thu Sep  1 01:03:09 2022
Burning Land,24294108,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Effect', 'Trigger Effect')",,,"('Type',)",Unlimited,Unlimited,Sun Nov  7 09:42:06 2021
Burning Soul,10723472,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect', 'Lingering effect')",,,,Unlimited,Unlimited,Sun Aug 14 11:10:16 2022
Burning Spear,18937875,Spell Card,Equip Spell Card,,,,,,,,,,,"('Continuous-like Effect',)","('Attribute Booster',)",,"('Type',)",Unlimited,Unlimited,Wed Apr 20 04:36:15 2022
Burst Return,27191436,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Effect')",,"('Edited',)",,Unlimited,Unlimited,Wed Apr 20 02:54:45 2022
Burst Stream of Destruction,17655904,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')","('Signature move',)",,,Unlimited,Unlimited,Sat Mar 26 13:23:12 2022
Buster Rancher,84740193,Spell Card,Equip Spell Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect')",,,"('Type',)",Unlimited,Unlimited,Sun Nov  7 09:42:53 2021
Butterfly Dagger - Elma,69243953,Spell Card,Equip Spell Card,,,,,,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,"('Name',)",Forbidden,Forbidden,Thu Apr 14 04:40:48 2022
Calamity Upon the Hidden City,06589707,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,,Unlimited,Sun Aug 14 11:10:49 2022
Call of the Atlanteans,73199638,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Condition', 'Effect')","('Atlantean',)",,,Unlimited,Unlimited,Wed Feb  3 18:38:46 2021
Call of the Mummy,04861205,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Condition', 'Ignition-like Effect')",,,"('Type',)",Unlimited,Unlimited,Sun Nov  7 09:58:03 2021
Called by the Grave,24224830,Spell Card,Quick-Play Spell Card,,,,,,,,,,,"('Effect',)",,,,Limited,Semi-Limited,Tue Apr 12 18:51:14 2022
Calming Magic,51773900,Spell Card,Normal Spell Card,,,,,,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Wed Apr 20 12:13:12 2022
Canyon,28120197,Spell Card,Field Spell Card,,,,,,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Fri Mar 20 00:10:23 2020
Card Advance,52112003,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Sat Mar 19 20:12:16 2022
Card Destruction,72892473,Spell Card,Normal Spell Card,,,,,,,,,,,"('Effect',)",,,"('Type',)",Limited,Limited,Sat Aug  6 13:37:07 2022
Card Rotator,72767833,Spell Card,Normal Spell Card,,,,,,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Wed Apr 20 04:37:06 2022
Card Shuffle,12183332,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Ignition-like Effect',)",,,"('Type',)",Unlimited,Unlimited,Sat May 28 04:37:13 2022
Card Trader,48712195,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Wed Feb  3 00:56:23 2021
Card of Demise,59750328,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect', 'Lingering effect')","('Treasure Cards',)",,,Limited,Unlimited,Wed Jun 22 01:59:24 2022
Card of Fate,74191528,Spell Card,Normal Spell Card,,,,,,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Sun Jun 26 12:33:00 2022
Card of Safe Return,57953380,Spell Card,Continuous Spell Card,,,,,,,,,,,"('Trigger Effect',)","('Treasure Cards',)","('Edited',)","('Type',)",Forbidden,Forbidden,Sun Nov  7 09:58:20 2021
