Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Link,Link Arrows,TCG status,OCG status
Catalyst Field,65959844,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Catapult Zone,14289852,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Cattle Call,50619462,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cauldron of the Old Man,91740879,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Celestia,43912676,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Celestial Observatory,67378104,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Celestial Sword - Eatos,55569674,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Celestial Transformation,28890974,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Centrifugal Field,01801154,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Cerulean Skyfire,54828837,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cestus of Dagla,28106077,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Chain Energy,79323590,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Chain Strike,91623717,Spell Card,Quick-Play Spell Card,,,,,,,,,,Limited,Unlimited
Chain Summon,90812044,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chain Summoning,09952083,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Change of Heart,04031928,Spell Card,Normal Spell Card,,,,,,,,,,Limited,Forbidden
Chaos End,61044390,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chaos Form,21082832,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
Chaos Greed,97439308,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chaos Scepter Blast,15256925,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Chaos Seed,76766706,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chaos Space,99266988,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chaos Zone,94243005,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Charge Into a Dark World,85325774,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Charge of the Light Brigade,94886282,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Charged-Up Heraldry,84482694,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Checkmate,69313735,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
The Cheerful Coffin,41142615,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chicken Game,67616300,Spell Card,Field Spell Card,,,,,,,,,,Forbidden,Unlimited
Child's Play,12021072,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
The Chorus in the Sky,64927055,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chorus of Sanctuary,81380218,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Chosen One,21888494,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chronomaly City Babylon,04357063,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Chronomaly Pyramid Eye Tablet,26345570,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Chronomaly Technology,90951921,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Chronomaly Temple - Trilithon,98204536,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Chthonian Alliance,46910446,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Cipher Interference,55496220,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Circle of the Fire Kings,59388357,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Clashing Souls,57496978,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
The Claw of Hermos,46232525,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Clear New World,21570001,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Clear World,33900648,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Clock Tower Prison,75041269,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Clockwork Night,84797028,Spell Card,Continuous Spell Card,,,,,,,,,,,Unlimited
Closed Forest,78082039,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Cloudian Aerosol,88210105,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cloudian Squall,90135989,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cocoon Party,80368942,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cocoon Rebirth,43644025,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cocoon of Ultra Evolution,77840540,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Code A Ancient Ruins,99342953,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cold Feet,40383551,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cold Wave,60682203,Spell Card,Normal Spell Card,,,,,,,,,,Forbidden,Forbidden
Colosseum - Cage of the Gladiator Beasts,52518793,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Column Switch,37480144,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Combination Attack,08964854,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Comic Hand,33453260,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Commencement Dance,43417563,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
Common Soul,14772491,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Concentrating Current,20501450,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Condolence Puppet,57093995,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Confiscation,17375316,Spell Card,Normal Spell Card,,,,,,,,,,Forbidden,Forbidden
Constellar Belt,86825483,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Constellar Star Chart,35631584,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Constellar Star Cradle,90156158,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Constellar Tempest,04820694,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Constellar Twinkle,35544402,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Contact,16616620,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Contact Gate,41933425,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Contact Out,69270537,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Contact with Gusto,83544697,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Contact with the Aquamirror,10925955,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Continuous Destruction Punch,68057622,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Contract with Don Thousand,56673480,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Contract with Exodia,33244944,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Contract with the Abyss,69035382,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
Contract with the Dark Master,96420087,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
Contract with the Void,19828680,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Convert Contact,82639107,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Convulsion of Nature,62966332,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Core Blaster,59385322,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Core Compression,13997673,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Core Overclock,36560997,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Core Transport Unit,30770156,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Corridor of Agony,26257572,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
"Corruption Cell ""A""",02561846,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cosmic Cyclone,08267140,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cosmic Flare,84012625,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cosmos Channelling,91654806,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cost Down,23265313,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Counter Cleaner,38834303,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Court of Justice,24449083,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cracking,32835363,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Crashbug Road,69042950,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Creature Seizure,15305240,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Creature Swap,31036355,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Creeping Darkness,78811937,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cross Attack,46961802,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cross Breed,20862918,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cross Over,53241226,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Crossout Designator,65681983,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Limited
Crusadia Power,96434581,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Crusadia Revival,69039982,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Crusadia Testament,87497553,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Crystal Abundance,72881007,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Crystal Beacon,95326659,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Crystal Blessing,35486099,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Crystal Bond,09334391,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Crystal Promise,08275702,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Crystal Protection,,Spell Card,Normal Spell Card,,,,,,,,,,,Not yet released
Crystal Release,10004783,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Crystal Tree,47408488,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Crystolic Potential,03576031,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Cubic Dharma,01218214,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cubic Karma,09659580,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cubic Wave,35058588,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cunning of the Six Samurai,27178262,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cup of Ace,37812118,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Curse Reflection Doll,33391067,Spell Card,Quick-Play Spell Card,,,,,,,,,,,Unlimited
Curse of Fiend,12470447,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Curse of the Masked Beast,94377247,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
Curse of the Shadow Prison,81788994,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Cursed Armaments,98867329,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Cursed Bamboo Sword,42199039,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Cursed Bill,46967601,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Cursed Eldland,31434645,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Semi-Limited
Cyber Emergency,60600126,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyber Energy Shock,38265153,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyber Eternal,32768230,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyber Repair Plant,86686671,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyber Revsystem,33041277,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyber Shield,63224564,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyberdark Impact!,80033124,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyberdark Inferno,44352516,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyberdark Realm,64753988,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyberload Fusion,55704856,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cybernetic Fusion Support,58199906,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cybernetic Horizon,63031396,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cybernetic Zone,47295267,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cybersal Cyclone,37007105,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cycle of the World,32828635,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyclon Laser,05494820,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyclone Blade,22147147,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Cyclone Boomerang,29612557,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Backdoor,43839002,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Codec,60018643,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Crosswipe,77449773,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Fusion,65801012,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Mining,57160136,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Optimization,34010534,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Recovery,73558460,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Ritual,34767865,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Storm,42461852,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Cynet Universe,61583217,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
D - Force,06186304,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
D - Formation,74329404,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
D - Spirit,89899996,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
D.D. Borderline,60912752,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
D.D. Designator,33423043,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
D.D.R. - Different Dimension Reincarnation,09622164,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Danger! Disturbance! Disorder!,23213239,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Danger! Excitement! Mystery!,57433966,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Danger! Feets of Strength!,83928661,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Danger! Response Team,25140659,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dangerous Machine Type-6,76895648,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Burning Attack,49702428,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Burning Magic,75190122,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Calling,12071500,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark City,53527835,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Contract with Patent License,33814281,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Contract with the Entities,60168186,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Contract with the Gate,46372010,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Contract with the Swamp King,73360025,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Contract with the Yamimakai,45974017,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Core,70231910,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Designator,78053598,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
The Dark Door,30606547,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Dragon Ritual,18803791,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Energy,04614116,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Eruption,00674561,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Factory of Mass Production,90928333,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Fusion,94820406,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Hole,53129443,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Magic Attack,02314238,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Magic Curtain,99789342,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Magic Expanded,00111280,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Magic Inheritance,41735184,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Magic Twin Burst,70168345,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Magic Veil,82404868,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Magical Circle,47222536,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Mambele,41722932,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Room of Nightmare,85562745,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Ruler No More,54693926,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Sanctuary,16625614,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Snake Syndrome,47233801,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark Spirit's Mastery,14386013,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark World Accession,,Spell Card,Quick-Play Spell Card,,,,,,,,,,,Not yet released
Dark World Dealings,74117290,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark World Grimoire,61623148,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark World Lightning,93554166,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dark World Puppet,,Spell Card,Quick-Play Spell Card,,,,,,,,,,,Not yet released
Dark-Piercing Light,45895206,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Darklord Contact,14517422,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Darkness Approaches,80168720,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Darkness/Spell A,,Spell Card,Field Spell Card,,,,,,,,,,,Unlimited
Darkworld Shackles,83584898,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Dawn of the Herald,27383110,Spell Card,Ritual Spell Card,,,,,,,,,,Unlimited,Unlimited
De-Fusion,95286165,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
De-Spell,19159413,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
De-Synchro,32441317,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
A Deal with Dark Ruler,06850209,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Deceit of the Mysterune,29595202,Spell Card,Continuous Spell Card,,,,,,,,,,,Unlimited
Deck Lockdown,01149109,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Decline Scareclaw,,Spell Card,Normal Spell Card,,,,,,,,,,,Not yet released
Decode Destruction,33062423,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dedication through Light and Darkness,69542930,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Deep Sea Aria,72060415,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Defense Zone,59687381,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Degenerate Circuit,36995273,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Delinquent Duo,44763025,Spell Card,Normal Spell Card,,,,,,,,,,Forbidden,Forbidden
Delta Attacker,39719977,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Demise of the Land,48934760,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Demotion,72575145,Spell Card,Equip Spell Card,,,,,,,,,,Unlimited,Unlimited
Des Croaking,44883830,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Deskbot Base,12215894,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
"Despia, Theater of the Branded",99543666,Spell Card,Field Spell Card,,,,,,,,,,Unlimited,Unlimited
Destiny Draw,45809008,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Destruction Swordsman Fusion,41940225,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Detonate,89086566,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Diamond Core of Koa'ki Meiru,81994591,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Diamond-Dust Cyclone,19980975,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Dian Keto the Cure Master,84257639,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dice Dungeon,11808215,Spell Card,Field Spell Card,,,,,,,,,,,Unlimited
Diced Dice,93078761,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Dicephoon,03493058,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
Different Dimension Capsule,11961740,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Different Dimension Deepsea Trench,62437430,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Different Dimension Gate,56460688,Spell Card,Continuous Spell Card,,,,,,,,,,Unlimited,Unlimited
Diffusion Wave-Motion,87880531,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dimension Dice,47292920,Spell Card,Normal Spell Card,,,,,,,,,,,Unlimited
Dimension Distortion,95194279,Spell Card,Normal Spell Card,,,,,,,,,,Unlimited,Unlimited
Dimension Explosion,01896112,Spell Card,Quick-Play Spell Card,,,,,,,,,,Unlimited,Unlimited
